	SHH_WT_models_highres31596.py	SHH_WT_models_highres1378.py	SHH_WT_models_highres4863.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres25781.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres8490.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres8834.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres23466.py	SHH_WT_models_highres2200.py	SHH_WT_models_highres12741.py	SHH_WT_models_highres47931.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres39011.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres15002.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres5002.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres30274.py	SHH_WT_models_highres7416.py	SHH_WT_models_highres24273.py	SHH_WT_models_highres1427.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres10707.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres27492.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres7736.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres38933.py	SHH_WT_models_highres38046.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres40627.py	SHH_WT_models_highres16260.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres40730.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres17007.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres27213.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres15001.py	SHH_WT_models_highres6063.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres15190.py	SHH_WT_models_highres20684.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres45679.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres27394.py	SHH_WT_models_highres12843.py	SHH_WT_models_highres5327.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres48059.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres34831.py	SHH_WT_models_highres9547.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres15191.py	SHH_WT_models_highres38493.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres32352.py	SHH_WT_models_highres44329.py	SHH_WT_models_highres34949.py	SHH_WT_models_highres92.py	SHH_WT_models_highres18152.py	SHH_WT_models_highres42121.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres24225.py	SHH_WT_models_highres32152.py	SHH_WT_models_highres30124.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres26145.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres42018.py	SHH_WT_models_highres11523.py	SHH_WT_models_highres3231.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres4341.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres9291.py	SHH_WT_models_highres12921.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres35888.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres4519.py	SHH_WT_models_highres36644.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres40847.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres32499.py	SHH_WT_models_highres29850.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres9675.py	SHH_WT_models_highres34461.py	SHH_WT_models_highres46795.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres40612.py	SHH_WT_models_highres44157.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres9943.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres23364.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres16398.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres8869.py	SHH_WT_models_highres31237.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres27253.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres43177.py	SHH_WT_models_highres7009.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres40714.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres45161.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres31883.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres40816.py	SHH_WT_models_highres4191.py	SHH_WT_models_highres44104.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres8601.py	SHH_WT_models_highres42759.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres9303.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres29052.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres49590.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres15620.py	SHH_WT_models_highres46847.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres33371.py	
SHH_WT_models_highres15028.py	405.108	1714.721	1721.859	249.509	495.16	272.495	1682.26	393.399	420.5	400.758	487.63	357.877	392.603	238.471	304.201	369.407	383.076	1731.35	356.37	368.823	378.034	289.663	464.252	370.45	1693.28	1648.356	1701.894	1726.11	336.712	212.322	1711.732	328.34	1648.79	282.346	192.953	1692.104	286.874	459.535	1721.968	1698.232	1728.625	1632.188	412.669	1722.491	257.122	262.653	336.475	1666.461	481.026	1744.961	377.557	1700.563	1721.251	370.532	1728.47	1699.612	359.344	452.856	1663.137	407.664	429.466	1653.781	249.034	459.795	1665.906	413.478	1664.995	1637.986	502.41	411.648	403.717	290.943	425.482	419.581	1703.22	1684.227	176.488	1724.855	510.64	224.366	1657.279	1694.2	1628.406	499.327	1741.275	300.965	478.309	1703.523	1612.504	478.412	406.491	212.572	197.505	1703.009	1730.479	447.458	1690.897	1730.554	1697.533	308.393	378.763	1720.579	371.682	1720.146	1687.025	1691.843	499.133	466.583	473.086	446.81	1694.141	459.85	448.849	391.181	1655.821	1724.594	1736.988	211.09	397.489	512.557	428.412	1747.635	381.71	238.922	1687.86	1686.253	451.112	1709.582	166.336	1631.001	1746.063	315.092	436.957	1730.899	463.691	531.259	1691.379	1593.024	316.464	428.7	1716.08	1672.145	1718.288	530.345	442.369	545.113	304.118	1652.046	1733.058	514.334	482.592	1702.538	0.0	424.744	1729.607	368.332	1631.885	449.858	297.735	351.396	1757.577	1729.773	221.888	1706.366	381.821	193.439	365.41	1604.636	1732.466	448.9	1680.109	458.984	395.179	1714.287	343.968	531.138	1693.58	355.036	337.532	1697.049	1663.616	1690.314	423.641	248.694	392.319	1704.436	1720.101	414.267	1670.261	302.438	1695.943	246.287	1672.64	265.369	412.083	1672.912	1694.346	504.613	549.821	1707.578	
SHH_WT_models_highres29602.py	431.511	1746.369	1737.666	487.482	500.233	466.708	1707.675	345.313	392.75	396.921	509.18	290.926	233.138	427.2	463.826	228.785	365.579	1765.516	216.017	572.486	234.967	503.512	397.166	395.26	1724.474	1693.564	1716.245	1742.533	283.076	402.307	1735.794	514.845	1680.538	371.196	465.504	1721.688	497.042	390.666	1753.148	1745.139	1746.711	1639.146	335.513	1782.746	462.837	466.828	522.817	1719.481	436.981	1763.448	255.731	1719.195	1720.796	246.267	1733.329	1713.054	335.464	351.317	1687.942	414.531	391.58	1693.888	353.011	299.084	1671.08	292.075	1678.465	1671.585	287.419	465.434	535.166	526.999	190.358	321.86	1706.894	1684.892	424.026	1705.345	435.534	438.565	1686.509	1741.054	1665.493	492.013	1744.313	308.502	450.895	1712.514	1660.173	431.695	539.413	482.072	475.182	1714.578	1742.223	374.953	1724.325	1757.267	1703.63	313.271	504.501	1746.638	440.992	1717.862	1714.025	1694.747	312.027	306.929	370.283	527.907	1715.185	339.999	396.074	577.959	1670.073	1739.673	1766.224	330.114	388.595	465.183	577.602	1779.69	387.203	470.51	1712.846	1697.518	330.822	1743.148	435.011	1645.393	1777.631	383.067	305.704	1758.486	327.919	553.553	1684.699	1643.829	530.664	296.416	1723.011	1697.972	1712.083	578.446	476.696	512.936	488.784	1697.426	1732.726	554.181	377.613	1708.561	424.744	0.0	1731.395	425.56	1665.639	559.83	306.995	292.128	1773.282	1713.173	350.517	1709.805	385.906	468.783	410.804	1645.751	1712.071	407.132	1687.455	461.022	516.796	1707.417	481.021	452.092	1720.337	579.629	404.388	1722.375	1667.993	1711.076	345.982	492.861	394.259	1738.53	1767.679	549.353	1691.469	366.035	1722.771	423.628	1690.388	506.712	489.354	1710.716	1689.157	417.974	506.961	1718.353	
SHH_WT_models_highres23364.py	1735.436	314.258	260.967	1734.431	1670.386	1747.966	408.359	1706.423	1713.082	1732.962	1771.555	1762.654	1743.222	1738.342	1741.716	1755.569	1736.676	350.477	1753.197	1673.638	1743.073	1748.479	1692.73	1751.453	423.549	491.83	381.822	318.223	1747.6	1765.914	362.936	1750.29	477.954	1735.162	1752.572	442.28	1760.563	1737.186	376.642	395.512	374.924	414.873	1703.021	757.358	1681.021	1766.426	1776.896	477.228	1708.121	316.405	1762.568	410.05	508.666	1730.996	155.711	348.714	1771.885	1744.4	483.359	1717.284	1756.121	504.75	1756.23	1729.655	299.711	1766.817	412.818	532.598	1739.426	1725.427	1702.939	1738.643	1761.834	1712.395	148.758	269.319	1775.912	518.03	1720.513	1761.612	502.544	458.551	509.327	1789.514	326.147	1751.068	1782.992	363.861	546.607	1713.649	1699.466	1744.582	1756.738	349.349	393.742	1735.233	446.023	342.526	324.425	1758.016	1698.204	272.147	1688.222	125.112	444.428	329.336	1741.855	1723.63	1723.58	1767.678	432.296	1725.946	1742.837	1752.588	471.242	347.197	619.991	1753.06	1735.193	1697.436	1740.582	407.325	1741.062	1710.741	376.236	443.747	1734.86	586.84	1746.409	452.631	495.775	1739.091	1771.46	437.024	1735.716	1779.684	373.095	540.928	1780.083	1764.909	329.09	492.233	496.503	1687.802	1674.603	1749.943	1756.351	522.192	285.879	1643.811	1748.259	346.861	1729.607	1731.395	0.0	1762.864	531.106	1780.628	1747.916	1769.491	301.177	485.412	1746.736	178.466	1755.061	1741.43	1738.434	562.714	505.957	1733.088	405.27	1779.543	1700.606	355.859	1770.26	1673.571	383.067	1682.905	1755.233	461.653	352.242	469.329	1711.023	1725.512	1761.001	491.951	452.853	1788.967	427.799	1733.205	482.38	1746.415	387.441	1735.867	1784.431	484.551	360.341	1683.121	1786.079	340.148	
SHH_WT_models_highres24271.py	405.418	1768.408	1763.491	259.634	459.796	232.609	1745.873	429.532	444.221	368.733	489.247	416.737	360.88	256.951	202.99	401.2	396.28	1772.215	402.778	332.963	378.625	279.584	413.207	477.478	1764.801	1712.016	1738.019	1757.687	419.1	272.934	1747.104	268.649	1708.42	205.744	316.285	1761.909	263.337	378.124	1764.377	1741.457	1761.02	1678.193	432.805	1799.652	343.646	298.64	309.156	1738.335	452.875	1784.188	420.711	1750.267	1794.486	402.934	1760.431	1731.582	460.254	362.271	1718.133	496.978	384.124	1716.993	272.902	350.648	1697.807	416.998	1722.873	1698.877	372.377	437.841	319.513	267.626	384.469	426.282	1733.604	1714.328	316.538	1773.323	426.897	329.482	1717.9	1737.001	1684.605	453.337	1767.68	249.27	490.17	1757.682	1675.519	433.611	432.189	353.157	347.507	1765.117	1770.42	409.446	1743.741	1761.269	1757.615	268.812	309.93	1765.327	255.591	1749.728	1724.279	1749.24	353.679	352.607	384.14	363.488	1740.674	384.558	431.644	404.11	1697.055	1782.22	1787.936	311.71	177.159	467.612	375.173	1790.4	160.686	362.464	1716.459	1735.184	370.953	1756.946	339.744	1679.794	1799.709	205.939	443.779	1792.944	355.298	517.018	1738.289	1666.724	370.357	432.737	1770.213	1726.143	1782.19	524.665	498.923	389.771	273.155	1695.713	1755.778	503.613	351.378	1763.614	368.332	425.56	1762.864	0.0	1681.649	400.302	302.922	441.245	1796.222	1783.46	318.445	1739.701	177.999	389.006	178.823	1656.234	1775.518	381.765	1743.755	435.187	300.535	1733.807	216.25	423.014	1720.87	386.59	197.357	1762.182	1691.328	1740.047	454.599	336.544	142.393	1757.189	1763.868	424.718	1729.062	269.185	1749.799	332.442	1698.349	387.973	418.682	1726.907	1746.375	413.969	424.28	1745.046	
SHH_WT_models_highres16398.py	1652.736	463.196	471.873	1627.315	1618.128	1652.2	287.417	1650.495	1658.997	1651.607	1685.773	1702.88	1693.696	1656.907	1646.326	1706.512	1659.007	408.875	1688.335	1588.57	1693.568	1641.321	1652.929	1673.495	351.707	253.553	468.353	430.861	1674.628	1676.807	419.186	1641.669	262.462	1646.417	1653.493	314.766	1660.448	1687.404	410.579	378.767	403.322	306.968	1651.864	660.337	1608.836	1668.834	1661.945	371.033	1652.316	467.515	1705.222	323.494	428.387	1665.037	525.722	426.524	1697.648	1696.579	357.731	1655.994	1688.171	277.856	1672.753	1687.409	441.906	1714.388	343.388	288.719	1697.148	1630.927	1619.759	1635.601	1698.499	1661.559	518.942	537.286	1682.355	495.539	1669.799	1666.4	275.279	410.02	485.562	1702.43	451.603	1674.173	1708.765	388.417	287.478	1646.444	1660.853	1650.997	1664.187	398.599	494.066	1682.735	499.493	415.223	411.925	1685.822	1616.568	511.583	1619.68	534.829	348.117	422.253	1695.407	1659.078	1667.961	1713.023	285.921	1671.619	1704.985	1625.942	249.742	378.285	629.003	1675.136	1653.955	1645.39	1676.01	479.313	1656.183	1638.332	366.322	322.409	1670.784	560.493	1661.178	331.728	545.408	1652.046	1723.198	331.585	1673.698	1690.657	440.445	323.416	1669.501	1708.57	429.407	277.513	461.693	1614.467	1605.789	1696.252	1645.398	400.614	503.104	1573.83	1716.718	394.138	1631.885	1665.639	531.106	1681.649	0.0	1723.416	1670.77	1697.567	467.685	495.125	1670.613	547.261	1672.601	1645.976	1661.196	121.351	526.012	1661.134	393.766	1737.434	1635.83	485.315	1663.921	1627.211	437.116	1578.821	1661.662	378.534	466.915	282.184	1660.594	1615.195	1679.755	258.479	423.436	1732.37	359.855	1648.459	286.119	1668.624	399.992	1640.66	1738.212	274.223	416.551	1623.584	1752.007	487.986	
SHH_WT_models_highres46286.py	475.114	1760.375	1764.22	399.825	521.364	385.892	1781.174	502.152	478.19	477.27	543.817	488.544	498.536	415.951	409.709	477.556	512.083	1767.915	488.236	431.428	468.037	383.723	538.796	496.65	1793.019	1738.8	1744.273	1772.197	501.98	347.304	1744.551	427.137	1742.362	388.412	404.965	1788.204	363.871	462.457	1762.33	1737.598	1762.83	1723.557	512.847	1800.27	424.908	406.693	451.783	1756.316	542.197	1788.811	487.61	1772.472	1785.441	506.995	1769.48	1749.679	496.505	497.013	1747.768	507.14	478.646	1742.987	384.313	519.967	1712.43	518.675	1757.882	1735.258	509.006	499.291	419.177	412.115	516.572	480.731	1750.976	1725.371	417.645	1763.9	502.889	396.358	1751.403	1732.063	1675.75	514.803	1791.428	412.201	524.974	1798.867	1705.353	498.04	293.801	395.657	403.71	1788.971	1779.366	529.174	1730.905	1763.28	1790.222	421.558	418.497	1761.675	430.474	1767.445	1724.446	1780.896	529.742	527.088	507.171	250.483	1766.357	490.199	516.081	498.368	1744.713	1819.453	1771.202	418.117	431.548	540.078	234.205	1780.25	423.121	411.199	1724.341	1760.851	536.91	1747.389	401.001	1726.949	1795.891	420.627	519.263	1816.322	500.334	549.708	1777.132	1698.465	404.736	523.388	1806.201	1756.497	1773.992	570.015	499.918	360.149	437.551	1688.015	1775.16	529.527	473.232	1799.806	449.858	559.83	1780.628	400.302	1723.416	0.0	429.902	526.857	1802.237	1765.966	411.623	1750.703	402.997	432.317	404.683	1695.825	1762.02	473.188	1771.979	357.507	418.709	1753.531	378.915	521.4	1727.113	467.293	414.888	1802.215	1708.595	1773.138	540.967	422.953	426.374	1784.06	1754.664	234.079	1765.482	413.143	1788.877	414.843	1707.385	425.707	243.95	1748.712	1785.965	525.363	353.631	1746.697	
SHH_WT_models_highres34081.py	482.55	1748.018	1737.787	365.94	536.7	348.692	1717.938	418.564	444.81	452.612	554.073	394.921	356.988	320.83	330.484	341.418	427.752	1754.462	336.578	450.489	344.855	377.884	448.299	461.897	1732.382	1687.763	1730.551	1739.065	371.295	224.26	1735.529	398.142	1684.646	235.901	340.683	1729.098	359.192	463.147	1748.147	1732.257	1740.851	1655.78	417.971	1762.27	326.8	335.748	416.164	1710.735	473.517	1769.491	343.015	1708.963	1754.837	362.982	1743.844	1721.765	417.958	437.372	1697.928	456.461	428.571	1690.766	180.857	389.329	1689.552	342.515	1690.209	1676.71	360.171	496.413	393.271	401.2	295.023	371.843	1715.775	1676.698	300.185	1728.374	476.181	294.091	1693.842	1728.114	1664.601	529.376	1754.485	174.241	491.925	1723.808	1657.588	458.781	423.376	348.955	345.15	1719.087	1756.632	431.382	1717.93	1741.82	1715.541	155.295	370.576	1745.579	339.154	1732.013	1713.515	1707.24	382.544	383.957	419.902	394.025	1704.948	389.593	419.824	481.66	1688.193	1749.824	1771.708	160.783	243.707	490.973	449.924	1767.285	237.367	318.642	1710.021	1691.811	406.856	1742.742	294.259	1663.777	1779.064	241.132	373.316	1761.027	398.667	586.253	1702.59	1651.551	396.895	352.471	1734.026	1698.496	1747.077	603.434	510.438	416.603	378.667	1691.042	1749.078	587.243	437.729	1719.635	297.735	306.995	1747.916	302.922	1670.77	429.902	0.0	366.89	1786.833	1737.044	198.884	1712.731	248.04	353.636	278.297	1651.946	1730.436	440.918	1703.895	364.534	395.156	1720.15	371.482	464.209	1697.068	471.564	268.842	1735.724	1684.113	1711.663	414.047	375.174	258.513	1731.567	1746.822	418.541	1704.085	216.626	1727.697	300.805	1691.806	386.829	371.956	1696.152	1704.257	463.989	414.232	1727.911	
SHH_WT_models_highres39524.py	305.43	1776.169	1771.42	418.395	408.559	415.878	1742.333	279.026	312.021	298.601	406.571	205.681	224.204	391.649	410.039	226.265	242.216	1791.132	191.155	527.065	227.513	449.236	339.413	280.541	1763.577	1724.439	1746.202	1774.905	142.202	371.995	1762.439	443.545	1717.568	395.145	390.23	1760.486	423.405	366.776	1786.894	1773.515	1776.322	1678.758	295.487	1799.984	416.414	376.572	457.829	1747.481	361.769	1790.891	232.502	1763.229	1750.592	243.862	1770.76	1743.901	245.319	290.03	1727.614	296.866	272.477	1726.905	375.075	305.373	1700.619	237.816	1721.42	1705.621	335.188	313.548	488.873	449.923	283.556	272.734	1748.168	1739.564	350.742	1740.091	411.741	380.972	1723.099	1768.998	1684.867	394.474	1778.075	366.125	366.478	1754.015	1688.273	376.42	500.575	420.77	395.92	1760.799	1767.371	302.19	1750.456	1785.12	1752.964	377.442	481.111	1780.841	460.412	1760.436	1744.59	1744.578	321.875	322.011	364.477	512.309	1757.537	312.412	262.721	531.46	1715.817	1780.759	1794.049	341.11	447.638	398.701	523.891	1787.472	423.065	418.836	1747.3	1740.563	304.496	1768.351	377.49	1682.561	1804.184	391.073	298.454	1800.901	317.832	450.184	1733.413	1667.578	448.745	269.64	1766.729	1732.267	1745.282	457.471	380.733	559.333	425.789	1720.754	1763.333	485.88	342.116	1753.963	351.396	292.128	1769.491	441.245	1697.567	526.857	366.89	0.0	1793.115	1752.879	357.802	1753.053	419.159	402.236	447.825	1673.866	1750.77	315.948	1728.211	473.304	480.943	1742.187	453.696	419.636	1762.35	514.106	414.79	1763.346	1704.603	1753.6	291.395	424.668	433.185	1772.457	1799.252	480.334	1736.222	394.278	1765.084	398.467	1727.809	442.11	463.694	1741.112	1739.724	411.624	562.443	1753.317	
SHH_WT_models_highres8869.py	1761.12	260.011	258.395	1756.493	1697.767	1775.562	392.657	1737.627	1741.627	1760.038	1792.955	1780.445	1765.461	1771.013	1770.664	1773.875	1767.027	247.871	1774.595	1696.119	1765.235	1769.87	1725.112	1777.56	414.27	419.739	357.49	267.988	1777.446	1791.482	262.304	1774.739	430.511	1768.938	1777.102	413.367	1787.381	1761.22	279.155	268.308	289.605	459.591	1734.984	715.751	1712.58	1794.192	1793.873	413.84	1738.016	265.844	1785.772	381.322	486.746	1764.391	286.474	334.601	1788.835	1771.833	449.01	1749.103	1782.68	438.247	1789.196	1763.5	333.923	1781.424	464.942	464.701	1773.484	1751.045	1730.409	1758.022	1788.95	1743.303	317.981	385.801	1800.032	509.969	1747.549	1788.629	445.937	338.29	446.561	1808.018	304.855	1790.325	1790.441	410.087	467.555	1743.581	1725.814	1769.005	1780.471	404.051	385.121	1761.642	407.491	279.673	410.555	1799.154	1729.509	288.853	1722.337	315.78	333.792	408.514	1776.899	1759.115	1752.091	1795.88	391.298	1760.53	1766.57	1759.041	439.89	399.267	560.426	1788.6	1770.501	1728.654	1760.614	320.975	1776.578	1744.072	302.196	422.033	1766.837	513.635	1772.129	474.987	425.215	1773.782	1771.796	404.788	1767.907	1798.613	453.469	494.118	1792.628	1782.723	403.041	444.686	489.42	1713.664	1697.519	1777.878	1777.969	418.369	320.592	1667.038	1774.931	432.344	1757.577	1773.282	301.177	1796.222	467.685	1802.237	1786.833	1793.115	0.0	493.926	1784.625	351.045	1791.842	1765.759	1771.959	486.552	515.927	1764.165	438.739	1807.882	1734.971	359.696	1793.808	1707.385	337.113	1702.585	1788.687	448.101	395.308	417.361	1742.629	1744.03	1798.345	414.398	335.075	1813.166	447.475	1764.542	424.021	1779.712	351.578	1760.696	1811.766	407.887	458.04	1712.286	1820.124	351.388	
SHH_WT_models_highres31237.py	1721.812	520.273	489.102	1747.194	1681.273	1765.285	434.56	1713.943	1717.491	1726.933	1743.299	1754.615	1757.111	1765.111	1765.97	1761.022	1727.699	489.216	1743.928	1712.227	1761.91	1751.411	1723.405	1731.237	479.626	461.667	573.153	447.909	1726.967	1747.374	515.403	1756.866	434.148	1734.882	1747.687	427.266	1780.383	1754.759	507.682	516.455	495.131	451.222	1712.461	761.369	1715.735	1773.501	1757.995	535.902	1718.265	529.526	1756.068	368.802	267.169	1723.183	498.291	515.968	1742.44	1766.342	493.23	1711.641	1762.41	458.191	1743.113	1759.543	520.342	1774.283	450.055	487.208	1751.326	1708.012	1742.894	1751.753	1750.052	1724.909	477.547	487.447	1754.136	192.557	1735.741	1751.183	422.068	535.725	619.912	1759.084	452.865	1752.871	1759.265	422.184	522.413	1729.293	1728.753	1742.794	1749.086	404.862	573.903	1750.455	615.661	487.309	378.72	1743.956	1739.43	517.623	1725.561	495.46	530.268	386.823	1761.201	1735.384	1744.111	1780.781	378.206	1733.582	1786.003	1721.987	446.512	448.079	710.696	1737.493	1751.299	1715.416	1759.478	559.39	1754.671	1735.435	498.908	363.907	1739.711	652.366	1738.02	492.333	617.619	1733.668	1774.247	447.09	1748.706	1743.417	409.58	557.797	1753.361	1768.157	415.147	402.78	293.981	1674.383	1668.252	1747.015	1747.859	588.87	528.411	1636.13	1790.414	425.158	1729.773	1713.173	485.412	1783.46	495.125	1765.966	1737.044	1752.879	493.926	0.0	1742.807	507.075	1762.608	1735.425	1765.883	521.86	238.997	1739.38	370.721	1735.06	1751.732	549.531	1765.346	1703.253	483.093	1698.657	1756.246	464.084	552.843	410.072	1717.757	1722.845	1772.382	439.622	532.515	1755.573	492.992	1730.607	429.199	1758.266	518.758	1747.519	1751.847	426.146	430.719	1687.403	1776.571	560.501	
SHH_WT_models_highres13336.py	432.498	1745.452	1741.981	303.876	505.938	305.796	1715.385	385.867	398.767	420.519	506.976	347.579	371.566	255.995	300.176	307.216	425.369	1756.297	313.75	399.213	336.381	328.732	471.934	368.268	1722.85	1685.483	1728.121	1747.367	348.328	155.692	1736.583	354.283	1680.494	230.803	239.083	1723.671	310.556	428.149	1749.723	1732.722	1750.399	1654.033	395.538	1752.153	268.185	277.534	372.499	1702.408	485.641	1770.437	298.067	1715.016	1752.163	347.337	1742.052	1726.302	343.814	442.951	1687.929	402.263	432.883	1686.443	124.063	429.42	1692.104	355.138	1688.955	1673.36	423.289	460.556	381.408	357.977	318.689	371.488	1715.34	1684.501	213.274	1735.162	479.93	187.926	1690.131	1730.23	1663.697	492.034	1763.364	226.495	470.793	1722.083	1653.298	459.638	412.537	228.383	236.263	1718.186	1757.388	453.993	1716.748	1748.923	1714.955	164.819	373.649	1741.815	360.075	1732.791	1720.409	1705.114	443.74	428.902	435.932	428.025	1711.366	410.157	432.838	427.629	1687.948	1746.686	1765.623	92.537	324.026	513.166	432.551	1768.806	323.539	232.406	1716.855	1700.824	441.042	1743.434	167.397	1658.785	1782.377	289.732	384.286	1762.16	427.259	543.79	1701.974	1633.889	342.057	366.706	1732.642	1700.43	1739.179	569.99	453.961	490.831	348.205	1691.352	1750.384	537.731	440.103	1721.573	221.888	350.517	1746.736	318.445	1670.613	411.623	198.884	357.802	1784.625	1742.807	0.0	1713.966	312.383	202.807	322.065	1648.395	1737.172	449.956	1699.787	402.099	383.265	1729.307	327.082	498.334	1709.284	402.499	305.593	1728.742	1686.211	1712.883	394.28	295.961	324.335	1732.007	1751.086	403.994	1693.215	240.134	1725.157	208.942	1695.917	255.161	377.069	1698.568	1706.066	477.386	457.709	1729.247	
