	SHH_WT_models_highres25781.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres31596.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres92.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres18152.py	
SHH_WT_models_highres23829.py	1733.928	293.146	233.988	1730.641	1668.069	1744.782	404.73	1707.228	1711.033	1732.186	1769.827	1762.327	1742.862	1737.738	1740.761	1755.237	1738.158	329.458	1753.026	1666.864	1743.355	1743.817	1694.17	1749.492	405.827	474.559	376.026	310.276	1749.34	1758.764	328.621	1747.046	468.372	1729.813	1747.722	451.903	1755.12	1736.104	359.642	372.382	337.581	405.223	1703.275	750.656	1678.129	1762.788	1772.313	462.991	1709.497	299.364	1762.367	384.255	503.226	1733.509	0.0	355.294	1770.392	1744.681	441.883	1715.355	1757.249	483.507	1749.268	1729.577	334.541	1767.858	391.29	524.676	1739.24	1722.972	1696.603	1734.643	1761.061	1711.737	153.237	251.835	1770.615	500.602	1719.986	1754.035	495.133	441.025	507.613	1788.261	338.638	1748.317	1784.219	344.691	536.038	1714.703	1698.839	1737.512	1750.844	320.184	395.976	1735.389	419.481	309.238	326.152	1754.226	1693.988	228.286	1684.974	136.063	425.529	310.953	1741.714	1724.402	1725.358	1765.837	410.782	1725.923	1744.943	1743.808	469.953	
SHH_WT_models_highres30712.py	1701.872	266.885	243.974	1694.839	1641.003	1711.473	380.16	1675.255	1684.2	1702.708	1739.443	1734.994	1721.494	1706.753	1703.7	1732.651	1706.362	222.837	1727.112	1632.668	1720.068	1717.363	1669.695	1719.231	394.9	378.277	358.333	266.354	1722.396	1735.861	242.191	1709.208	374.634	1706.084	1719.405	371.758	1727.615	1713.358	233.276	253.731	255.715	419.277	1673.861	704.263	1652.619	1731.405	1738.172	392.789	1681.149	238.221	1739.222	379.221	476.332	1705.88	355.294	0.0	1742.872	1727.68	438.628	1687.829	1736.758	389.074	1728.336	1715.375	353.056	1744.057	371.124	405.777	1730.467	1686.646	1665.649	1702.512	1741.271	1690.128	326.971	365.211	1747.292	501.051	1700.036	1729.538	406.7	271.855	415.128	1761.641	233.241	1723.281	1760.909	390.033	414.807	1685.605	1661.482	1715.206	1728.025	416.693	350.914	1716.129	343.495	249.414	426.683	1736.039	1667.651	324.217	1662.04	364.622	330.784	447.874	1729.954	1703.503	1701.57	1733.238	373.242	1710.831	1723.135	1707.526	434.867	
SHH_WT_models_highres42035.py	268.31	1769.617	1771.583	399.865	388.046	409.975	1740.815	253.7	268.377	281.881	333.115	140.847	267.137	373.155	436.181	175.681	305.003	1781.494	178.822	499.851	232.885	430.744	397.353	149.935	1749.194	1717.319	1742.84	1770.618	212.579	362.13	1760.042	435.539	1710.24	390.847	359.94	1750.446	416.713	303.335	1786.094	1769.83	1770.569	1677.447	276.682	1781.683	413.698	389.833	435.546	1738.159	382.254	1788.432	185.107	1754.28	1739.611	255.766	1770.392	1742.872	0.0	324.891	1710.178	265.479	323.16	1714.73	366.595	379.079	1699.834	279.422	1714.85	1701.965	394.64	319.636	494.151	456.709	295.98	287.166	1748.572	1741.323	332.898	1732.555	374.819	335.132	1714.677	1764.672	1683.974	332.326	1775.381	403.679	311.418	1752.746	1680.676	359.472	510.935	366.913	359.078	1752.178	1768.999	357.611	1748.069	1777.415	1748.534	390.423	502.58	1776.142	489.191	1762.339	1742.586	1736.97	399.404	369.456	340.542	537.351	1750.752	365.233	341.784	500.84	1708.338	
SHH_WT_models_highres22556.py	242.952	1755.567	1750.19	396.501	315.455	354.366	1744.131	322.139	307.619	229.444	362.627	250.952	189.163	400.519	356.847	282.864	221.343	1777.723	258.8	482.848	247.555	404.804	287.701	349.664	1773.464	1732.982	1720.882	1758.857	253.538	411.62	1745.242	397.04	1725.13	392.504	425.808	1774.548	404.344	241.669	1773.799	1756.237	1761.356	1681.756	309.908	1817.078	454.027	374.552	414.455	1757.763	324.177	1765.865	327.354	1776.112	1762.907	291.196	1744.681	1727.68	324.891	0.0	1724.17	354.75	224.393	1737.518	424.236	262.684	1679.411	348.914	1727.162	1712.209	294.505	295.797	438.679	410.081	337.44	306.823	1729.417	1729.267	409.381	1753.481	312.499	453.463	1731.17	1752.992	1682.868	307.544	1763.519	369.507	325.408	1758.498	1695.119	296.089	516.865	476.828	449.029	1773.833	1744.99	230.32	1741.395	1775.033	1763.737	425.172	443.433	1754.419	380.874	1738.23	1727.287	1754.222	262.822	247.802	284.924	473.336	1768.974	264.137	270.856	511.06	1706.97	
SHH_WT_models_highres18887.py	1686.678	383.228	408.795	1666.184	1633.98	1688.343	243.54	1669.247	1661.331	1688.111	1718.602	1722.322	1720.428	1689.637	1686.166	1722.472	1702.666	428.271	1706.248	1608.237	1713.481	1680.8	1680.334	1688.833	227.955	279.225	446.793	462.825	1702.495	1696.735	409.924	1684.37	283.514	1681.125	1680.375	294.552	1701.344	1697.801	448.252	423.982	441.372	300.679	1661.932	617.774	1621.062	1693.687	1699.756	280.014	1681.48	430.529	1719.957	297.44	378.59	1693.13	441.883	438.628	1710.178	1724.17	0.0	1657.568	1729.221	265.4	1696.081	1724.091	452.503	1741.409	230.238	290.967	1729.742	1675.01	1642.919	1677.868	1711.276	1670.878	447.037	505.679	1701.738	486.879	1685.006	1681.532	286.091	455.858	492.045	1733.637	480.169	1700.509	1731.672	277.393	298.591	1677.472	1684.97	1673.849	1682.142	280.223	486.178	1719.561	452.238	461.233	335.163	1709.859	1646.267	406.098	1641.627	479.456	457.001	306.262	1731.83	1700.199	1697.147	1758.746	335.956	1705.21	1736.581	1659.363	330.196	
SHH_WT_models_highres5372.py	302.698	1710.334	1714.647	438.875	280.533	434.356	1686.962	225.068	124.401	331.703	411.351	270.389	338.884	434.693	428.106	281.435	317.988	1742.449	278.033	442.45	322.028	456.616	339.65	262.476	1704.768	1673.755	1687.282	1727.138	265.036	392.743	1701.606	441.849	1667.459	451.439	413.484	1712.653	459.661	324.94	1728.709	1709.354	1726.534	1631.973	214.67	1757.462	347.2	381.522	490.397	1690.174	347.492	1741.71	291.671	1724.603	1695.982	328.308	1715.355	1687.829	265.479	354.75	1657.568	0.0	352.496	1676.956	422.448	445.508	1644.344	333.886	1666.378	1651.411	448.159	341.164	423.656	477.488	366.594	233.623	1691.551	1689.728	393.05	1694.503	352.274	381.984	1673.753	1704.875	1624.279	391.436	1735.552	442.562	353.725	1700.427	1632.785	326.26	459.7	425.38	409.072	1710.534	1712.96	359.458	1688.611	1742.511	1707.499	453.057	441.265	1716.349	440.643	1707.734	1684.37	1693.05	453.296	420.48	365.785	538.029	1724.403	382.857	326.668	527.665	1668.398	
SHH_WT_models_highres31225.py	207.694	1763.237	1759.039	372.174	353.248	386.484	1746.366	325.347	331.288	182.414	329.598	295.544	271.145	418.434	365.522	292.882	185.25	1787.328	291.869	492.59	291.31	370.973	312.507	332.432	1771.636	1725.437	1732.437	1767.335	254.406	408.014	1752.473	362.43	1722.552	381.179	433.696	1772.518	369.221	309.0	1777.622	1758.756	1769.932	1685.279	351.556	1809.191	456.028	392.739	417.854	1754.033	325.778	1777.832	310.932	1772.615	1759.3	307.141	1757.249	1736.758	323.16	224.393	1729.221	352.496	0.0	1729.218	418.764	267.995	1689.306	291.543	1729.616	1708.61	290.312	234.194	429.229	417.51	348.884	332.099	1740.926	1739.462	418.536	1743.957	322.588	414.959	1727.171	1754.727	1680.349	279.706	1774.0	406.517	300.345	1761.723	1687.763	237.209	525.965	451.67	454.771	1774.066	1756.431	246.983	1743.523	1784.785	1769.466	433.31	427.283	1766.347	444.179	1751.121	1728.412	1758.153	265.193	253.793	254.508	465.74	1763.031	247.634	249.658	508.972	1712.016	
SHH_WT_models_highres46286.py	1690.576	382.402	411.625	1661.674	1648.14	1684.776	237.659	1679.44	1683.347	1691.804	1713.001	1729.598	1730.499	1690.495	1686.212	1735.896	1700.589	355.111	1714.681	1616.668	1729.075	1670.787	1692.783	1700.009	244.284	109.536	500.338	409.516	1704.56	1688.963	365.974	1673.024	128.452	1675.002	1672.744	209.255	1695.407	1720.994	358.812	355.329	378.111	369.405	1675.808	577.852	1633.449	1697.444	1681.627	235.97	1683.18	412.7	1733.258	257.178	370.77	1699.685	483.507	389.074	1714.73	1737.518	265.4	1676.956	1729.218	0.0	1689.872	1734.056	507.97	1743.918	275.13	157.166	1736.425	1673.516	1647.979	1669.201	1721.831	1689.701	486.094	516.866	1691.465	463.146	1699.07	1679.204	123.734	347.056	505.076	1727.978	420.784	1697.582	1728.161	326.274	182.917	1686.388	1680.202	1665.782	1676.507	324.234	496.401	1723.426	469.39	385.93	355.488	1702.61	1647.785	451.796	1651.49	524.52	416.273	367.603	1736.799	1703.529	1706.715	1748.83	239.638	1717.049	1749.192	1639.218	333.859	
SHH_WT_models_highres25678.py	426.294	1752.868	1748.92	282.127	501.158	279.413	1723.788	394.831	404.441	414.014	502.805	356.556	361.123	244.726	269.481	317.056	419.2	1755.464	320.956	384.945	336.204	312.38	463.026	387.691	1732.876	1689.926	1733.386	1745.954	361.005	145.685	1738.473	334.507	1685.22	188.581	237.365	1730.308	287.081	421.99	1751.023	1734.338	1747.469	1662.936	397.767	1753.402	278.555	259.968	354.954	1710.157	480.983	1775.79	316.266	1714.892	1760.595	360.061	1749.268	1728.336	366.595	424.236	1696.081	422.448	418.764	1689.872	0.0	417.479	1698.506	354.618	1697.578	1679.413	402.626	457.318	360.733	342.765	312.068	379.028	1723.805	1686.321	218.857	1735.042	462.34	213.578	1694.73	1728.767	1670.975	479.232	1761.997	193.061	457.827	1731.177	1660.649	436.58	405.618	236.671	252.426	1725.37	1762.66	436.677	1722.164	1745.562	1723.984	116.688	348.636	1748.136	334.045	1740.946	1721.007	1714.888	413.975	410.873	406.546	391.993	1709.689	389.669	419.082	413.968	1692.379	
SHH_WT_models_highres32733.py	336.866	1746.892	1736.457	433.497	423.487	424.608	1733.172	335.566	396.469	272.017	429.153	318.798	199.752	389.777	389.241	309.614	276.969	1767.441	306.701	516.727	254.919	441.978	267.339	411.776	1761.049	1728.647	1715.833	1742.997	309.652	445.103	1735.689	439.393	1717.482	363.007	468.014	1760.021	408.727	319.021	1761.301	1748.48	1747.406	1669.534	350.506	1810.391	475.764	456.089	461.584	1752.199	351.064	1757.177	322.121	1761.425	1756.584	287.286	1729.577	1715.375	379.079	262.684	1724.091	445.508	267.995	1734.056	417.479	0.0	1668.016	320.613	1715.321	1705.803	205.844	353.209	477.961	443.273	317.779	331.106	1712.432	1706.711	450.322	1745.75	358.787	466.646	1723.343	1748.412	1675.084	419.753	1746.065	378.046	446.069	1742.65	1692.37	377.792	533.367	501.509	491.655	1758.855	1732.8	278.322	1734.707	1760.975	1743.856	387.829	430.296	1746.365	411.457	1721.233	1714.702	1736.557	182.008	217.818	307.245	470.486	1756.935	246.509	336.794	541.478	1693.202	
SHH_WT_models_highres47034.py	1658.436	322.023	310.618	1662.023	1595.359	1679.245	385.074	1635.197	1640.602	1655.271	1694.841	1693.964	1679.063	1673.173	1671.981	1693.046	1663.211	381.007	1686.979	1610.999	1680.707	1677.931	1621.279	1676.863	447.655	477.825	304.408	366.314	1676.996	1703.553	365.704	1678.827	489.538	1672.209	1689.078	465.925	1690.586	1668.731	395.382	373.111	376.162	371.792	1632.792	761.755	1619.35	1695.051	1708.311	472.538	1635.343	368.652	1699.013	456.693	485.981	1663.72	334.541	353.056	1699.834	1679.411	452.503	1644.344	1689.306	507.97	1698.506	1668.016	0.0	1708.681	429.554	512.932	1684.029	1644.988	1637.1	1669.074	1703.187	1643.615	313.266	390.236	1713.111	534.459	1649.248	1698.126	506.286	438.903	398.946	1716.782	373.319	1690.523	1716.48	410.942	508.792	1641.726	1640.406	1685.167	1694.365	423.228	340.868	1669.288	402.68	401.043	423.062	1703.699	1632.758	343.068	1626.916	307.113	331.097	420.739	1686.431	1657.697	1657.509	1698.198	470.708	1663.603	1684.069	1693.02	416.765	
SHH_WT_models_highres8504.py	346.653	1782.318	1770.053	436.78	430.788	442.061	1760.517	269.545	327.876	335.427	429.852	273.778	278.178	414.827	419.214	215.87	304.825	1784.76	225.901	524.612	250.146	471.331	372.139	325.639	1776.803	1744.135	1753.058	1759.966	254.922	380.98	1763.902	439.272	1735.626	380.057	436.761	1779.238	442.914	362.045	1790.405	1778.437	1769.603	1694.689	310.718	1817.622	438.894	418.08	484.933	1769.745	368.128	1786.516	202.725	1774.533	1773.78	249.948	1767.858	1744.057	279.422	348.914	1741.409	333.886	291.543	1743.918	354.618	320.613	1708.681	0.0	1735.663	1722.884	303.417	366.115	464.587	502.721	219.159	284.698	1750.476	1739.893	409.669	1757.543	388.065	358.297	1741.497	1779.775	1704.253	387.14	1765.313	359.955	362.263	1765.739	1706.391	320.538	518.381	438.462	451.559	1776.611	1768.382	352.796	1761.741	1777.971	1774.118	345.477	477.023	1781.421	478.492	1760.164	1750.361	1761.148	312.406	301.18	300.043	516.382	1770.554	325.625	254.418	558.25	1729.522	
SHH_WT_models_highres47141.py	1694.662	375.084	355.425	1676.004	1643.543	1696.499	202.436	1668.087	1672.421	1693.269	1725.433	1724.336	1718.359	1692.103	1692.106	1724.503	1698.847	404.736	1706.92	1620.924	1714.413	1691.328	1674.86	1698.768	212.763	275.502	441.037	407.165	1701.716	1702.118	413.741	1689.696	264.74	1680.867	1688.943	242.621	1708.003	1710.99	424.66	416.741	406.961	219.374	1663.26	623.795	1629.573	1706.495	1706.731	294.726	1678.061	397.007	1721.469	252.061	349.84	1689.942	391.29	371.124	1714.85	1727.162	230.238	1666.378	1729.616	275.13	1697.578	1715.321	429.554	1735.663	0.0	308.412	1721.29	1676.604	1649.354	1687.067	1709.312	1675.159	378.035	417.576	1706.551	434.633	1692.779	1689.806	288.882	455.682	500.616	1744.493	421.35	1698.209	1740.537	197.061	329.253	1680.294	1685.666	1682.083	1691.333	194.899	465.006	1717.19	444.274	413.871	229.002	1705.784	1649.876	385.108	1647.418	412.751	450.846	234.983	1721.885	1692.463	1697.033	1757.565	275.905	1704.148	1731.763	1671.415	306.154	
SHH_WT_models_highres21540.py	1669.223	398.0	428.137	1642.465	1622.344	1666.751	255.706	1654.234	1656.803	1670.029	1700.733	1710.387	1703.763	1667.793	1658.663	1714.195	1677.049	393.877	1695.495	1591.891	1702.714	1658.383	1660.47	1678.483	281.415	166.525	513.93	442.897	1683.232	1682.421	398.338	1660.315	126.226	1663.67	1661.608	228.993	1678.584	1696.792	369.928	383.372	414.789	379.124	1649.094	590.543	1605.773	1676.486	1675.352	249.383	1658.145	441.374	1709.713	316.258	383.876	1675.825	524.676	405.777	1701.965	1712.209	290.967	1651.411	1708.61	157.166	1679.413	1705.803	512.932	1722.884	308.412	0.0	1714.555	1650.363	1626.433	1651.872	1704.42	1662.868	510.228	550.935	1686.35	495.94	1676.82	1671.284	125.322	352.342	466.545	1717.226	451.943	1683.223	1719.733	360.604	156.63	1663.046	1659.387	1661.565	1668.817	371.574	507.946	1696.807	489.683	433.85	387.313	1692.273	1626.346	486.059	1624.525	544.442	423.533	405.927	1714.534	1678.716	1683.651	1729.999	293.027	1685.321	1719.506	1632.672	333.436	
SHH_WT_models_highres13336.py	378.071	1764.774	1745.782	466.02	455.077	455.028	1745.816	383.255	401.606	338.963	466.409	344.56	251.452	442.672	418.981	293.252	337.17	1779.945	303.752	554.515	266.916	468.096	358.25	432.71	1775.101	1734.366	1732.236	1749.411	331.207	433.547	1749.814	471.52	1723.696	366.131	492.731	1773.999	439.16	339.876	1776.512	1765.146	1757.006	1673.297	394.456	1828.706	497.614	456.614	496.935	1765.044	392.631	1768.871	307.777	1756.061	1764.832	310.771	1739.24	1730.467	394.64	294.505	1729.742	448.159	290.312	1736.425	402.626	205.844	1684.029	303.417	1721.29	1714.555	0.0	406.308	481.382	493.983	268.318	319.066	1721.062	1702.295	471.747	1735.45	367.198	469.963	1728.638	1764.999	1694.355	414.432	1752.109	370.784	433.162	1750.47	1700.89	375.422	559.841	521.005	511.645	1760.48	1747.568	325.615	1750.668	1770.203	1749.052	353.973	461.601	1758.983	432.724	1728.862	1731.015	1737.963	171.43	238.417	313.253	485.477	1751.413	225.216	335.346	571.726	1703.398	
SHH_WT_models_highres1537.py	151.796	1714.969	1719.065	350.231	306.984	373.148	1691.699	300.597	328.324	181.672	328.088	288.959	324.539	395.829	377.237	338.413	204.652	1736.111	326.571	443.521	324.954	389.924	344.632	288.809	1714.024	1668.495	1686.567	1727.369	273.748	438.72	1699.648	366.363	1662.751	417.749	402.788	1712.715	362.027	328.944	1722.013	1699.289	1722.477	1632.318	361.991	1760.392	442.286	398.74	430.196	1695.785	369.17	1741.73	354.262	1720.682	1698.349	321.541	1722.972	1686.646	319.636	295.797	1675.01	341.164	234.194	1673.516	457.318	353.209	1644.988	366.115	1676.604	1650.363	406.308	0.0	450.541	382.51	438.233	378.57	1701.507	1698.171	415.199	1690.495	398.134	429.616	1668.818	1692.397	1623.892	323.508	1737.715	470.334	370.133	1712.701	1629.287	310.438	506.046	434.23	427.093	1723.23	1717.077	336.501	1690.212	1733.102	1717.911	487.747	460.349	1724.288	454.623	1716.328	1674.852	1708.604	376.094	359.968	359.47	502.654	1711.505	329.169	306.689	485.979	1653.252	
SHH_WT_models_highres17001.py	440.42	1693.662	1693.899	310.779	375.115	286.472	1667.153	404.052	394.468	428.26	499.815	481.418	465.262	335.673	257.929	469.644	447.759	1706.713	465.911	242.702	457.564	295.543	413.232	502.068	1687.697	1641.388	1674.619	1696.671	466.963	328.338	1672.044	246.343	1641.298	326.643	370.248	1694.485	298.668	433.227	1697.512	1671.48	1690.934	1614.994	404.876	1732.042	270.631	328.922	348.161	1661.818	401.226	1718.496	486.697	1693.701	1726.529	470.067	1696.603	1665.649	494.151	438.679	1642.919	423.656	429.229	1647.979	360.733	477.961	1637.1	464.587	1649.354	1626.433	481.382	450.541	0.0	328.143	487.94	390.22	1672.183	1659.251	385.179	1721.807	398.055	343.36	1652.571	1667.104	1619.417	476.527	1711.105	351.392	482.609	1684.16	1600.592	381.508	408.174	374.867	387.522	1695.591	1705.119	453.56	1669.674	1699.475	1695.139	390.287	190.53	1696.047	263.632	1692.637	1660.361	1683.2	480.73	437.718	412.243	431.086	1688.931	453.761	438.466	439.976	1642.154	
SHH_WT_models_highres92.py	377.09	1727.79	1731.92	179.792	431.646	165.534	1699.53	440.095	448.698	363.898	454.129	418.126	416.203	213.029	206.685	453.501	392.676	1732.591	446.369	253.963	432.017	182.868	435.007	446.671	1720.801	1661.093	1707.188	1723.598	415.829	283.272	1710.329	210.801	1661.298	272.092	220.807	1715.087	196.915	419.0	1725.628	1693.646	1726.216	1643.965	458.107	1745.365	298.494	250.93	258.518	1686.192	468.036	1755.538	478.677	1715.833	1751.704	446.071	1734.643	1702.512	456.709	410.081	1677.868	477.488	417.51	1669.201	342.765	443.273	1669.074	502.721	1687.067	1651.872	493.983	382.51	328.143	0.0	511.694	468.9	1708.264	1693.478	251.265	1745.893	476.201	330.256	1670.279	1689.645	1644.402	465.197	1739.407	355.728	495.252	1725.584	1623.109	481.521	412.453	293.608	249.267	1728.237	1741.597	430.491	1707.086	1727.891	1719.83	381.79	319.766	1729.151	278.971	1728.378	1686.191	1714.077	480.127	459.806	478.257	390.254	1705.26	440.336	469.257	330.647	1657.611	
SHH_WT_models_highres34081.py	396.709	1778.222	1766.911	457.54	476.262	447.831	1743.038	334.416	339.971	368.909	483.237	277.801	256.308	418.001	431.585	194.613	361.556	1790.485	199.43	538.484	225.353	485.34	406.622	353.575	1756.882	1722.746	1746.897	1762.025	292.459	356.19	1762.233	479.866	1713.354	349.222	432.491	1758.215	458.982	346.077	1785.284	1775.646	1770.234	1670.233	319.737	1804.056	438.222	415.387	497.716	1748.973	431.452	1788.127	194.045	1746.305	1756.576	276.208	1761.061	1741.271	295.98	337.44	1711.276	366.594	348.884	1721.831	312.068	317.779	1703.187	219.159	1709.312	1704.42	268.318	438.233	487.94	511.694	0.0	280.632	1737.493	1719.256	392.738	1734.468	393.982	371.158	1720.088	1773.436	1695.09	436.143	1766.533	304.898	402.85	1742.984	1689.943	379.428	538.18	440.069	439.862	1745.797	1768.231	375.855	1753.76	1778.923	1741.721	288.41	478.31	1776.12	446.065	1749.561	1743.378	1728.295	272.714	299.037	314.108	522.305	1742.908	326.527	340.956	550.998	1706.965	
SHH_WT_models_highres24271.py	347.113	1717.771	1714.391	448.203	319.539	428.908	1697.131	235.761	199.999	335.671	424.955	280.301	267.317	408.757	404.884	249.177	325.693	1741.563	245.868	453.379	236.09	453.146	300.07	336.224	1718.724	1686.053	1688.363	1720.46	264.24	378.071	1705.372	452.383	1677.142	393.685	426.995	1724.33	434.652	288.729	1732.064	1717.893	1724.109	1635.706	216.108	1774.689	360.167	392.108	467.515	1705.701	297.271	1736.303	249.238	1726.177	1714.002	282.672	1711.737	1690.128	287.166	306.823	1670.878	233.623	332.099	1689.701	379.028	331.106	1643.615	284.698	1675.159	1662.868	319.066	378.57	390.22	468.9	280.632	0.0	1689.107	1681.704	405.451	1707.787	285.245	386.519	1683.124	1715.767	1636.255	396.918	1726.45	374.02	373.208	1707.705	1648.137	335.663	463.276	449.732	432.95	1718.391	1714.628	337.213	1701.171	1737.994	1710.084	375.378	390.996	1720.835	383.828	1702.567	1685.476	1697.094	351.614	307.619	316.054	501.905	1728.081	298.223	318.662	530.9	1668.274	
SHH_WT_models_highres23265.py	1713.418	312.249	223.66	1706.253	1647.166	1718.948	400.428	1683.969	1688.065	1712.123	1749.479	1741.853	1725.905	1711.215	1712.47	1737.272	1717.443	348.786	1731.789	1641.284	1724.305	1721.089	1673.491	1727.205	428.379	466.308	385.487	282.901	1725.828	1732.804	352.007	1722.061	455.704	1704.76	1720.444	444.719	1732.527	1718.482	367.108	378.471	351.487	376.771	1679.696	748.212	1650.763	1734.351	1746.975	460.598	1688.577	330.036	1740.862	376.446	498.851	1709.961	153.237	326.971	1748.572	1729.417	447.037	1691.551	1740.926	486.094	1723.805	1712.432	313.266	1750.476	378.035	510.228	1721.062	1701.507	1672.183	1708.264	1737.493	1689.107	0.0	216.846	1743.325	486.237	1701.448	1730.68	484.547	438.332	491.616	1769.894	302.856	1721.511	1768.13	333.038	530.553	1695.123	1672.86	1715.108	1724.374	325.159	406.718	1720.921	445.38	336.198	301.702	1725.722	1669.449	252.335	1658.642	136.636	427.363	301.529	1724.828	1704.536	1706.797	1740.476	403.793	1705.973	1729.97	1721.35	463.057	
SHH_WT_models_highres26194.py	1713.163	403.04	283.632	1692.248	1650.06	1705.063	448.632	1681.715	1686.857	1712.57	1748.018	1737.808	1719.343	1697.88	1696.888	1729.319	1713.928	369.559	1722.678	1635.186	1718.248	1702.993	1673.535	1724.697	492.012	508.536	448.848	276.313	1716.956	1701.41	375.99	1705.483	493.148	1674.03	1700.807	496.637	1717.94	1719.393	404.565	426.691	336.677	405.628	1678.78	780.802	1638.091	1718.436	1725.585	516.531	1685.341	384.076	1728.606	374.55	550.125	1700.644	251.835	365.211	1741.323	1729.267	505.679	1689.728	1739.462	516.866	1686.321	1706.711	390.236	1739.893	417.576	550.935	1702.295	1698.171	1659.251	1693.478	1719.256	1681.704	216.846	0.0	1717.876	475.53	1698.501	1706.084	521.392	471.022	559.654	1765.928	317.347	1692.494	1764.615	380.659	574.73	1691.659	1654.333	1692.432	1703.574	362.562	455.219	1717.019	475.534	327.079	349.553	1684.521	1658.176	332.724	1644.594	249.429	459.004	346.648	1712.725	1695.077	1702.183	1715.455	404.778	1689.747	1727.256	1695.194	487.578	
