	SHH_WT_models38454.py	SHH_WT_models39215.py	SHH_WT_models3827.py	SHH_WT_models40786.py	SHH_WT_models10615.py	SHH_WT_models11746.py	SHH_WT_models357.py	SHH_WT_models12018.py	SHH_WT_models35923.py	SHH_WT_models1483.py	SHH_WT_models27725.py	SHH_WT_models22704.py	SHH_WT_models46610.py	SHH_WT_models25210.py	SHH_WT_models8890.py	SHH_WT_models21516.py	SHH_WT_models48773.py	SHH_WT_models491.py	SHH_WT_models1192.py	SHH_WT_models38276.py	SHH_WT_models49283.py	SHH_WT_models29668.py	SHH_WT_models2238.py	SHH_WT_models29348.py	SHH_WT_models37141.py	SHH_WT_models14847.py	SHH_WT_models30347.py	SHH_WT_models41853.py	SHH_WT_models7344.py	SHH_WT_models1588.py	SHH_WT_models22421.py	SHH_WT_models8764.py	SHH_WT_models39507.py	SHH_WT_models15435.py	SHH_WT_models41149.py	SHH_WT_models45309.py	SHH_WT_models11760.py	SHH_WT_models44296.py	SHH_WT_models47603.py	SHH_WT_models35629.py	SHH_WT_models44428.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models44981.py	SHH_WT_models37228.py	SHH_WT_models36833.py	SHH_WT_models2378.py	SHH_WT_models22582.py	SHH_WT_models34183.py	SHH_WT_models44943.py	SHH_WT_models28174.py	SHH_WT_models42616.py	SHH_WT_models6662.py	SHH_WT_models18902.py	SHH_WT_models26485.py	SHH_WT_models27908.py	SHH_WT_models40839.py	SHH_WT_models29459.py	SHH_WT_models17169.py	SHH_WT_models38759.py	SHH_WT_models19239.py	SHH_WT_models42278.py	SHH_WT_models15235.py	SHH_WT_models25278.py	SHH_WT_models9748.py	SHH_WT_models32436.py	SHH_WT_models37719.py	SHH_WT_models33732.py	SHH_WT_models34323.py	SHH_WT_models19436.py	SHH_WT_models34283.py	SHH_WT_models5070.py	SHH_WT_models17200.py	SHH_WT_models37605.py	SHH_WT_models7718.py	SHH_WT_models40490.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models30779.py	SHH_WT_models2347.py	SHH_WT_models15552.py	SHH_WT_models16149.py	SHH_WT_models10306.py	SHH_WT_models30402.py	SHH_WT_models13634.py	SHH_WT_models41778.py	SHH_WT_models29007.py	SHH_WT_models36378.py	SHH_WT_models31832.py	SHH_WT_models39112.py	SHH_WT_models24206.py	SHH_WT_models5307.py	SHH_WT_models12433.py	SHH_WT_models18377.py	SHH_WT_models12231.py	SHH_WT_models49537.py	SHH_WT_models9944.py	SHH_WT_models48341.py	SHH_WT_models25404.py	SHH_WT_models25325.py	SHH_WT_models8984.py	SHH_WT_models1789.py	SHH_WT_models6373.py	SHH_WT_models17583.py	SHH_WT_models47710.py	SHH_WT_models41859.py	SHH_WT_models21876.py	SHH_WT_models31879.py	SHH_WT_models22069.py	SHH_WT_models38869.py	SHH_WT_models21025.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models19903.py	SHH_WT_models7880.py	SHH_WT_models27167.py	SHH_WT_models32722.py	SHH_WT_models18570.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models29228.py	SHH_WT_models38655.py	SHH_WT_models717.py	SHH_WT_models8847.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models6070.py	SHH_WT_models5447.py	SHH_WT_models27032.py	SHH_WT_models1166.py	SHH_WT_models33698.py	SHH_WT_models49440.py	SHH_WT_models43041.py	SHH_WT_models43346.py	SHH_WT_models44997.py	SHH_WT_models32237.py	SHH_WT_models9283.py	SHH_WT_models49996.py	SHH_WT_models45114.py	SHH_WT_models7095.py	SHH_WT_models18557.py	SHH_WT_models11029.py	SHH_WT_models41538.py	SHH_WT_models13902.py	SHH_WT_models9585.py	SHH_WT_models27717.py	SHH_WT_models29730.py	SHH_WT_models45774.py	SHH_WT_models8077.py	SHH_WT_models40317.py	SHH_WT_models42102.py	SHH_WT_models7530.py	SHH_WT_models31195.py	SHH_WT_models10580.py	SHH_WT_models17316.py	SHH_WT_models40479.py	SHH_WT_models17085.py	SHH_WT_models28244.py	SHH_WT_models47890.py	SHH_WT_models14471.py	SHH_WT_models11050.py	SHH_WT_models32291.py	SHH_WT_models32644.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models32116.py	SHH_WT_models3886.py	SHH_WT_models11273.py	SHH_WT_models17399.py	SHH_WT_models4621.py	SHH_WT_models4070.py	SHH_WT_models34817.py	SHH_WT_models35309.py	SHH_WT_models41274.py	SHH_WT_models5926.py	SHH_WT_models35708.py	SHH_WT_models33622.py	SHH_WT_models9654.py	SHH_WT_models28611.py	SHH_WT_models23029.py	SHH_WT_models40865.py	SHH_WT_models40152.py	SHH_WT_models32950.py	SHH_WT_models13608.py	SHH_WT_models34664.py	SHH_WT_models2611.py	SHH_WT_models39351.py	SHH_WT_models34543.py	SHH_WT_models8846.py	SHH_WT_models37289.py	SHH_WT_models488.py	SHH_WT_models38204.py	SHH_WT_models571.py	SHH_WT_models34442.py	SHH_WT_models17286.py	SHH_WT_models9457.py	SHH_WT_models15986.py	SHH_WT_models28664.py	SHH_WT_models1811.py	SHH_WT_models30093.py	
SHH_WT_models41538.py	4126.778	3982.592	1257.814	1222.684	1062.092	4010.258	1134.543	4016.54	4144.408	4127.06	1318.799	4110.046	4001.314	4054.654	4089.398	3993.429	4150.594	1332.825	1517.879	4042.045	4065.619	4040.545	1376.504	4072.501	1206.303	4028.652	1251.993	1242.137	1308.171	1314.137	1401.421	1256.128	4061.31	1367.477	3922.93	1209.662	3997.733	1478.844	1338.679	1462.017	4034.275	4030.58	4041.338	3988.734	1330.416	4026.37	4095.305	4092.801	1387.696	4032.247	4168.462	1275.55	1356.892	1424.647	4022.707	4175.692	1397.477	4015.233	4119.638	1493.661	1291.587	4007.73	4000.825	1265.254	4052.043	1472.305	1400.742	1402.996	4029.775	1442.867	4024.554	4032.594	1289.247	4024.289	1399.86	1402.873	4016.182	4040.421	1429.683	3978.276	4081.511	1445.342	4136.13	839.303	997.977	4258.016	3971.296	1440.924	841.156	4252.683	1068.096	504.553	472.794	4232.108	4122.004	4332.765	798.744	4314.788	3995.219	4090.59	440.796	4291.662	756.226	763.968	795.188	441.158	4288.906	408.005	4320.597	4125.079	796.036	4315.842	4305.02	440.778	792.658	4283.381	615.856	4089.727	4092.318	4099.633	841.43	4346.715	4267.57	4156.785	4294.021	4276.601	4255.48	4085.646	767.315	765.945	4207.705	705.392	843.671	4288.95	802.702	4206.761	890.509	863.284	598.404	4141.489	508.143	857.714	0.0	4371.841	4246.69	759.299	4270.16	830.631	4285.268	4214.156	4111.762	4290.316	4024.752	647.472	723.05	4197.484	4358.683	497.769	738.002	4311.126	4311.842	784.131	826.785	4314.722	4301.916	4284.218	4165.163	4204.415	857.363	870.279	502.936	1014.384	4309.557	4303.542	778.553	812.035	4202.266	4428.486	4224.982	737.709	730.857	4251.531	4110.387	681.583	4329.821	4234.346	876.698	830.235	4277.791	4018.163	817.58	720.144	4171.301	4271.739	773.005	4114.237	751.096	871.665	759.967	594.226	
SHH_WT_models13902.py	1296.573	1422.39	4339.467	4248.914	4304.075	1357.616	4211.343	1252.432	1193.908	1225.621	4373.556	1225.185	1481.281	1450.553	1395.182	1476.442	1320.774	4235.411	4387.574	1405.232	1449.542	1276.683	4294.513	1406.271	4273.666	1389.596	4207.612	4240.819	4256.826	4212.189	4314.892	4234.072	1486.46	4373.524	1544.274	4293.685	1447.23	4299.707	4204.011	4295.803	1543.469	1472.572	1518.604	1518.322	4224.866	1501.566	1322.745	1387.498	4204.453	1526.652	1287.246	4249.964	4249.627	4273.714	1480.517	1338.031	4240.137	1417.918	1428.304	4296.788	4221.898	1515.268	1515.809	4097.405	1485.914	4254.825	4223.361	4255.113	1526.397	4209.117	1324.555	1511.318	4247.599	1573.438	4252.984	4241.633	1604.099	1589.01	4204.41	1604.625	869.852	4201.497	822.714	4488.116	4185.092	480.693	1585.871	4187.291	4456.595	1856.878	4467.54	4367.599	4364.279	493.599	752.327	444.913	4434.678	375.344	1618.658	888.814	4327.085	425.292	4477.979	4464.989	4460.061	4349.899	398.113	4367.391	366.072	807.985	4463.507	260.266	324.673	4354.636	4471.513	388.758	4294.566	963.264	794.567	879.665	4448.558	354.448	439.747	725.203	516.169	458.712	603.745	882.627	4485.515	4449.689	697.897	4464.056	4435.986	400.856	4451.284	702.66	4453.391	4467.108	4465.475	710.406	4364.601	4445.291	4371.841	0.0	458.122	4443.851	379.83	4472.571	435.953	600.215	817.747	345.428	988.649	4480.17	4486.878	611.483	385.938	4342.587	4465.22	391.389	305.91	4474.211	4460.181	337.13	363.473	477.363	736.106	592.706	4463.493	4455.726	4293.808	4478.757	338.418	337.575	4475.341	4453.204	605.854	472.291	576.138	4450.144	4460.815	469.959	887.106	4465.035	298.2	505.222	4434.399	4477.754	415.369	1029.005	4450.456	4459.93	600.673	498.336	4422.972	907.08	4435.295	4437.004	4463.723	4421.984	
SHH_WT_models9585.py	1260.731	1274.741	4211.544	4091.389	4213.93	1235.301	4107.745	1128.788	1190.887	1260.847	4326.092	1245.943	1325.377	1301.992	1268.525	1303.589	1245.695	4135.956	4419.506	1216.222	1298.728	1123.209	4183.992	1285.745	4147.477	1300.041	4095.391	4079.667	4139.648	4112.853	4208.03	4074.213	1318.67	4296.106	1324.979	4130.923	1296.69	4210.005	4084.33	4186.404	1372.864	1321.428	1341.086	1332.859	4105.718	1314.954	1270.968	1241.3	4076.701	1349.731	1236.208	4104.397	4150.981	4150.415	1283.374	1216.795	4106.845	1228.256	1306.3	4190.711	4101.047	1342.306	1333.994	3931.746	1344.037	4161.227	4117.669	4144.72	1332.658	4085.752	1133.634	1340.617	4164.584	1411.761	4107.868	4119.477	1409.413	1421.989	4082.09	1440.493	630.325	4061.563	700.487	4398.044	4006.422	233.621	1395.386	4060.162	4387.944	1896.456	4511.55	4215.438	4211.321	230.108	576.787	501.258	4357.546	425.064	1412.94	800.683	4190.245	339.934	4362.796	4334.743	4367.962	4213.331	272.173	4226.064	486.438	638.654	4397.976	289.69	263.091	4185.807	4415.079	267.12	4172.572	742.659	560.865	631.457	4314.423	526.582	307.468	479.564	424.193	455.264	415.838	728.176	4355.139	4314.818	344.534	4343.813	4268.817	272.786	4306.02	492.596	4367.607	4355.959	4346.924	457.408	4228.005	4274.014	4246.69	458.122	0.0	4313.605	210.622	4311.608	320.483	255.384	769.815	237.398	737.511	4386.46	4380.08	314.557	640.559	4153.561	4391.781	461.425	315.385	4457.641	4341.796	334.189	310.477	368.02	613.354	375.01	4360.055	4285.074	4109.409	4531.18	264.715	287.576	4318.081	4302.505	410.775	773.2	234.325	4300.179	4277.665	290.232	752.879	4354.731	332.081	359.71	4299.422	4360.391	309.781	843.012	4338.31	4350.255	388.426	243.295	4241.55	712.738	4293.809	4275.915	4335.449	4262.07	
SHH_WT_models27717.py	4227.419	4065.89	1307.405	1315.326	1175.342	4117.134	1177.286	4125.081	4232.485	4213.721	1407.9	4198.243	4100.205	4164.082	4192.105	4087.463	4247.161	1294.656	1449.213	4136.655	4163.949	4150.438	1308.403	4183.486	1171.341	4109.254	1301.383	1376.184	1297.654	1290.917	1289.336	1420.814	4167.291	1208.107	3999.805	1270.492	4082.712	1343.03	1368.682	1338.187	4143.244	4124.5	4133.762	4082.048	1376.504	4116.812	4187.945	4201.301	1398.324	4131.627	4264.6	1263.144	1370.628	1422.625	4111.304	4278.028	1404.357	4108.38	4217.785	1339.311	1342.613	4084.013	4088.105	1403.569	4145.283	1373.029	1345.131	1413.977	4122.933	1449.923	4122.382	4130.968	1209.645	4116.593	1347.278	1340.595	4110.236	4139.469	1433.196	4077.765	4154.435	1434.779	4223.394	420.798	1133.874	4322.785	4062.258	1430.234	381.644	4297.196	903.507	517.032	536.584	4285.786	4204.202	4407.748	433.695	4384.213	4087.569	4182.283	683.302	4353.26	317.78	297.695	335.003	671.444	4357.901	678.501	4391.118	4218.075	448.531	4397.172	4388.02	703.141	354.986	4356.43	823.078	4153.246	4167.975	4176.347	320.51	4408.727	4337.619	4234.986	4373.244	4345.529	4305.744	4182.509	404.927	285.286	4253.749	338.801	332.416	4361.019	385.371	4262.612	415.979	356.97	425.357	4220.989	537.329	338.489	759.299	4443.851	4313.605	0.0	4344.841	417.176	4366.525	4284.005	4205.057	4365.01	4090.322	472.709	351.572	4273.163	4418.297	706.673	302.151	4400.77	4374.332	518.303	315.227	4392.902	4377.986	4360.049	4269.231	4266.46	423.46	476.239	682.647	869.281	4380.219	4385.789	381.642	284.491	4276.564	4499.794	4288.011	261.568	382.519	4320.715	4198.429	342.531	4400.379	4311.926	376.539	433.785	4339.603	4104.588	289.881	263.031	4242.59	4345.17	370.609	4207.25	285.694	365.463	346.941	408.18	
SHH_WT_models29730.py	1247.918	1290.783	4236.425	4120.683	4230.373	1247.778	4122.334	1127.448	1143.105	1219.236	4335.794	1203.124	1345.964	1309.492	1256.361	1329.125	1220.736	4149.707	4411.884	1233.227	1298.535	1147.793	4199.47	1268.21	4167.529	1279.412	4109.015	4107.28	4155.484	4124.108	4223.371	4100.484	1315.742	4310.414	1360.028	4162.311	1288.431	4221.42	4098.277	4203.577	1379.953	1318.313	1342.967	1339.89	4122.752	1318.163	1233.521	1227.27	4093.198	1351.422	1203.439	4127.371	4163.447	4169.754	1291.622	1213.424	4126.001	1240.974	1285.817	4206.036	4116.438	1335.64	1331.46	3961.629	1346.258	4173.113	4131.984	4158.419	1336.355	4103.469	1158.965	1346.861	4173.271	1405.197	4131.206	4136.456	1412.7	1427.844	4096.863	1439.714	665.781	4081.718	720.376	4427.061	4038.247	238.026	1397.101	4075.539	4408.458	1875.742	4511.051	4243.775	4238.932	273.255	592.121	479.701	4378.924	378.184	1416.73	795.437	4212.977	316.585	4391.278	4364.717	4396.656	4236.847	210.048	4252.865	429.562	642.384	4420.623	252.109	255.969	4216.568	4436.857	257.657	4190.107	790.996	590.792	672.892	4346.219	458.97	255.432	541.289	445.971	429.988	452.47	748.544	4391.128	4345.61	402.076	4372.752	4303.861	192.712	4335.48	561.498	4390.961	4387.009	4374.822	470.797	4252.838	4309.779	4270.16	379.83	210.622	4344.841	0.0	4347.86	279.85	321.607	726.714	195.157	778.999	4411.285	4407.784	369.757	553.791	4187.246	4413.862	419.188	267.861	4468.979	4370.985	291.759	268.445	353.86	625.473	382.401	4389.481	4316.54	4142.028	4529.304	231.773	243.354	4354.351	4336.36	378.326	689.643	288.727	4331.483	4314.667	332.486	738.254	4383.589	301.703	333.924	4328.371	4388.026	243.126	875.597	4366.35	4379.044	384.179	276.615	4275.4	727.953	4324.174	4309.205	4363.956	4293.277	
SHH_WT_models45774.py	4224.896	4057.823	1249.433	1285.88	1197.72	4109.259	1247.864	4122.437	4244.564	4237.439	1591.849	4222.755	4080.765	4144.04	4189.918	4076.34	4252.59	1253.272	1574.624	4137.096	4154.962	4152.911	1224.322	4167.546	1184.991	4119.407	1283.736	1322.202	1272.737	1280.434	1229.552	1359.437	4155.462	1137.943	3983.501	1228.978	4078.563	1261.024	1313.752	1250.911	4120.526	4115.204	4125.113	4071.128	1274.074	4109.132	4200.758	4196.252	1318.201	4115.272	4274.997	1203.362	1282.857	1290.873	4102.611	4278.411	1292.58	4101.145	4211.901	1278.861	1309.026	4083.107	4079.422	1379.744	4150.32	1315.433	1332.363	1303.019	4112.617	1345.399	4108.7	4121.083	1203.387	4096.044	1262.05	1332.577	4087.862	4114.452	1340.012	4041.796	4151.726	1353.607	4234.031	511.906	1118.04	4321.296	4050.268	1362.665	456.421	4325.945	1042.101	678.197	642.525	4279.431	4206.174	4416.993	441.851	4405.703	4066.164	4190.327	778.87	4354.096	423.899	309.321	417.687	696.41	4362.07	678.125	4412.316	4229.892	383.642	4416.035	4399.387	692.189	473.746	4357.895	815.509	4143.403	4166.375	4184.009	330.621	4420.499	4337.52	4234.648	4384.869	4356.571	4295.949	4184.986	350.81	420.023	4237.958	419.424	359.953	4368.717	393.254	4255.55	449.853	353.821	544.136	4224.247	670.661	267.692	830.631	4472.571	4311.608	417.176	4347.86	0.0	4371.483	4275.249	4222.122	4367.519	4079.709	466.164	498.079	4273.221	4436.837	742.678	460.797	4404.209	4367.103	623.723	322.192	4405.753	4398.613	4366.882	4295.527	4275.56	256.965	338.489	702.915	977.674	4399.055	4388.409	546.04	339.924	4262.813	4523.166	4284.035	445.128	388.653	4310.395	4212.649	480.374	4412.781	4321.458	368.156	323.649	4335.982	4095.798	344.837	413.885	4249.056	4352.257	333.907	4218.674	383.932	305.277	522.252	525.424	
SHH_WT_models8077.py	1254.378	1292.043	4249.63	4136.878	4240.741	1270.116	4133.298	1144.411	1204.836	1207.432	4330.665	1181.365	1353.306	1332.894	1292.926	1304.33	1278.212	4163.352	4414.451	1256.541	1328.013	1143.956	4213.627	1317.151	4184.144	1234.082	4124.567	4125.48	4168.852	4137.114	4240.172	4120.879	1377.254	4325.248	1354.131	4182.567	1338.952	4236.292	4116.336	4217.757	1431.735	1360.582	1364.024	1386.599	4141.061	1355.594	1240.408	1273.481	4112.612	1395.027	1260.938	4148.362	4179.996	4188.01	1346.981	1280.124	4143.556	1301.553	1370.323	4224.575	4134.898	1339.181	1362.466	3980.057	1314.874	4187.935	4147.259	4176.526	1385.989	4122.198	1186.432	1347.35	4188.343	1443.211	4150.143	4148.871	1469.046	1487.252	4114.639	1502.714	665.875	4103.743	691.718	4441.712	4057.662	269.756	1397.563	4098.055	4424.674	1744.061	4510.563	4266.567	4260.938	374.692	603.802	383.395	4398.365	332.793	1437.621	779.004	4232.883	336.203	4408.59	4386.123	4414.364	4253.557	305.671	4271.382	377.989	622.685	4434.456	321.409	332.689	4240.774	4450.058	401.094	4209.766	800.153	606.262	634.233	4367.333	473.821	292.926	539.043	364.155	403.055	426.833	737.225	4416.739	4366.568	496.84	4394.42	4333.224	325.599	4356.502	564.386	4410.095	4406.696	4391.609	538.781	4267.613	4335.555	4285.268	435.953	320.483	4366.525	279.85	4371.483	0.0	374.603	737.697	320.956	784.046	4424.336	4423.01	431.027	566.621	4215.281	4428.965	454.419	382.77	4476.308	4393.084	242.358	341.592	295.716	616.046	423.082	4410.424	4345.818	4170.178	4529.88	345.462	367.826	4380.444	4358.484	424.202	674.788	385.884	4354.297	4339.263	433.875	692.326	4402.623	399.757	329.502	4351.149	4405.714	405.284	861.038	4390.63	4401.388	426.037	398.401	4306.986	660.785	4350.446	4336.25	4381.993	4315.193	
SHH_WT_models40317.py	1291.377	1229.099	4172.953	4054.991	4181.72	1211.576	4078.268	1104.654	1224.235	1255.378	4304.199	1238.163	1309.342	1280.235	1245.453	1269.872	1249.996	4105.05	4422.643	1152.224	1235.414	1094.665	4145.353	1273.393	4111.752	1260.002	4062.039	4037.444	4102.839	4081.092	4169.918	4040.984	1273.573	4265.049	1294.288	4089.711	1237.266	4176.404	4050.6	4151.762	1341.831	1254.354	1263.935	1263.127	4072.075	1235.732	1221.637	1216.175	4042.896	1284.874	1246.694	4064.76	4118.64	4115.859	1206.591	1215.058	4065.681	1182.74	1289.065	4154.27	4066.191	1260.117	1252.651	3897.741	1281.453	4130.271	4086.957	4108.094	1251.783	4053.441	1130.049	1276.401	4134.825	1371.825	4066.478	4081.406	1341.705	1382.693	4044.507	1416.247	568.05	4025.571	672.595	4365.167	3966.166	335.712	1325.879	4020.666	4357.758	1907.504	4510.362	4182.605	4176.261	363.997	538.798	579.555	4325.041	552.054	1337.567	722.246	4154.941	458.788	4328.089	4299.691	4336.217	4177.757	357.241	4190.503	596.292	537.763	4365.63	415.799	349.524	4145.93	4386.722	399.676	4137.634	726.117	453.699	548.622	4280.379	640.012	352.174	445.096	451.468	578.143	507.018	649.496	4321.677	4278.562	326.11	4310.601	4235.121	361.151	4269.516	529.351	4335.943	4321.99	4313.058	383.267	4192.034	4241.172	4214.156	600.215	255.384	4284.005	321.607	4275.249	374.603	0.0	699.182	346.495	650.814	4349.52	4346.417	192.256	760.686	4115.218	4363.058	498.302	474.642	4433.907	4308.123	455.874	417.844	373.577	569.491	371.097	4324.157	4250.922	4073.779	4533.983	394.655	379.633	4284.822	4270.081	417.823	860.967	245.0	4266.909	4241.961	419.11	628.717	4324.741	474.91	333.774	4264.283	4324.776	413.398	779.882	4306.26	4320.328	359.209	257.087	4209.064	596.304	4261.632	4243.908	4304.96	4229.139	
SHH_WT_models42102.py	1250.469	1168.038	4085.85	3988.415	4063.039	1146.499	3962.138	1048.253	1142.72	1071.439	4181.807	1043.44	1305.005	1284.054	1239.017	1281.027	1243.794	3991.747	4285.465	1174.218	1203.938	1118.091	4040.094	1284.737	4024.742	1151.407	3959.077	3975.132	4005.464	3963.909	4067.158	3984.855	1280.314	4155.512	1332.544	4036.728	1143.482	4058.794	3952.982	4054.57	1361.843	1206.166	1237.904	1220.802	3976.883	1215.344	1095.7	1238.838	3955.013	1276.893	1248.728	3993.081	4007.757	4024.154	1214.621	1307.705	3982.598	1204.188	1301.274	4052.078	3964.282	1218.757	1211.062	3846.118	1232.867	4014.117	3973.874	4004.765	1265.671	3963.131	1232.737	1254.593	4004.398	1348.069	4000.615	3984.485	1327.558	1385.43	3949.665	1417.592	594.576	3956.171	613.436	4280.37	3910.165	778.04	1302.126	3927.742	4256.134	1774.742	4400.73	4108.171	4102.107	803.69	557.293	853.035	4224.64	841.062	1344.362	394.776	4052.931	847.408	4240.998	4225.139	4251.264	4086.189	772.799	4101.255	821.364	371.815	4263.784	763.281	741.031	4079.808	4297.521	784.631	4022.731	828.51	478.049	600.602	4205.244	833.74	712.156	663.842	819.057	811.032	884.798	521.391	4264.089	4195.091	863.988	4233.96	4178.743	756.086	4182.622	863.084	4240.051	4247.434	4224.825	541.392	4092.807	4189.621	4111.762	817.747	769.815	4205.057	726.714	4222.122	737.697	699.182	0.0	750.493	688.017	4249.704	4258.905	666.95	876.876	4070.292	4261.601	706.565	823.473	4319.79	4232.975	792.97	801.169	752.735	492.804	719.167	4240.011	4196.414	4023.201	4427.377	811.75	741.452	4227.784	4206.834	758.871	971.413	775.578	4194.854	4194.534	851.34	398.563	4244.992	843.311	627.683	4177.52	4239.822	780.248	616.005	4222.98	4237.43	552.531	776.714	4162.024	511.921	4188.553	4187.724	4220.455	4159.14	
SHH_WT_models7530.py	1246.181	1292.08	4242.57	4124.105	4239.665	1263.691	4130.584	1148.142	1160.204	1218.326	4341.783	1198.086	1361.625	1323.139	1264.934	1337.085	1238.424	4154.213	4412.818	1244.985	1302.609	1162.594	4205.446	1288.753	4177.944	1290.524	4117.329	4112.535	4163.28	4130.284	4228.393	4105.836	1333.338	4313.651	1379.598	4170.613	1307.58	4226.335	4105.915	4206.205	1399.115	1326.643	1355.318	1352.579	4127.592	1339.567	1238.395	1255.318	4098.263	1369.68	1220.055	4137.524	4169.525	4174.374	1314.853	1221.782	4130.521	1258.595	1305.289	4210.675	4125.619	1346.278	1340.584	3965.165	1353.122	4176.612	4136.136	4165.646	1357.408	4107.084	1190.97	1358.422	4183.532	1422.548	4137.094	4142.83	1435.927	1441.913	4102.589	1457.096	703.617	4086.701	754.235	4442.984	4051.46	291.771	1407.716	4081.883	4423.046	1862.151	4506.698	4265.843	4261.763	295.375	631.827	446.853	4393.771	352.72	1432.961	810.248	4234.18	292.657	4410.693	4384.956	4413.538	4258.133	211.967	4274.431	394.385	683.715	4435.637	194.675	200.83	4238.1	4451.064	264.397	4208.572	835.759	632.459	702.862	4364.741	423.094	272.817	579.875	430.994	428.641	429.429	782.59	4411.918	4365.07	421.646	4392.751	4323.092	234.585	4352.603	576.493	4406.41	4406.688	4394.88	531.986	4274.375	4329.695	4290.316	345.428	237.398	4365.01	195.157	4367.519	320.956	346.495	750.493	0.0	817.823	4427.939	4425.412	397.689	519.982	4208.822	4429.22	368.115	273.211	4475.504	4391.772	255.904	261.103	319.356	659.242	427.118	4407.755	4339.053	4164.546	4522.812	220.358	242.703	4374.305	4355.623	407.036	639.042	338.862	4352.27	4334.352	345.047	760.671	4403.976	292.654	375.089	4347.037	4406.553	276.052	909.674	4386.935	4399.183	446.547	277.385	4297.507	764.868	4345.701	4331.594	4383.436	4315.063	
SHH_WT_models31195.py	1242.107	1058.654	3973.882	3855.358	4008.663	1036.956	3917.923	1032.55	1336.92	1327.458	4192.439	1322.895	1112.123	1145.343	1321.697	1053.479	1356.599	3936.964	4351.055	1162.323	1283.203	1009.337	3966.776	1281.617	3941.197	1258.163	3899.647	3842.877	3936.56	3926.437	3990.37	3843.835	1315.433	4095.687	1072.717	3892.147	1255.319	4009.888	3879.623	3977.656	1254.531	1284.186	1298.179	1253.827	3896.873	1260.956	1312.452	1280.145	3865.182	1301.799	1389.517	3881.705	3952.598	3926.535	1213.962	1339.69	3884.256	1199.213	1396.472	3980.204	3896.374	1278.457	1252.083	3707.167	1299.656	3965.502	3918.434	3940.396	1285.681	3871.639	1036.659	1301.391	3973.945	1412.039	3891.707	3913.981	1353.72	1386.007	3860.265	1336.809	258.973	3848.951	421.679	4171.142	3764.331	742.312	1275.042	3847.283	4163.152	1877.169	4372.839	4000.745	3992.755	772.331	365.753	869.042	4129.251	917.065	1356.979	519.861	3971.839	886.79	4131.818	4105.06	4141.23	4002.348	813.527	4004.689	933.672	620.446	4169.842	842.371	812.883	3948.894	4199.387	837.731	3956.499	317.261	418.074	480.164	4089.295	955.951	778.482	384.707	731.123	850.111	838.173	397.474	4118.96	4080.427	754.961	4118.835	4035.228	847.25	4068.122	545.492	4143.137	4128.59	4127.012	512.534	4009.552	4042.589	4024.752	988.649	737.511	4090.322	778.999	4079.709	784.046	650.814	688.017	817.823	0.0	4160.426	4157.082	615.966	1064.066	3917.515	4176.883	865.042	852.615	4265.743	4116.301	838.624	849.163	783.685	632.241	683.728	4129.232	4051.23	3874.449	4411.123	868.59	827.188	4086.577	4079.451	809.7	1167.897	723.395	4073.597	4045.899	707.959	641.156	4132.153	859.358	679.434	4064.75	4131.441	875.509	410.837	4108.642	4127.672	612.166	789.48	4010.96	586.265	4066.463	4050.754	4116.079	4038.419	
