	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models39401.py	965.879	2263.949	577.196	962.582	545.881	2197.553	930.175	547.619	615.907	351.685	2179.891	354.68	424.597	2304.941	2182.774	2224.354	2239.324	2220.334	2172.106	2215.852	423.456	2240.15	2203.523	2225.901	304.871	625.32	2164.872	297.18	2189.006	2163.052	227.574	2224.405	411.27	852.287	2198.704	515.612	2243.937	2178.49	2165.248	727.889	877.476	2189.164	2236.379	2167.577	625.456	2144.373	524.728	491.655	493.59	285.069	2191.276	477.657	575.011	2195.198	576.68	607.5	2197.212	866.009	2188.57	686.476	2162.042	2223.683	507.892	236.612	2193.142	848.84	294.056	361.125	2177.754	376.137	594.885	2161.2	520.946	2248.594	591.091	470.466	2166.653	2191.491	2233.047	2188.075	2258.167	2239.237	286.525	2230.989	2168.597	253.372	318.534	2275.025	2256.221	392.638	2269.658	2186.369	667.943	2228.462	1055.278	583.964	2172.031	2192.803	2166.354	2241.958	2188.067	491.827	640.719	2169.583	2233.216	546.871	2197.946	324.187	603.069	2251.239	2198.973	1045.085	2192.702	2178.789	741.547	827.811	515.66	2182.184	699.683	808.667	2203.532	2219.894	475.259	2232.18	2150.118	614.269	212.095	2154.907	2193.937	900.693	660.477	599.058	409.571	992.973	143.549	2230.826	565.921	2199.546	2189.681	656.759	511.343	585.385	401.06	2209.676	2236.208	637.71	2202.027	841.661	610.074	2225.636	2194.295	901.931	641.223	348.176	2178.413	2136.211	393.092	502.441	751.043	2289.934	187.115	2170.512	403.593	2237.507	518.821	418.395	547.042	348.236	987.462	0.0	2200.639	2236.758	2238.867	664.569	540.174	2205.656	2169.975	2190.324	2146.104	2238.239	712.198	589.057	2177.682	619.576	2172.418	865.617	525.214	363.757	781.109	2125.834	1103.72	2182.627	583.17	471.667	594.885	741.099	384.462	453.162	2149.668	2157.888	
Six_mouse_models21704.py	2208.436	618.379	2303.045	2230.469	2310.289	899.896	2225.268	2254.967	2340.992	2270.566	846.471	2270.421	2284.617	577.218	886.812	924.107	906.395	561.764	837.492	931.834	2264.897	917.518	817.016	918.068	2255.036	2248.409	851.852	2246.209	820.964	851.554	2243.867	621.943	2243.717	2205.407	862.622	2300.481	560.293	835.129	861.889	2340.646	2195.807	814.195	901.373	833.469	2246.312	858.474	2312.727	2298.139	2266.381	2241.046	906.226	2296.35	2228.321	875.34	2200.936	2328.134	533.828	2190.219	826.051	2337.253	837.778	541.852	2290.086	2238.132	841.037	2162.603	2244.367	2286.822	836.062	2256.569	2231.281	892.405	2281.304	975.906	2318.806	2274.835	819.358	942.455	851.716	829.497	980.044	955.511	2220.869	955.145	830.405	2209.282	2232.097	961.464	973.096	2246.961	995.75	786.579	2325.244	893.429	2267.297	2189.165	698.497	956.116	840.554	904.695	877.233	2295.336	2312.351	861.71	637.61	2223.764	855.461	2219.832	2309.883	1003.946	931.589	2238.118	860.575	830.529	2346.407	2217.904	2294.402	892.197	2355.929	2203.143	866.9	943.342	2206.637	720.748	834.067	2327.043	2202.063	865.417	885.286	2176.672	2317.637	2328.112	2245.001	2222.584	2216.564	910.37	2282.02	526.136	878.505	2315.805	2266.908	2170.209	2231.756	833.679	925.465	2307.349	928.771	2223.684	2291.883	920.309	861.265	2168.891	2232.742	2243.387	929.605	851.9	2241.714	2272.217	2288.628	977.889	2201.689	868.882	2236.428	952.984	2283.836	2249.671	2288.182	2217.264	2250.291	2200.639	0.0	962.024	680.862	2355.445	2212.038	500.21	932.109	962.269	862.197	953.202	2275.1	2281.824	913.338	2194.485	852.191	2245.773	2275.877	2228.304	2189.573	839.598	2233.224	873.712	2280.037	2276.407	2294.509	2268.728	2246.29	2271.301	857.277	938.174	
Six_mouse_models8585.py	2352.975	868.778	2258.114	2352.535	2277.702	489.402	2399.23	2299.66	2268.107	2265.492	437.162	2270.404	2260.99	960.782	529.663	450.346	596.443	1016.766	481.826	400.441	2269.261	501.674	624.55	453.36	2268.833	2302.533	491.286	2272.379	592.924	498.957	2260.059	988.6	2253.687	2359.111	543.826	2281.93	861.129	491.797	488.65	2245.032	2340.759	660.054	652.701	652.31	2281.601	499.157	2269.251	2260.897	2284.193	2264.407	473.388	2286.976	2287.654	543.345	2275.161	2268.814	1064.958	2347.514	648.707	2253.931	441.264	976.072	2279.142	2257.584	602.938	2303.696	2263.653	2284.839	539.777	2279.305	2282.584	488.515	2268.191	445.759	2279.825	2258.173	632.428	207.558	600.663	516.889	273.646	313.827	2248.144	284.921	647.334	2248.24	2248.458	541.287	287.225	2277.813	276.236	542.715	2258.269	465.172	2346.781	2268.625	923.561	219.067	505.801	404.075	505.643	2268.818	2267.857	554.749	988.041	2308.113	547.66	2216.634	2244.0	375.246	276.694	2329.209	546.324	542.082	2242.597	2378.582	2256.467	545.489	2271.563	2281.19	463.394	504.149	2266.291	934.648	503.149	2239.718	2236.593	497.157	457.634	2308.156	2247.083	2274.758	2258.979	2332.549	2236.776	531.221	2214.544	1032.426	643.423	2254.661	2230.481	2240.922	2261.623	608.768	539.598	2268.982	490.206	2336.856	2242.761	254.475	553.827	2309.777	2305.268	2278.874	314.017	577.785	2290.283	2251.296	2296.86	346.118	2231.466	539.611	2280.421	344.78	2253.131	2246.858	2279.901	2222.108	2339.087	2236.758	962.024	0.0	954.117	2262.825	2285.471	1045.324	294.442	280.815	544.201	208.029	2287.583	2246.417	532.804	2274.601	546.477	2317.837	2225.955	2276.395	2252.919	585.118	2317.432	515.696	2248.694	2250.71	2247.515	2295.072	2261.168	2232.469	714.742	317.591	
Six_mouse_models33993.py	2253.545	675.219	2343.509	2269.281	2342.126	1060.629	2282.875	2268.209	2384.318	2311.173	1016.632	2319.342	2313.756	588.801	1053.27	1010.281	1005.862	569.065	984.559	1007.495	2308.433	983.298	902.31	989.079	2289.717	2271.008	987.156	2289.033	920.68	1006.947	2281.14	770.524	2279.825	2255.18	993.355	2331.964	632.372	994.497	1026.981	2376.835	2238.083	886.409	964.94	860.749	2249.759	1010.573	2356.32	2365.507	2309.287	2278.467	986.323	2350.872	2246.432	1006.033	2205.583	2314.62	547.684	2242.86	885.36	2333.889	984.294	660.589	2331.57	2288.179	893.409	2202.95	2288.167	2339.76	944.103	2308.914	2241.609	1027.929	2341.071	1077.958	2293.676	2319.126	880.048	939.855	889.169	962.483	923.711	918.338	2249.836	942.955	870.018	2251.447	2260.57	842.322	960.684	2297.493	970.855	951.984	2368.963	983.403	2246.715	2192.453	707.932	939.158	975.442	996.319	1016.063	2274.729	2370.015	980.825	762.653	2232.121	985.999	2273.634	2308.356	934.045	917.963	2223.251	972.054	967.065	2356.538	2284.224	2276.757	965.234	2351.016	2243.415	927.565	807.907	2226.647	296.203	999.841	2325.502	2254.853	981.381	990.292	2233.617	2305.307	2388.652	2285.353	2279.833	2255.797	1030.557	2285.262	672.271	881.055	2310.011	2255.356	2174.393	2278.825	949.729	832.275	2354.492	839.012	2278.314	2282.721	901.367	1009.322	2205.767	2243.93	2279.711	926.128	1021.197	2277.709	2259.797	2242.247	911.74	2243.131	987.003	2275.071	951.179	2278.992	2290.77	2261.877	2258.607	2231.027	2238.867	680.862	954.117	0.0	2338.145	2209.484	607.31	964.978	979.503	1007.352	947.557	2232.813	2279.989	794.023	2217.26	990.629	2289.558	2259.992	2274.394	2222.786	996.893	2211.551	999.491	2267.074	2263.435	2282.896	2215.227	2267.161	2261.716	886.765	930.255	
Six_mouse_models16182.py	1009.515	2387.941	392.941	1019.457	452.364	2254.704	986.313	618.788	372.209	458.176	2257.014	499.192	457.099	2441.92	2244.576	2259.475	2260.333	2367.965	2263.879	2258.814	517.894	2261.74	2283.725	2277.627	478.543	620.657	2264.695	505.876	2289.78	2228.759	525.4	2370.627	481.902	1020.294	2272.235	460.547	2372.376	2272.204	2231.182	481.443	1073.385	2268.278	2295.886	2275.212	590.707	2248.647	404.391	497.723	475.862	535.883	2239.493	476.755	646.458	2259.263	666.809	307.988	2344.914	941.76	2281.737	242.264	2259.269	2370.463	500.867	566.427	2282.229	1028.377	527.429	480.853	2271.86	532.164	598.332	2225.912	496.001	2252.938	294.184	468.837	2269.34	2217.55	2334.808	2271.064	2255.843	2238.464	591.569	2243.333	2272.48	576.154	480.305	2287.819	2260.294	540.034	2244.659	2267.731	506.387	2278.25	974.167	700.103	2279.075	2225.296	2275.483	2280.884	2283.524	399.357	464.994	2273.581	2348.26	631.494	2284.298	583.085	344.829	2250.743	2242.173	950.35	2278.142	2275.657	300.568	1026.307	333.672	2258.72	210.128	903.473	2267.352	2264.543	691.055	2325.557	2244.144	255.941	610.895	2236.957	2269.729	1101.557	284.685	559.062	594.84	896.068	629.675	2287.482	239.155	2337.711	2275.976	279.35	299.996	730.986	610.392	2261.984	2279.182	522.686	2251.046	851.273	247.021	2264.189	2288.709	1087.854	670.196	527.382	2218.406	2226.955	568.178	331.155	533.884	2281.554	638.994	2259.922	571.835	2251.75	371.677	518.346	432.192	518.252	955.421	664.569	2355.445	2262.825	2338.145	0.0	707.895	2355.127	2203.511	2226.258	2236.014	2274.076	520.426	365.925	2237.175	763.496	2284.015	918.384	316.661	589.683	948.505	2226.474	965.88	2283.134	287.363	348.781	359.704	564.566	513.832	397.323	2235.425	2210.474	
Six_mouse_models39436.py	828.097	2308.885	633.719	835.463	581.152	2262.29	860.594	376.923	627.69	527.475	2222.034	552.348	543.25	2294.745	2234.042	2272.851	2271.406	2214.858	2215.562	2267.543	546.122	2265.56	2156.712	2271.868	522.15	362.21	2212.966	518.545	2163.053	2198.991	487.749	2223.193	508.541	758.33	2223.781	592.211	2280.712	2221.838	2198.477	697.907	784.502	2138.765	2203.075	2135.277	339.703	2195.756	619.273	607.45	547.092	478.074	2208.334	585.082	317.636	2255.212	181.939	659.149	2166.861	845.015	2143.933	699.942	2199.898	2218.89	578.329	534.768	2146.71	761.508	539.827	572.218	2195.486	553.427	309.733	2206.495	609.87	2302.743	612.997	574.474	2135.527	2230.715	2205.572	2185.625	2288.121	2254.16	468.259	2261.483	2133.49	500.545	524.942	2231.379	2293.595	538.048	2305.361	2191.694	716.414	2268.419	931.959	238.36	2132.797	2229.444	2211.37	2260.094	2239.04	637.805	639.977	2217.899	2220.849	265.808	2235.169	591.928	706.132	2285.956	2242.38	873.55	2219.858	2211.038	762.203	814.16	607.376	2208.885	716.862	659.319	2192.865	2186.442	325.176	2219.505	2196.522	722.313	559.538	2193.266	2234.823	826.978	691.194	681.925	481.061	982.421	523.059	2281.913	660.119	2196.927	2151.309	655.918	634.884	222.561	552.004	2215.411	2199.711	705.033	2181.07	804.697	669.259	2249.395	2243.83	786.904	279.848	543.24	2207.679	2180.619	517.109	639.022	486.484	2309.658	515.465	2203.315	498.168	2269.648	682.201	532.728	600.637	535.528	865.134	540.174	2212.038	2285.471	2209.484	707.895	0.0	2197.433	2217.787	2243.254	2173.603	2276.659	509.294	662.085	2150.378	323.07	2223.428	708.962	643.889	525.113	643.584	2166.156	931.095	2235.492	660.852	636.898	670.365	499.546	504.379	667.064	2111.551	2193.173	
Six_mouse_models48847.py	2220.34	630.097	2326.274	2237.217	2326.273	1019.427	2247.137	2249.833	2374.391	2281.393	944.851	2288.528	2298.699	521.512	973.874	1026.714	1018.721	592.716	929.477	1046.293	2279.603	1022.834	862.098	1003.487	2257.859	2254.779	904.472	2259.259	848.227	944.143	2253.767	505.759	2260.412	2214.889	928.699	2319.946	579.358	891.27	954.847	2380.185	2192.667	834.024	984.426	835.992	2231.336	908.285	2331.654	2332.863	2291.359	2254.163	971.747	2317.485	2229.839	975.713	2188.482	2344.735	256.471	2204.387	836.839	2366.671	908.486	449.136	2314.43	2253.407	860.951	2160.784	2252.883	2302.952	865.485	2275.68	2232.549	979.935	2304.132	1097.286	2331.159	2300.712	835.846	1016.813	901.894	867.024	1080.675	1063.636	2232.619	1045.676	852.297	2221.659	2238.833	1010.322	1059.985	2268.53	1117.779	850.507	2358.691	995.761	2274.713	2186.055	706.683	1027.911	884.451	986.672	948.515	2297.638	2353.396	923.076	509.978	2214.628	929.327	2238.543	2316.203	1109.695	992.403	2259.115	895.205	865.353	2384.568	2241.051	2303.205	944.013	2382.317	2207.263	952.884	992.371	2204.261	684.718	910.017	2346.325	2213.966	897.884	973.061	2186.942	2339.103	2350.966	2268.398	2261.754	2225.562	1008.237	2295.029	264.558	916.534	2337.75	2262.678	2163.595	2244.101	944.679	973.681	2335.355	954.432	2249.708	2296.02	980.155	935.449	2163.639	2219.756	2250.521	1019.203	869.035	2248.804	2272.533	2271.705	1050.265	2216.096	912.828	2255.99	1035.386	2290.131	2272.873	2282.181	2235.666	2250.116	2205.656	500.21	1045.324	607.31	2355.127	2197.433	0.0	1031.043	1054.229	896.445	1024.637	2259.735	2297.745	930.651	2184.781	904.673	2257.61	2281.705	2235.013	2182.128	854.774	2248.758	970.836	2287.791	2270.932	2313.134	2246.388	2250.567	2271.129	844.744	968.305	
Six_mouse_models21597.py	2317.783	857.584	2216.215	2319.471	2236.852	420.359	2362.877	2240.776	2239.65	2192.214	408.362	2212.975	2195.135	963.685	434.397	472.526	505.025	992.037	470.441	383.767	2209.009	493.746	593.927	496.706	2194.759	2234.262	479.578	2207.898	594.796	394.505	2191.077	967.27	2178.83	2317.322	520.2	2237.743	846.107	493.581	419.359	2235.767	2308.889	629.615	632.895	666.72	2212.382	459.487	2213.861	2201.046	2224.048	2196.049	423.627	2249.434	2217.521	427.545	2202.7	2216.949	1043.029	2304.535	628.278	2207.353	429.889	952.995	2235.65	2189.406	589.684	2264.531	2194.487	2226.31	496.125	2219.084	2213.7	409.664	2209.745	473.398	2215.161	2186.732	617.617	231.816	624.305	483.541	356.228	315.874	2170.604	320.859	652.58	2176.872	2178.637	577.961	400.205	2223.534	370.71	476.582	2240.953	511.024	2330.993	2199.455	870.731	244.955	499.221	423.602	536.375	2211.491	2218.599	542.297	957.369	2240.548	541.744	2141.923	2202.668	408.233	339.74	2303.609	533.897	554.707	2207.866	2336.786	2193.244	512.314	2215.646	2232.431	458.728	565.02	2193.77	941.926	432.265	2182.927	2170.995	493.529	446.486	2272.973	2198.883	2222.105	2188.491	2311.299	2168.206	554.299	2157.836	1014.571	648.875	2206.076	2176.805	2167.681	2187.845	538.056	548.461	2254.737	565.872	2294.525	2189.999	390.242	567.734	2275.862	2234.839	2207.151	268.784	546.399	2226.039	2192.03	2248.392	483.127	2158.685	496.757	2210.535	414.848	2197.474	2168.825	2225.122	2147.944	2323.003	2169.975	932.109	294.442	964.978	2203.511	2217.787	1031.043	0.0	223.936	505.833	398.121	2234.106	2202.129	590.409	2204.961	545.664	2269.583	2160.196	2202.981	2207.221	560.054	2299.172	531.239	2186.938	2196.728	2196.504	2243.45	2183.728	2177.143	700.723	392.263	
Six_mouse_models30079.py	2313.129	842.808	2230.146	2313.693	2246.165	419.575	2360.192	2254.014	2255.084	2215.005	432.792	2228.608	2215.798	956.211	454.008	396.435	500.334	998.402	454.365	351.461	2223.912	463.843	604.846	414.399	2216.728	2255.724	463.373	2226.63	590.873	443.633	2212.201	984.843	2207.82	2323.195	509.191	2248.337	860.296	457.911	438.489	2243.745	2306.58	627.196	608.474	654.068	2230.381	492.764	2231.351	2219.345	2250.318	2218.757	418.815	2259.589	2239.924	484.343	2224.697	2233.252	1075.595	2309.491	643.932	2226.022	456.029	985.206	2250.706	2210.087	594.952	2268.785	2211.862	2237.352	533.614	2237.837	2236.761	404.957	2231.335	414.043	2242.527	2213.368	625.168	284.023	592.988	514.307	360.266	303.58	2201.325	312.32	664.929	2198.825	2199.327	547.511	334.661	2238.626	324.245	534.933	2241.646	440.32	2324.621	2222.156	906.198	303.836	494.037	381.896	484.979	2226.882	2247.041	515.667	980.252	2259.037	492.416	2164.925	2210.008	374.885	327.129	2308.677	544.817	520.775	2222.466	2345.134	2222.007	520.79	2237.862	2236.215	452.391	546.906	2217.739	946.291	505.911	2202.357	2188.361	475.863	393.666	2272.613	2216.955	2233.928	2210.966	2316.522	2191.549	479.085	2180.645	1038.2	631.28	2229.899	2193.784	2191.731	2213.1	552.942	504.185	2260.25	544.289	2301.63	2210.392	393.586	520.234	2277.379	2256.857	2227.854	299.876	549.643	2246.059	2211.246	2265.467	417.045	2185.798	530.859	2242.199	382.853	2214.919	2205.521	2237.282	2175.905	2319.904	2190.324	962.269	280.815	979.503	2226.258	2243.254	1054.229	223.936	0.0	561.608	355.467	2249.064	2221.153	595.565	2229.672	510.92	2275.168	2186.947	2226.003	2210.594	574.73	2302.806	493.933	2212.35	2211.552	2216.226	2256.096	2213.848	2195.25	701.83	420.477	
Six_mouse_models14974.py	2261.111	903.361	2212.595	2261.148	2234.456	514.191	2301.104	2216.399	2237.124	2174.492	334.48	2193.148	2171.485	916.832	455.468	565.221	648.325	1005.106	348.655	500.514	2200.013	540.346	505.255	537.383	2175.754	2213.385	300.451	2180.205	487.209	329.478	2163.946	839.595	2155.576	2255.035	406.565	2226.623	822.043	362.423	359.255	2240.019	2243.868	502.235	678.225	521.183	2191.452	201.5	2204.748	2185.97	2197.536	2161.858	426.562	2235.55	2193.606	489.95	2170.62	2246.163	885.537	2245.003	445.536	2249.359	248.567	789.495	2210.59	2167.47	458.315	2208.178	2172.509	2205.964	305.967	2190.433	2194.485	424.434	2196.907	619.871	2232.226	2175.406	489.625	468.984	592.317	235.356	591.784	577.667	2142.045	560.401	511.058	2151.601	2162.362	742.767	622.35	2193.455	662.527	387.11	2253.391	539.412	2295.515	2166.13	823.844	464.031	296.987	510.994	435.498	2225.097	2201.856	441.746	815.212	2207.874	485.046	2137.025	2233.517	649.754	503.092	2271.163	309.462	381.828	2259.291	2274.612	2207.69	363.795	2256.451	2185.148	402.878	694.483	2178.772	1043.828	263.413	2222.577	2148.932	391.77	415.322	2227.907	2232.587	2198.942	2173.146	2255.603	2142.549	590.924	2177.976	878.2	581.023	2233.427	2184.045	2143.726	2161.225	522.853	703.216	2262.695	680.637	2233.796	2211.107	478.721	508.53	2212.31	2190.547	2184.465	483.9	302.43	2185.551	2209.29	2236.784	655.35	2138.548	288.455	2172.314	598.973	2219.125	2150.367	2250.771	2136.576	2271.348	2146.104	862.197	544.201	1007.352	2236.014	2173.603	896.445	505.833	561.608	0.0	538.867	2243.89	2214.387	654.844	2169.536	434.429	2221.909	2184.782	2177.052	2158.484	212.036	2252.307	497.615	2211.397	2211.318	2226.07	2238.922	2153.53	2198.556	566.159	426.943	
Six_mouse_models19283.py	2331.191	872.284	2271.664	2331.666	2295.663	534.703	2386.566	2303.79	2288.702	2273.187	437.637	2280.002	2270.072	960.501	569.398	462.902	657.629	1021.278	471.503	468.805	2282.957	518.18	605.197	449.944	2273.729	2299.078	477.478	2277.143	580.01	520.29	2261.941	958.061	2259.868	2335.727	514.885	2298.786	853.658	464.161	482.781	2270.068	2320.444	631.983	656.59	626.068	2277.724	513.075	2279.846	2270.643	2287.648	2265.17	497.118	2301.822	2282.718	616.18	2268.059	2284.143	1037.453	2336.284	639.835	2273.17	419.828	948.783	2292.307	2259.443	587.69	2284.411	2262.807	2290.809	568.077	2280.577	2277.95	519.274	2279.915	477.452	2287.936	2268.481	642.123	258.178	609.089	498.186	354.251	351.77	2252.335	307.854	642.737	2248.149	2249.961	542.826	259.576	2285.073	327.918	586.741	2279.751	442.453	2329.635	2268.483	929.021	288.408	491.393	432.434	461.055	2272.269	2281.275	547.832	957.019	2302.117	518.8	2222.324	2258.878	440.321	288.35	2306.673	525.349	495.796	2264.577	2361.699	2261.507	552.458	2287.571	2266.883	458.77	495.497	2264.925	932.082	553.249	2253.029	2236.267	472.383	459.86	2284.141	2262.418	2287.017	2272.192	2325.521	2241.665	512.721	2225.339	1003.272	624.063	2268.985	2236.082	2233.001	2269.546	645.231	545.346	2287.986	457.907	2321.604	2252.01	213.508	517.325	2291.344	2297.192	2283.775	324.055	550.463	2290.559	2251.793	2296.485	350.187	2233.057	549.721	2279.417	314.586	2253.605	2254.813	2285.96	2225.899	2318.499	2238.239	953.202	208.029	947.557	2274.076	2276.659	1024.637	398.121	355.467	538.867	0.0	2281.818	2255.493	495.34	2266.96	525.351	2304.695	2228.174	2279.496	2238.54	557.869	2294.964	505.193	2252.377	2254.62	2262.286	2287.006	2264.785	2233.636	683.791	278.416	
Six_mouse_models4772.py	852.199	2347.014	567.879	846.175	542.205	2298.819	913.979	444.663	582.432	652.427	2280.748	598.481	636.013	2367.862	2287.087	2300.095	2302.368	2260.192	2276.908	2301.445	589.874	2310.236	2223.167	2310.08	624.404	435.512	2275.548	615.52	2218.076	2260.462	627.793	2270.544	640.492	915.4	2289.534	587.439	2342.229	2273.227	2250.294	636.374	930.207	2202.636	2254.409	2206.15	437.272	2259.276	595.763	653.744	577.859	622.458	2266.134	571.937	425.989	2304.646	462.702	455.802	2239.67	909.904	2222.98	469.425	2263.02	2288.137	604.285	635.23	2216.691	872.999	635.619	616.941	2271.911	589.922	402.599	2257.5	632.288	2310.452	481.096	647.309	2205.781	2240.676	2266.473	2259.205	2296.879	2264.999	707.803	2268.715	2206.514	632.323	612.776	2243.878	2287.541	580.266	2290.042	2252.521	616.435	2305.171	801.008	481.127	2199.752	2243.125	2280.103	2305.962	2289.906	491.026	653.241	2280.241	2278.676	439.114	2287.678	699.879	475.504	2289.972	2254.825	781.33	2295.068	2273.18	492.213	929.391	504.342	2281.995	532.795	727.509	2262.157	2198.825	520.725	2223.421	2262.563	521.597	650.464	2244.845	2291.108	953.174	479.344	741.29	646.95	965.306	713.57	2317.523	535.364	2248.245	2210.586	461.238	495.004	534.191	701.341	2280.895	2222.949	570.954	2184.032	855.373	481.388	2268.08	2290.633	936.27	488.205	644.761	2233.759	2231.956	620.16	467.941	275.963	2311.581	709.297	2277.509	628.513	2271.342	461.572	677.98	345.856	656.843	786.199	712.198	2275.1	2287.583	2232.813	520.426	509.294	2259.735	2234.106	2249.064	2243.89	2281.818	0.0	458.994	2164.552	563.505	2278.692	751.347	522.029	664.62	762.135	2228.945	816.673	2286.494	454.61	473.165	467.369	215.512	676.845	513.269	2180.485	2211.93	
