	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models43953.py	2248.708	3499.849	3521.711	2233.959	2309.439	2325.235	3461.969	3434.38	3549.044	3536.716	2351.834	3464.809	3436.213	3544.322	3405.788	2345.809	3571.939	2335.961	3510.015	2384.894	3578.149	2365.944	2277.807	2160.431	2389.087	3570.493	2387.629	3567.135	3546.664	3577.107	2468.494	2426.14	2424.597	3687.698	3660.865	3681.388	2631.503	2665.849	476.296	498.685	2634.972	503.522	2589.639	495.805	493.72	585.112	2599.916	518.265	2567.258	360.715	544.946	2589.322	2627.033	418.034	415.565	438.616	639.957	518.294	653.902	2574.901	413.285	2637.957	505.117	2617.737	2624.082	550.463	488.068	2596.56	626.672	2550.282	441.57	606.193	2623.274	559.212	2607.211	548.418	498.094	573.238	2639.526	2593.657	2601.159	412.127	433.634	490.763	2591.83	497.239	2633.386	2606.005	2573.41	2547.385	2560.381	2612.892	467.998	453.056	551.508	2550.075	2656.134	2626.557	2639.092	638.096	500.693	2640.194	2583.525	351.581	2560.545	594.91	760.583	2615.354	371.799	2579.438	2623.795	2604.629	2634.89	449.059	2638.756	2604.119	373.916	2568.998	2595.045	2568.656	2580.557	2601.931	711.952	409.479	507.336	2632.005	736.232	295.663	2596.853	2537.13	390.264	2591.038	536.66	2578.767	2592.931	2569.385	2587.324	2630.782	600.525	459.261	488.671	375.65	2623.924	504.434	2624.492	522.896	633.411	591.234	2602.618	2567.876	475.761	2549.994	514.485	2652.28	599.293	0.0	643.308	442.136	615.026	2583.048	2565.389	353.889	447.275	580.223	496.855	2627.711	519.607	430.862	2590.076	2605.522	446.674	2598.932	309.162	2619.833	431.023	2619.165	2584.021	663.437	2652.747	406.604	2561.497	536.826	2613.998	628.069	2618.889	2639.65	2574.288	304.994	488.402	382.519	2630.076	473.032	2594.651	2587.724	331.286	2638.189	513.714	647.692	430.043	563.756	
SHH_INV_models5998.py	2240.16	3538.914	3570.746	2216.016	2325.92	2214.73	3512.524	3468.893	3575.607	3580.298	2349.53	3515.854	3505.259	3592.606	3444.425	2286.448	3615.231	2318.037	3555.276	2274.195	3608.056	2363.963	2249.225	2120.455	2364.615	3614.308	2332.8	3602.107	3575.401	3598.648	2344.962	2357.497	2430.156	3679.428	3668.817	3712.364	2555.829	2605.57	492.506	673.759	2676.176	666.105	2624.379	726.632	525.203	791.892	2661.216	572.761	2642.156	653.36	665.538	2642.975	2680.243	562.333	627.549	633.81	839.539	698.721	749.946	2652.258	653.132	2711.589	661.838	2665.754	2683.955	657.142	790.93	2655.918	747.065	2613.029	720.222	804.487	2680.195	770.616	2657.906	361.069	512.347	749.756	2673.479	2644.871	2645.716	807.522	664.223	466.931	2629.6	588.79	2697.344	2650.781	2630.933	2627.685	2651.313	2663.977	693.253	787.919	747.124	2644.727	2730.821	2688.501	2717.362	732.336	548.329	2690.447	2669.562	648.743	2650.95	575.261	690.111	2687.952	576.663	2644.042	2671.714	2640.389	2697.874	578.986	2710.631	2662.182	649.4	2633.414	2645.179	2669.751	2646.42	2680.927	936.172	669.577	556.803	2684.101	797.328	566.748	2652.499	2616.765	697.582	2658.738	810.241	2633.812	2641.995	2641.616	2655.987	2686.557	499.226	535.854	780.406	651.144	2677.593	522.448	2686.936	621.742	785.681	798.464	2679.111	2649.866	583.511	2631.53	659.729	2721.783	800.381	643.308	0.0	528.606	507.574	2674.61	2621.38	715.164	554.146	833.59	519.874	2677.277	393.131	568.217	2647.97	2706.167	553.389	2663.903	680.372	2657.534	552.659	2675.227	2650.511	897.948	2713.806	579.747	2655.63	544.845	2673.308	836.213	2680.74	2711.636	2628.561	715.881	574.855	611.817	2708.949	522.576	2675.191	2670.431	708.039	2689.479	589.28	353.131	591.352	781.639	
SHH_INV_models25902.py	2172.753	3520.362	3543.083	2161.808	2246.082	2249.788	3477.797	3441.662	3572.397	3553.755	2290.473	3486.935	3455.985	3560.415	3427.087	2261.828	3604.299	2253.36	3545.925	2297.547	3611.247	2303.216	2220.158	2087.936	2310.697	3615.141	2275.04	3583.462	3562.022	3609.582	2361.043	2328.597	2373.266	3717.999	3688.923	3722.687	2544.574	2569.563	450.361	513.489	2679.224	399.787	2626.93	565.446	425.156	553.149	2641.061	489.442	2625.923	467.571	504.857	2634.439	2682.554	428.4	542.246	451.25	586.957	508.356	619.468	2642.459	437.959	2676.971	427.223	2660.428	2666.731	529.883	543.39	2649.603	521.433	2613.964	573.25	536.344	2659.547	497.369	2647.582	505.427	388.183	615.434	2672.885	2628.589	2635.396	565.627	561.3	403.713	2639.703	391.777	2667.899	2647.333	2619.543	2615.318	2633.655	2659.052	431.291	589.608	505.26	2623.986	2695.013	2664.622	2692.653	516.701	487.126	2667.851	2659.753	482.277	2643.028	483.441	733.7	2656.911	371.81	2640.027	2673.395	2653.186	2669.828	388.985	2677.523	2660.688	541.393	2616.474	2640.894	2643.819	2629.795	2655.12	665.186	585.809	486.561	2680.721	687.596	446.792	2644.503	2606.186	557.3	2630.985	649.082	2625.846	2636.087	2617.575	2666.055	2677.771	597.062	380.887	492.726	450.719	2670.154	468.847	2669.724	559.972	576.786	579.563	2655.559	2645.932	419.87	2621.645	439.195	2718.059	514.059	442.136	528.606	0.0	508.551	2664.588	2633.64	567.325	407.735	530.278	395.896	2671.793	500.697	399.62	2631.901	2668.963	337.65	2670.6	464.265	2667.243	445.509	2653.52	2642.89	583.138	2693.441	520.927	2639.121	466.995	2682.056	634.451	2681.752	2680.176	2620.829	536.529	479.881	352.177	2685.808	451.484	2673.929	2664.425	506.384	2679.053	469.181	579.924	579.059	584.918	
SHH_INV_models219.py	2138.784	3530.881	3558.409	2125.011	2194.637	2152.943	3491.771	3455.015	3587.943	3574.539	2207.582	3489.521	3471.33	3580.862	3422.253	2208.591	3615.886	2175.743	3543.605	2237.894	3606.792	2233.541	2152.114	2040.763	2247.873	3614.465	2267.396	3602.648	3579.588	3603.605	2312.311	2272.759	2349.853	3718.944	3698.045	3720.708	2472.962	2512.964	414.487	557.949	2671.607	539.523	2638.993	566.148	459.507	509.257	2664.321	423.352	2638.512	555.374	505.127	2646.926	2670.184	502.439	515.497	531.049	631.035	565.29	568.113	2659.852	449.961	2702.731	533.948	2665.432	2688.202	578.259	583.787	2656.847	515.876	2621.714	619.705	626.615	2676.548	559.058	2650.472	444.395	400.05	532.179	2692.719	2646.767	2669.863	669.261	543.225	395.501	2651.035	428.943	2698.614	2673.316	2645.745	2637.65	2635.946	2669.008	571.274	697.408	561.662	2640.717	2724.67	2689.472	2705.9	520.448	468.618	2702.55	2661.417	621.519	2653.021	442.348	456.66	2680.249	523.382	2644.088	2675.176	2657.373	2693.203	515.349	2711.236	2672.95	586.534	2634.763	2650.417	2663.63	2635.941	2684.023	693.587	557.614	576.127	2701.237	641.576	576.738	2667.747	2614.208	607.513	2641.643	700.412	2629.248	2631.175	2639.235	2657.211	2689.388	476.288	531.709	631.528	598.002	2691.761	483.681	2688.074	550.854	684.487	575.745	2686.928	2661.28	536.905	2631.693	482.377	2740.323	572.301	615.026	507.574	508.551	0.0	2675.94	2622.147	707.718	475.997	595.182	506.032	2691.405	475.333	586.405	2646.387	2692.165	482.881	2679.554	600.772	2681.428	468.395	2674.481	2648.21	647.342	2727.336	605.955	2661.355	460.555	2689.931	634.636	2676.57	2697.951	2627.015	600.179	507.933	577.933	2702.099	554.431	2682.263	2664.526	700.022	2690.219	517.082	515.627	531.954	573.58	
SHH_INV_models11501.py	3465.954	2335.588	2330.298	3461.788	3486.828	3485.531	2284.975	2274.311	2363.029	2368.422	3533.018	2351.176	2298.346	2359.355	2233.375	3562.534	2375.115	3562.954	2420.359	3561.776	2482.891	3540.808	3431.844	3382.944	3531.092	2394.163	3614.794	2452.976	2414.423	2427.696	3650.052	3596.209	3486.791	2601.491	2616.747	2562.824	3761.485	3804.476	2647.354	2648.697	648.503	2666.525	515.296	2671.789	2644.895	2688.501	417.25	2641.79	536.347	2602.34	2671.405	438.237	451.945	2646.943	2608.039	2626.915	2679.883	2635.83	2701.717	410.789	2618.46	531.836	2645.171	564.74	526.428	2663.018	2645.117	412.28	2696.485	518.697	2634.003	2695.814	585.038	2694.157	500.067	2638.188	2650.96	2603.415	662.385	567.913	624.127	2626.415	2639.953	2638.44	546.33	2683.518	625.518	526.913	612.488	424.848	390.418	482.634	2609.518	2625.325	2626.193	383.432	509.424	601.656	463.377	2693.443	2636.022	641.49	291.134	2646.392	277.898	2668.577	2694.733	434.647	2610.618	585.43	428.391	550.969	531.346	2657.982	534.32	454.154	2621.697	433.958	480.967	355.053	462.728	475.016	2695.492	2585.531	2613.442	490.463	2684.583	2596.333	441.917	373.677	2632.274	548.219	2644.941	662.004	540.236	529.662	310.997	525.419	2621.449	2670.584	2649.827	2627.024	584.474	2646.754	611.118	2610.096	2690.215	2666.035	495.088	373.033	2628.158	289.839	2620.369	378.661	2685.004	2583.048	2674.61	2664.588	2675.94	0.0	404.606	2621.085	2613.354	2657.68	2640.819	492.203	2633.597	2655.527	534.681	447.456	2632.66	478.978	2592.274	609.773	2622.935	633.439	469.573	2698.762	529.716	2651.975	335.271	2634.33	376.135	2657.129	427.733	518.514	489.913	2602.677	2612.03	2619.268	442.109	2630.027	277.442	236.234	2639.538	542.455	2676.924	2662.434	2572.035	2601.926	
SHH_INV_models16003.py	3460.949	2327.89	2340.271	3452.731	3488.244	3453.663	2287.731	2257.809	2365.694	2386.117	3531.704	2336.932	2306.907	2383.635	2201.885	3540.58	2400.433	3549.279	2411.406	3540.677	2456.587	3517.229	3425.999	3358.359	3522.346	2400.563	3592.62	2448.269	2405.639	2414.258	3615.625	3573.724	3487.683	2578.016	2582.733	2554.193	3742.733	3780.502	2595.955	2611.025	498.004	2623.208	434.791	2621.029	2603.302	2653.745	516.314	2599.552	491.606	2562.245	2630.932	494.688	437.803	2613.019	2552.3	2595.495	2650.507	2601.143	2653.167	497.743	2590.353	633.001	2626.538	538.314	542.443	2613.181	2620.829	423.46	2648.767	471.919	2589.538	2677.987	597.144	2674.018	518.74	2586.557	2613.617	2569.294	647.818	595.37	617.139	2588.723	2586.186	2598.662	451.139	2652.705	659.068	502.601	648.308	429.498	396.695	514.45	2587.408	2601.988	2606.515	475.092	640.02	617.914	597.036	2653.548	2588.34	652.814	395.141	2608.982	401.462	2625.306	2638.844	534.031	2592.006	468.308	405.209	437.776	638.537	2619.684	642.513	528.192	2594.266	457.233	495.05	480.261	492.446	504.892	2663.321	2543.02	2589.688	554.233	2645.677	2559.212	499.526	342.349	2595.157	580.218	2623.396	540.015	516.522	582.472	337.577	565.261	2568.515	2631.201	2632.938	2585.929	646.395	2602.666	572.598	2566.03	2647.762	2645.633	631.321	485.822	2588.132	333.782	2589.599	532.264	2672.991	2565.389	2621.38	2633.64	2622.147	404.606	0.0	2592.373	2578.352	2640.103	2607.265	512.791	2605.663	2614.669	431.683	541.119	2613.051	490.362	2560.474	509.18	2596.297	603.121	498.252	2687.267	645.415	2612.1	446.216	2602.04	435.244	2644.331	468.076	617.94	480.254	2585.052	2567.989	2601.2	558.443	2588.641	435.678	337.213	2618.528	549.808	2630.354	2622.262	2530.764	2580.516	
SHH_INV_models19930.py	2271.917	3499.295	3522.478	2256.741	2313.826	2354.337	3461.727	3435.31	3546.156	3539.76	2382.04	3454.527	3439.705	3549.232	3398.936	2390.535	3574.796	2370.517	3485.77	2443.136	3548.416	2391.894	2292.928	2161.241	2413.288	3566.651	2439.82	3561.134	3549.393	3556.245	2537.062	2477.19	2439.805	3672.671	3626.236	3654.126	2697.761	2716.06	482.368	439.885	2654.498	450.449	2610.753	427.887	551.935	558.712	2641.327	488.494	2601.666	380.061	515.365	2625.53	2656.796	401.44	439.325	403.223	547.645	430.999	585.043	2618.097	518.327	2671.853	495.568	2656.226	2657.402	446.209	477.027	2623.343	555.526	2587.37	308.66	538.758	2649.956	594.647	2648.494	577.271	519.678	563.757	2668.886	2649.392	2628.7	338.56	437.986	542.12	2617.812	530.792	2676.618	2635.742	2606.041	2570.824	2585.523	2649.46	486.861	376.485	527.939	2588.066	2699.552	2665.378	2674.793	598.581	544.432	2662.991	2619.795	372.105	2594.29	585.879	769.401	2649.657	430.259	2600.029	2654.27	2621.144	2687.531	441.368	2682.071	2635.026	470.688	2615.108	2636.152	2607.035	2615.525	2634.92	624.929	373.141	504.683	2662.464	630.465	394.618	2627.527	2563.929	398.96	2630.743	442.618	2587.904	2627.296	2614.658	2621.952	2655.491	561.228	470.676	509.798	401.437	2665.622	518.604	2647.256	523.629	525.766	607.36	2640.212	2604.18	424.302	2585.746	500.541	2693.091	613.48	353.889	715.164	567.325	707.718	2621.085	2592.373	0.0	488.838	587.584	486.922	2653.496	607.816	433.957	2601.646	2634.981	519.87	2621.255	382.491	2630.804	504.446	2642.067	2613.689	646.505	2699.256	369.096	2589.767	561.868	2653.269	589.877	2649.508	2669.833	2601.701	401.857	505.928	447.151	2660.484	512.028	2634.412	2618.76	344.969	2660.862	538.171	771.317	447.56	574.19	
SHH_INV_models38269.py	2239.274	3494.662	3516.111	2221.111	2293.86	2274.983	3451.832	3421.903	3544.818	3526.389	2342.297	3460.034	3435.329	3539.232	3389.224	2330.146	3574.815	2317.516	3505.231	2370.477	3571.155	2360.073	2254.614	2125.924	2361.192	3580.423	2378.296	3554.621	3545.62	3571.409	2444.666	2393.143	2428.749	3685.627	3650.635	3674.119	2603.969	2632.144	345.785	359.149	2624.686	361.942	2585.765	528.103	334.674	484.185	2597.226	383.248	2585.901	429.466	413.562	2592.766	2625.856	304.62	486.001	343.888	536.116	419.463	503.512	2599.37	356.163	2630.43	486.097	2615.196	2624.035	360.369	526.235	2594.489	461.119	2578.074	464.701	579.186	2622.058	510.778	2598.738	358.62	371.04	466.532	2634.751	2594.874	2600.396	460.957	460.757	359.183	2586.136	441.972	2632.691	2598.94	2579.074	2565.344	2577.719	2615.9	406.888	529.34	438.365	2571.588	2664.926	2622.295	2641.752	517.623	363.046	2629.252	2608.437	449.093	2585.08	446.029	644.573	2621.402	363.872	2595.701	2620.475	2605.885	2635.761	395.182	2643.417	2610.75	422.895	2572.62	2595.523	2599.05	2577.022	2620.803	589.324	460.518	386.221	2628.4	614.094	449.884	2596.359	2554.543	501.108	2586.667	601.223	2567.381	2585.407	2567.025	2613.836	2635.267	457.58	373.775	431.371	425.987	2638.173	347.906	2619.958	406.43	475.657	579.48	2615.572	2595.992	309.592	2572.787	408.807	2681.502	583.076	447.275	554.146	407.735	475.997	2613.354	2578.352	488.838	0.0	552.314	399.768	2622.644	462.088	371.23	2577.597	2629.54	395.276	2627.604	432.171	2611.089	367.875	2607.845	2587.343	625.193	2664.222	452.029	2584.885	382.187	2640.696	578.885	2622.182	2639.594	2574.003	465.076	371.059	369.675	2628.191	348.848	2620.262	2609.592	520.198	2633.576	323.021	588.437	460.832	493.693	
SHH_INV_models45486.py	2137.885	3508.825	3527.297	2148.352	2168.042	2289.163	3464.008	3435.433	3571.022	3544.078	2229.806	3458.956	3442.282	3543.551	3419.24	2305.016	3583.332	2208.938	3541.886	2368.533	3599.608	2262.145	2163.556	2080.511	2294.559	3596.93	2344.717	3578.415	3564.292	3595.695	2465.657	2386.25	2330.419	3755.314	3699.985	3706.107	2606.015	2609.363	556.695	565.015	2684.739	417.89	2650.699	513.828	621.51	347.627	2653.56	448.932	2645.807	587.407	567.959	2648.255	2670.501	511.898	630.876	450.922	343.853	421.699	553.048	2670.086	446.08	2671.859	366.771	2666.198	2675.166	561.71	412.753	2646.664	390.472	2633.876	530.262	321.604	2668.335	299.978	2659.878	736.497	494.375	513.366	2695.005	2664.805	2671.014	531.072	588.56	536.377	2668.968	401.624	2681.66	2673.334	2656.895	2622.571	2631.178	2673.39	391.336	606.115	432.898	2632.66	2691.459	2674.546	2672.547	321.581	627.414	2696.124	2661.122	583.78	2648.819	588.08	683.405	2647.018	489.681	2662.683	2673.474	2667.011	2680.56	506.167	2675.777	2668.745	690.777	2636.004	2659.757	2643.621	2631.402	2672.289	413.284	577.928	666.912	2704.931	550.506	606.604	2660.142	2607.811	540.665	2638.041	620.487	2633.335	2633.135	2639.213	2672.099	2673.17	681.845	531.856	469.223	617.106	2696.0	606.266	2663.004	659.672	575.477	301.799	2665.676	2665.46	529.093	2619.888	347.814	2732.491	282.903	580.223	833.59	530.278	595.182	2657.68	2640.103	587.584	552.314	0.0	540.732	2686.963	702.459	567.653	2633.012	2641.626	439.96	2685.067	556.538	2684.932	550.206	2659.897	2654.792	328.469	2712.179	695.142	2642.079	622.259	2695.404	385.831	2675.337	2664.026	2627.549	546.625	615.484	462.472	2677.834	654.051	2676.105	2658.88	659.736	2676.039	635.18	856.632	652.366	504.707	
SHH_INV_models10289.py	2159.254	3491.345	3512.172	2143.281	2211.341	2224.013	3463.538	3427.828	3535.834	3528.535	2262.686	3459.758	3446.739	3542.367	3404.458	2269.991	3565.607	2261.035	3516.086	2314.83	3573.902	2290.261	2162.354	2041.243	2283.438	3568.02	2318.486	3554.295	3542.855	3562.167	2411.684	2357.931	2339.51	3689.528	3650.263	3673.005	2568.802	2621.744	369.287	454.05	2649.449	447.296	2606.79	546.86	389.252	525.605	2628.595	335.162	2613.594	443.554	489.491	2626.183	2653.144	400.401	530.943	423.529	552.964	464.676	525.538	2629.545	442.223	2668.802	357.049	2639.319	2645.26	467.785	539.959	2622.934	494.857	2594.417	509.171	490.334	2647.077	530.37	2630.993	436.91	367.428	511.608	2648.62	2629.845	2619.262	566.89	502.252	325.539	2610.848	391.026	2652.683	2630.778	2610.924	2599.449	2609.864	2631.634	432.605	550.11	408.964	2613.033	2683.838	2651.027	2665.958	480.274	419.318	2648.74	2638.075	545.951	2613.056	465.702	602.319	2638.62	368.593	2624.742	2644.613	2621.653	2664.297	346.844	2670.083	2628.709	565.701	2614.721	2632.216	2626.446	2600.087	2646.39	581.163	435.781	423.317	2661.436	594.237	494.614	2624.027	2590.298	503.964	2628.018	534.455	2605.151	2618.902	2610.457	2638.88	2649.805	392.342	360.394	507.648	512.865	2653.454	407.961	2638.485	417.783	581.23	501.685	2642.17	2621.109	302.46	2607.736	358.636	2695.73	521.56	496.855	519.874	395.896	506.032	2640.819	2607.265	486.922	399.768	540.732	0.0	2659.036	375.18	396.578	2609.845	2653.421	354.114	2653.664	525.618	2628.618	421.073	2640.867	2621.379	586.81	2688.726	479.35	2614.123	378.215	2654.262	543.926	2642.668	2660.564	2601.069	531.359	324.569	364.858	2661.863	447.868	2646.274	2631.048	561.677	2649.717	515.894	555.865	489.181	531.377	
SHH_INV_models25286.py	3506.177	2310.919	2297.629	3493.044	3530.322	3523.972	2258.592	2242.045	2316.268	2332.784	3586.722	2324.231	2277.842	2332.636	2183.484	3608.367	2351.564	3605.122	2358.558	3604.056	2388.56	3602.876	3481.877	3420.364	3580.097	2384.008	3650.862	2404.24	2383.786	2351.016	3680.629	3631.006	3533.564	2505.018	2494.551	2465.654	3816.243	3837.439	2660.745	2651.483	542.541	2665.135	384.624	2687.134	2657.946	2694.909	415.788	2656.155	634.286	2633.688	2688.806	382.702	465.9	2660.896	2638.573	2629.019	2692.822	2643.158	2695.631	517.389	2642.174	498.447	2673.552	592.117	475.73	2656.481	2677.6	289.953	2701.388	625.358	2658.5	2715.769	505.676	2710.759	538.007	2643.784	2654.468	2635.528	607.175	557.853	461.035	2657.101	2676.716	2651.197	407.62	2696.367	656.487	354.463	510.562	451.602	516.91	509.12	2630.048	2647.591	2653.649	521.28	558.815	657.356	555.596	2700.791	2662.314	491.824	438.924	2660.724	505.08	2670.832	2721.583	474.816	2632.339	598.744	370.942	427.128	619.39	2672.9	602.226	353.208	2657.591	437.331	358.99	562.808	443.949	511.861	2721.132	2626.969	2618.205	358.614	2677.057	2637.819	320.12	485.181	2661.554	531.786	2673.154	475.395	508.939	468.998	451.956	552.545	2641.949	2684.298	2674.112	2652.64	602.255	2650.959	607.508	2622.826	2687.975	2695.646	502.248	459.469	2633.88	462.404	2636.736	561.656	2711.774	2627.711	2677.277	2671.793	2691.405	492.203	512.791	2653.496	2622.644	2686.963	2659.036	0.0	2649.641	2668.401	369.57	549.034	2656.253	441.45	2620.662	482.718	2650.922	582.137	366.298	2720.392	561.944	2676.369	403.729	2645.58	481.44	2677.852	427.221	566.12	350.793	2648.573	2624.948	2640.141	399.976	2628.982	456.894	497.95	2669.891	376.255	2680.422	2674.107	2609.874	2624.67	
SHH_INV_models14269.py	2196.662	3504.503	3523.843	2162.286	2261.66	2225.635	3481.403	3445.109	3542.915	3537.355	2294.58	3480.666	3462.237	3550.474	3414.043	2284.692	3570.069	2295.006	3514.929	2309.885	3574.157	2351.255	2193.527	2087.15	2325.572	3570.803	2356.486	3561.341	3551.116	3564.48	2403.67	2374.281	2387.104	3662.846	3641.324	3665.188	2572.473	2639.74	406.344	534.898	2645.109	612.946	2604.872	648.69	446.591	617.583	2623.398	436.865	2605.255	555.502	593.383	2619.525	2649.11	456.694	585.287	493.896	721.981	606.403	595.075	2616.73	509.794	2674.255	561.321	2630.463	2643.329	568.628	658.6	2618.115	661.955	2586.889	648.147	666.557	2647.682	636.959	2622.836	360.385	427.066	613.813	2646.927	2610.162	2615.353	721.235	595.923	369.489	2598.71	448.876	2652.287	2625.092	2591.526	2601.407	2608.953	2625.066	625.884	626.945	602.258	2607.921	2689.549	2650.27	2674.161	632.964	476.322	2651.98	2628.734	598.713	2609.199	530.343	606.677	2649.59	444.454	2618.061	2644.019	2615.601	2663.596	435.323	2682.269	2614.832	560.848	2605.037	2615.472	2628.857	2596.022	2650.036	782.84	525.115	449.964	2647.446	676.383	565.254	2618.602	2595.088	564.33	2629.978	607.438	2598.962	2617.363	2593.492	2621.024	2653.662	411.485	442.635	656.583	609.712	2641.323	418.697	2651.109	431.903	696.713	621.284	2639.791	2604.803	460.749	2602.03	542.583	2684.847	672.689	519.607	393.131	500.697	475.333	2633.597	2605.663	607.816	462.088	702.459	375.18	2649.641	0.0	512.925	2620.668	2663.86	437.998	2636.056	615.31	2625.658	456.568	2648.695	2604.222	731.623	2686.585	518.028	2605.047	384.321	2642.7	645.962	2632.634	2674.827	2594.343	595.071	391.0	476.791	2662.851	402.233	2631.848	2630.63	605.624	2653.938	536.547	339.615	530.22	628.832	
