	SHH_INV_models5998.py	SHH_INV_models14491.py	SHH_INV_models8262.py	SHH_INV_models219.py	SHH_INV_models13243.py	SHH_INV_models24874.py	SHH_INV_models45486.py	SHH_INV_models9435.py	SHH_INV_models2093.py	SHH_INV_models6283.py	SHH_INV_models8715.py	SHH_INV_models19215.py	SHH_INV_models18336.py	SHH_INV_models27731.py	SHH_INV_models35750.py	SHH_INV_models19526.py	SHH_INV_models18693.py	SHH_INV_models4565.py	SHH_INV_models48431.py	SHH_INV_models34617.py	SHH_INV_models39397.py	SHH_INV_models48061.py	SHH_INV_models1146.py	SHH_INV_models21021.py	SHH_INV_models2826.py	SHH_INV_models16997.py	SHH_INV_models46385.py	SHH_INV_models10829.py	SHH_INV_models40758.py	SHH_INV_models32647.py	SHH_INV_models43953.py	SHH_INV_models19930.py	SHH_INV_models46914.py	SHH_INV_models853.py	SHH_INV_models28526.py	SHH_INV_models48219.py	SHH_INV_models41662.py	SHH_INV_models34346.py	SHH_INV_models49367.py	SHH_INV_models42182.py	SHH_INV_models23162.py	SHH_INV_models14269.py	SHH_INV_models34488.py	SHH_INV_models13110.py	SHH_INV_models35358.py	SHH_INV_models45646.py	SHH_INV_models34009.py	SHH_INV_models31761.py	SHH_INV_models32339.py	SHH_INV_models5675.py	SHH_INV_models25486.py	SHH_INV_models17609.py	SHH_INV_models28974.py	SHH_INV_models39150.py	SHH_INV_models407.py	SHH_INV_models1242.py	SHH_INV_models29109.py	SHH_INV_models44526.py	SHH_INV_models9432.py	SHH_INV_models28719.py	SHH_INV_models4335.py	SHH_INV_models1789.py	SHH_INV_models42632.py	SHH_INV_models7363.py	SHH_INV_models19979.py	SHH_INV_models44002.py	SHH_INV_models23725.py	SHH_INV_models23205.py	SHH_INV_models3097.py	SHH_INV_models43247.py	SHH_INV_models35002.py	SHH_INV_models43398.py	SHH_INV_models11759.py	SHH_INV_models2647.py	SHH_INV_models10289.py	SHH_INV_models36537.py	SHH_INV_models15545.py	SHH_INV_models6069.py	SHH_INV_models7085.py	SHH_INV_models8640.py	SHH_INV_models38269.py	SHH_INV_models34908.py	SHH_INV_models3099.py	SHH_INV_models368.py	SHH_INV_models25902.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models12136.py	SHH_INV_models11878.py	SHH_INV_models21231.py	SHH_INV_models33250.py	SHH_INV_models44728.py	SHH_INV_models19205.py	SHH_INV_models752.py	SHH_INV_models10603.py	SHH_INV_models9934.py	SHH_INV_models48063.py	SHH_INV_models41236.py	SHH_INV_models41734.py	SHH_INV_models32588.py	SHH_INV_models47949.py	SHH_INV_models12294.py	SHH_INV_models41504.py	
SHH_INV_models42632.py	2164.838	3511.28	3534.268	2163.281	2201.245	2270.889	3472.308	3438.407	3563.94	3553.232	2248.274	3468.148	3447.807	3552.349	3418.875	2295.384	3585.117	2237.714	3526.171	2337.67	3595.771	2282.361	2177.205	2085.675	2296.814	3595.805	2328.87	3586.76	3563.611	3583.496	2441.658	2378.702	2345.723	3721.686	3685.755	3704.009	2582.065	2603.163	440.19	449.765	2681.182	390.233	2627.475	526.394	500.985	480.7	2646.126	378.864	2638.211	496.206	478.61	2629.026	2664.918	381.489	553.43	412.474	446.424	330.968	564.364	2651.3	393.03	2673.217	0.0	2658.404	2669.833	492.591	458.166	2638.429	427.592	2613.076	481.38	356.054	2659.752	391.141	2650.236	593.269	396.204	472.548	2672.781	2650.185	2647.73	507.433	525.788	420.058	2648.051	398.935	2679.954	2660.869	2630.265	2607.859	2623.932	2648.859	295.631	529.011	361.592	2622.792	2686.707	2678.803	2667.009	424.6	501.958	2680.203	2648.162	
SHH_INV_models7363.py	3471.536	2211.957	2219.658	3463.37	3508.126	3480.032	2209.326	2166.1	2260.816	2248.997	3545.127	2256.509	2222.556	2247.552	2142.967	3564.99	2283.103	3572.146	2401.184	3572.051	2445.602	3543.384	3430.305	3388.613	3538.807	2309.867	3614.033	2305.216	2285.406	2369.269	3644.748	3609.942	3499.412	2550.454	2555.248	2510.24	3762.514	3803.733	2634.207	2656.601	471.209	2662.104	481.843	2685.636	2644.588	2693.54	393.785	2636.612	524.734	2623.07	2686.388	558.515	454.992	2653.049	2623.651	2637.829	2696.341	2652.767	2687.275	618.586	2627.893	492.487	2658.404	0.0	310.961	2666.656	2665.483	492.811	2687.515	595.351	2657.791	2714.956	569.484	2698.569	335.343	2632.496	2653.943	2621.399	391.112	457.557	473.284	2654.408	2640.935	2632.317	403.296	2686.114	327.999	453.29	597.732	610.197	623.396	445.827	2628.948	2655.181	2639.197	567.012	501.15	367.586	484.995	2690.902	2632.839	522.733	619.859	
SHH_INV_models19979.py	3473.252	2185.088	2178.937	3462.405	3500.576	3493.117	2152.114	2134.132	2214.009	2202.395	3548.934	2210.873	2183.67	2205.859	2107.111	3576.394	2235.811	3579.415	2348.615	3582.155	2385.225	3556.304	3438.879	3394.055	3546.758	2263.452	3622.615	2259.753	2260.03	2307.772	3654.741	3608.749	3497.177	2488.313	2488.542	2443.142	3777.154	3817.68	2653.825	2660.16	404.157	2670.271	443.307	2689.921	2655.84	2693.412	351.542	2648.348	469.171	2631.602	2693.924	519.916	441.013	2663.335	2635.605	2638.816	2693.384	2656.169	2693.379	538.2	2639.913	362.946	2669.833	310.961	0.0	2672.142	2672.486	420.39	2692.927	596.402	2663.309	2716.273	470.351	2707.256	350.205	2646.069	2660.007	2634.764	395.957	437.645	354.568	2656.732	2663.68	2649.155	346.947	2691.711	311.19	375.795	513.581	543.199	560.737	407.941	2635.51	2654.111	2647.571	546.321	433.9	341.589	419.705	2697.425	2654.26	392.191	556.222	
SHH_INV_models44002.py	2277.031	3515.932	3540.757	2252.245	2315.165	2331.474	3473.298	3439.986	3570.408	3562.423	2373.772	3466.418	3445.764	3567.862	3392.722	2376.293	3600.935	2348.603	3477.799	2432.703	3541.143	2398.467	2291.289	2145.457	2404.697	3601.662	2431.003	3580.676	3574.243	3560.435	2512.185	2452.545	2474.897	3666.399	3619.291	3654.914	2671.951	2672.203	364.144	314.485	2653.56	325.098	2610.633	465.675	457.433	457.433	2654.236	373.393	2625.123	454.69	437.17	2628.296	2661.255	314.064	513.489	290.114	467.441	298.046	425.761	2647.601	458.106	2682.029	492.591	2666.656	2672.142	0.0	550.879	2627.346	407.381	2612.933	372.285	537.897	2648.069	530.267	2655.696	456.416	403.432	498.15	2685.801	2651.409	2644.029	449.637	489.101	430.43	2623.8	467.174	2697.259	2644.373	2613.128	2605.104	2609.774	2660.937	459.025	487.157	486.956	2619.194	2717.733	2679.094	2694.255	465.133	459.454	2673.104	2644.964	
SHH_INV_models23725.py	2143.86	3503.7	3514.706	2139.548	2174.8	2261.864	3450.758	3423.755	3564.416	3523.479	2230.346	3457.835	3442.555	3523.473	3412.01	2292.652	3585.277	2221.291	3520.246	2356.166	3580.441	2257.05	2171.336	2069.449	2288.93	3586.107	2341.423	3552.387	3535.438	3579.845	2449.666	2369.996	2321.439	3714.163	3660.998	3690.761	2583.663	2597.225	565.771	533.745	2682.326	461.555	2648.047	380.968	601.898	439.591	2651.491	497.002	2616.699	399.882	588.589	2657.731	2685.889	503.975	537.862	497.159	438.432	494.961	537.083	2647.692	502.935	2676.602	458.166	2665.483	2672.486	550.879	0.0	2651.365	440.87	2626.648	396.106	433.321	2671.319	424.448	2659.067	668.205	483.66	578.319	2687.479	2651.082	2657.688	444.772	459.567	553.375	2657.812	446.457	2677.548	2666.162	2647.227	2607.53	2613.332	2675.88	520.076	421.537	481.214	2616.263	2707.102	2673.141	2693.802	421.468	627.279	2678.466	2644.634	
SHH_INV_models23205.py	3475.275	2297.908	2293.972	3462.979	3496.071	3495.767	2259.588	2232.973	2317.368	2340.082	3549.063	2307.208	2258.876	2337.061	2171.609	3574.005	2343.364	3569.644	2359.98	3577.509	2407.25	3558.778	3442.567	3381.186	3545.896	2376.224	3622.342	2414.296	2398.441	2365.897	3656.939	3606.358	3509.939	2533.534	2535.184	2490.915	3780.065	3813.238	2624.852	2625.539	455.866	2641.727	333.468	2659.081	2627.891	2661.113	361.719	2618.963	578.867	2605.062	2654.365	314.75	343.003	2631.354	2607.095	2600.525	2657.88	2610.553	2664.326	483.715	2605.477	488.78	2638.429	492.811	420.39	2627.346	2651.365	0.0	2666.88	534.877	2629.156	2676.851	440.131	2678.562	445.042	2618.921	2631.887	2589.811	577.799	525.295	490.915	2624.104	2636.357	2618.665	374.753	2662.242	607.323	396.877	502.255	462.472	431.661	370.245	2600.309	2622.709	2617.032	515.202	484.089	576.05	478.237	2668.605	2620.313	509.447	381.858	
SHH_INV_models3097.py	2178.718	3521.194	3546.491	2168.245	2216.835	2268.907	3475.896	3443.166	3581.828	3560.009	2283.932	3463.387	3451.215	3563.644	3413.834	2316.831	3606.911	2242.172	3529.429	2382.605	3587.596	2291.269	2195.51	2075.51	2328.461	3610.38	2356.132	3579.405	3572.074	3594.384	2455.217	2379.792	2381.659	3729.502	3677.854	3700.419	2611.115	2602.289	434.518	441.569	2686.84	338.077	2656.079	427.724	547.145	361.909	2685.607	361.813	2654.787	515.934	489.02	2668.361	2694.606	432.564	519.757	385.561	353.332	343.291	392.314	2690.429	470.415	2695.681	427.592	2687.515	2692.927	407.381	440.87	2666.88	0.0	2651.208	437.097	425.744	2679.246	434.396	2679.164	597.819	442.099	506.53	2708.524	2684.099	2677.994	445.379	513.652	457.632	2672.86	379.255	2709.586	2686.153	2660.641	2637.249	2647.167	2692.452	435.189	546.244	465.999	2656.493	2729.577	2698.354	2707.563	294.785	561.657	2706.903	2685.296	
SHH_INV_models43247.py	3449.96	2254.323	2274.907	3442.254	3484.239	3465.89	2237.613	2186.304	2280.191	2323.742	3523.031	2263.155	2199.506	2328.15	2129.334	3535.506	2310.68	3529.104	2343.378	3528.322	2398.982	3511.594	3416.002	3370.479	3503.869	2325.545	3570.347	2385.042	2324.361	2362.77	3600.465	3566.051	3476.572	2530.669	2542.496	2505.082	3734.654	3769.597	2595.701	2618.199	546.701	2626.727	469.132	2624.397	2601.417	2651.201	555.284	2591.4	459.131	2569.465	2629.24	477.858	525.839	2612.294	2558.027	2589.487	2659.749	2597.948	2659.023	442.958	2585.366	630.794	2613.076	595.351	596.402	2612.933	2626.648	534.877	2651.208	0.0	2591.165	2671.05	509.538	2660.518	575.818	2596.043	2605.391	2582.7	528.468	619.838	532.188	2585.96	2594.874	2579.041	567.112	2633.258	694.623	560.234	490.931	459.764	456.503	467.145	2575.37	2604.102	2607.159	496.799	569.182	692.608	637.646	2649.842	2596.867	610.983	475.6	
SHH_INV_models35002.py	2260.752	3496.777	3521.121	2246.775	2301.229	2330.916	3454.977	3424.018	3548.661	3537.162	2354.803	3445.247	3433.063	3545.373	3386.782	2382.3	3576.747	2339.246	3489.581	2433.699	3543.943	2353.076	2270.864	2145.01	2400.177	3570.182	2430.603	3558.547	3540.589	3554.363	2515.244	2458.308	2433.949	3683.045	3626.447	3656.576	2686.118	2681.404	441.81	446.888	2653.378	376.285	2612.435	311.633	542.014	505.816	2650.124	417.329	2607.72	337.461	521.557	2629.751	2656.424	424.906	391.045	393.356	508.899	373.623	485.021	2631.266	497.33	2670.422	481.38	2657.791	2663.309	372.285	396.106	2629.156	437.097	2591.165	0.0	550.171	2653.095	525.024	2655.989	563.51	468.953	534.689	2673.753	2654.73	2637.878	292.18	345.099	493.799	2626.993	507.76	2683.672	2640.8	2619.338	2572.808	2589.007	2662.218	453.186	421.866	503.731	2589.316	2706.019	2674.598	2675.793	483.81	542.024	2673.439	2627.287	
SHH_INV_models43398.py	2129.287	3540.153	3552.612	2128.431	2144.803	2289.64	3488.861	3461.602	3594.271	3569.956	2214.333	3483.203	3467.04	3569.811	3442.613	2287.901	3613.436	2204.994	3530.548	2353.611	3598.183	2266.138	2164.392	2062.99	2282.279	3626.012	2330.351	3607.381	3596.041	3599.009	2459.115	2374.148	2312.041	3742.71	3688.543	3714.475	2587.619	2606.944	597.25	524.371	2719.765	442.885	2676.052	522.22	630.12	396.58	2692.177	493.65	2681.533	575.91	533.031	2682.758	2720.518	484.205	670.65	435.31	304.896	408.675	546.648	2694.521	506.794	2721.405	356.054	2714.956	2716.273	537.897	433.321	2676.851	425.744	2671.05	550.171	0.0	2695.16	379.005	2702.706	724.342	495.775	556.444	2733.697	2700.961	2696.726	567.017	639.583	574.392	2700.779	389.159	2732.173	2715.263	2680.122	2663.564	2661.947	2701.332	479.874	538.748	425.954	2681.589	2737.76	2723.505	2729.586	388.849	641.681	2716.113	2692.728	
SHH_INV_models11759.py	3475.98	2228.343	2227.967	3475.945	3489.441	3500.121	2144.689	2137.211	2272.386	2272.772	3541.218	2208.541	2141.4	2253.336	2076.725	3562.986	2290.79	3557.124	2260.351	3567.023	2329.934	3547.99	3458.3	3399.536	3533.022	2333.71	3604.122	2342.219	2328.447	2310.149	3641.21	3584.699	3508.239	2463.967	2475.67	2447.744	3754.416	3777.838	2656.654	2644.292	417.992	2655.268	412.088	2685.53	2644.166	2684.267	478.63	2644.619	449.154	2621.57	2661.156	385.127	453.968	2651.027	2625.197	2620.477	2664.918	2631.686	2703.2	437.52	2638.065	447.615	2659.752	569.484	470.351	2648.069	2671.319	440.131	2679.246	509.538	2653.095	2695.16	0.0	2709.553	450.881	2644.378	2643.99	2614.689	538.846	468.575	506.586	2644.195	2677.13	2644.561	540.111	2680.473	621.652	550.954	373.002	593.376	450.786	391.542	2620.886	2644.497	2632.844	615.872	466.96	542.233	582.916	2682.499	2649.937	442.473	495.875	
SHH_INV_models2647.py	2161.68	3533.321	3550.163	2149.938	2210.524	2307.489	3492.218	3456.262	3584.95	3560.605	2255.945	3486.036	3465.341	3564.55	3441.721	2327.978	3601.518	2231.287	3558.059	2382.654	3619.285	2300.296	2177.376	2107.59	2323.617	3616.774	2361.602	3595.415	3575.495	3612.104	2467.317	2411.493	2341.803	3757.532	3706.654	3723.531	2623.122	2640.381	527.245	561.883	2722.228	429.686	2679.827	478.077	624.963	364.721	2683.48	455.086	2683.011	601.931	611.171	2681.423	2715.912	473.614	655.783	452.46	475.496	448.732	459.239	2700.323	438.947	2709.628	391.141	2698.569	2707.256	530.267	424.448	2678.562	434.396	2660.518	525.024	379.005	2709.553	0.0	2696.594	691.168	475.707	616.625	2720.914	2692.213	2686.942	555.006	531.359	494.597	2693.003	367.37	2716.29	2698.589	2679.885	2648.215	2671.4	2704.231	442.038	586.272	510.33	2663.329	2731.785	2718.075	2713.058	343.028	638.012	2722.572	2696.831	
SHH_INV_models10289.py	3457.426	2253.916	2259.17	3453.248	3483.209	3462.521	2208.016	2193.859	2309.44	2291.615	3528.474	2276.861	2223.043	2282.732	2146.561	3542.902	2330.629	3555.172	2376.215	3548.356	2446.436	3537.892	3433.713	3375.089	3520.834	2354.666	3591.926	2364.253	2354.022	2388.532	3623.809	3573.316	3505.149	2557.786	2582.885	2527.23	3729.389	3779.416	2631.957	2635.389	453.764	2650.451	453.539	2681.94	2623.968	2678.692	335.556	2634.191	453.88	2611.21	2658.518	465.697	369.128	2639.744	2610.968	2625.15	2675.361	2639.515	2686.924	480.781	2613.737	430.46	2650.236	335.343	350.205	2655.696	2659.067	445.042	2679.164	575.818	2655.989	2702.706	450.881	2696.594	0.0	2616.847	2639.634	2597.739	480.974	355.864	516.492	2640.11	2647.794	2629.021	418.833	2680.009	397.214	464.436	516.578	587.272	508.244	368.787	2614.711	2637.469	2621.234	532.679	479.533	343.738	447.249	2687.43	2617.912	473.236	502.165	
SHH_INV_models36537.py	2256.261	3515.388	3540.226	2231.467	2320.754	2227.722	3477.066	3445.174	3564.263	3554.691	2352.535	3487.291	3474.179	3565.407	3407.969	2307.66	3598.475	2336.012	3514.079	2335.745	3575.262	2377.434	2263.047	2113.629	2367.9	3593.727	2377.959	3575.454	3565.641	3573.752	2411.024	2381.462	2459.247	3665.188	3643.645	3677.051	2583.801	2626.254	308.855	441.505	2634.457	510.262	2595.373	606.534	364.451	632.534	2625.643	451.857	2599.78	478.123	498.676	2615.55	2639.667	383.27	469.056	467.962	697.35	553.429	573.141	2619.9	512.016	2671.25	593.269	2632.496	2646.069	456.416	668.205	2618.921	597.819	2596.043	563.51	724.342	2644.378	691.168	2616.847	0.0	423.604	555.496	2655.14	2609.277	2621.695	635.498	525.159	398.253	2591.261	534.938	2657.297	2619.544	2597.133	2596.77	2601.512	2633.685	584.036	611.69	577.493	2603.678	2701.855	2644.663	2674.914	636.672	349.041	2653.988	2626.457	
SHH_INV_models15545.py	2143.758	3511.393	3532.401	2131.94	2193.016	2195.79	3461.193	3437.437	3559.954	3544.431	2234.868	3466.71	3441.531	3550.436	3404.612	2243.376	3589.283	2214.285	3504.934	2278.298	3567.58	2266.011	2170.086	2050.081	2266.619	3593.477	2284.787	3567.858	3555.852	3572.279	2358.484	2306.497	2336.567	3683.366	3651.555	3681.016	2528.458	2536.136	376.84	389.149	2652.395	342.53	2613.19	477.49	339.652	429.411	2639.409	311.883	2613.633	428.569	381.548	2620.853	2658.545	364.204	487.311	360.55	473.436	395.943	515.028	2630.287	378.106	2665.745	396.204	2653.943	2660.007	403.432	483.66	2631.887	442.099	2605.391	468.953	495.775	2643.99	475.707	2639.634	423.604	0.0	461.019	2665.664	2624.747	2630.741	548.44	524.601	303.025	2627.622	326.029	2673.163	2640.5	2603.225	2597.491	2607.642	2649.408	428.34	533.954	407.149	2609.33	2698.978	2667.272	2682.737	424.689	434.421	2666.657	2639.905	
SHH_INV_models6069.py	2217.558	3517.282	3537.994	2220.96	2224.077	2256.279	3462.368	3447.265	3572.257	3560.337	2269.295	3463.853	3439.034	3565.398	3394.926	2303.327	3593.741	2274.497	3494.275	2351.108	3569.611	2298.401	2234.95	2112.479	2312.651	3593.924	2371.78	3595.322	3592.732	3576.346	2453.388	2371.831	2414.89	3707.532	3672.582	3676.412	2568.999	2596.715	449.82	377.505	2619.336	479.199	2590.093	574.88	394.194	477.422	2613.521	429.42	2588.744	515.522	362.794	2585.921	2602.589	449.508	483.681	435.799	454.956	417.012	613.47	2602.307	388.238	2640.299	472.548	2621.399	2634.764	498.15	578.319	2589.811	506.53	2582.7	534.689	556.444	2614.689	616.625	2597.739	555.496	461.019	0.0	2659.314	2604.177	2634.2	519.921	567.271	519.851	2599.833	546.63	2648.645	2625.572	2585.752	2573.127	2557.271	2606.932	438.42	572.733	359.175	2577.25	2665.04	2632.978	2633.805	568.441	358.082	2655.593	2591.595	
SHH_INV_models7085.py	3483.956	2111.981	2118.786	3481.0	3521.269	3502.063	2111.696	2062.971	2141.427	2147.643	3564.182	2154.112	2126.274	2157.631	2044.57	3587.758	2180.593	3582.945	2305.37	3583.529	2333.282	3563.923	3448.179	3415.891	3543.416	2214.609	3621.279	2204.331	2175.767	2254.472	3657.9	3618.253	3502.6	2453.528	2443.189	2412.614	3782.899	3822.317	2662.316	2682.067	469.348	2683.124	481.937	2711.276	2668.196	2721.401	457.398	2653.831	522.335	2647.302	2708.782	601.807	558.92	2675.254	2653.703	2659.514	2724.306	2672.476	2717.09	628.306	2656.87	498.091	2672.781	391.112	395.957	2685.801	2687.479	577.799	2708.524	528.468	2673.753	2733.697	538.846	2720.914	480.974	2655.14	2665.664	2659.314	0.0	549.626	322.687	2674.467	2674.21	2645.241	506.326	2699.176	430.643	449.859	534.326	606.567	667.66	461.037	2642.183	2681.538	2664.801	624.243	485.749	522.658	557.358	2708.822	2666.491	406.747	680.283	
SHH_INV_models8640.py	3452.35	2299.806	2294.593	3446.086	3481.561	3457.31	2207.767	2203.757	2351.877	2313.058	3515.594	2309.377	2240.919	2296.679	2179.569	3524.581	2375.84	3542.968	2383.133	3525.189	2464.07	3533.219	3438.88	3380.568	3510.493	2413.396	3568.448	2382.901	2370.413	2425.941	3591.485	3547.587	3495.737	2550.771	2587.995	2570.824	3701.038	3742.658	2636.001	2629.312	540.67	2646.606	525.674	2681.52	2615.851	2678.014	390.448	2635.788	442.183	2599.984	2654.854	494.557	541.53	2632.667	2611.468	2617.595	2675.821	2639.785	2694.534	470.222	2609.72	487.301	2650.185	457.557	437.645	2651.409	2651.082	525.295	2684.099	619.838	2654.73	2700.961	468.575	2692.213	355.864	2609.277	2624.747	2604.177	549.626	0.0	534.43	2643.97	2653.666	2625.721	507.327	2669.407	451.178	513.745	482.49	633.869	564.42	459.444	2616.664	2627.248	2624.295	578.648	543.593	406.373	620.776	2686.292	2618.855	519.398	568.425	
SHH_INV_models38269.py	3469.109	2174.905	2166.563	3454.976	3506.781	3494.095	2154.656	2113.458	2176.781	2187.894	3555.282	2200.694	2167.067	2204.765	2085.539	3573.865	2222.753	3574.1	2305.082	3571.01	2335.266	3564.047	3442.017	3395.498	3540.679	2255.365	3604.397	2249.048	2223.216	2264.867	3640.11	3600.43	3491.644	2437.579	2427.446	2413.387	3777.362	3810.295	2634.864	2640.922	477.229	2646.103	407.143	2668.842	2635.484	2683.15	413.705	2628.935	539.172	2610.55	2673.603	531.75	582.564	2640.05	2620.532	2614.993	2687.61	2632.882	2672.799	547.708	2620.757	466.896	2647.73	473.284	354.568	2644.029	2657.688	490.915	2677.994	532.188	2637.878	2696.726	506.586	2686.942	516.492	2621.695	2630.741	2634.2	322.687	534.43	0.0	2636.733	2648.534	2618.012	416.146	2665.465	489.54	377.385	436.014	530.774	630.472	461.106	2612.971	2634.401	2635.695	566.072	504.399	566.555	574.87	2680.492	2641.449	327.247	607.845	
SHH_INV_models34908.py	2271.776	3503.034	3529.515	2262.044	2311.838	2356.153	3458.694	3431.676	3559.972	3547.467	2373.029	3449.408	3425.557	3553.408	3392.621	2392.166	3587.059	2343.472	3499.336	2447.148	3566.967	2359.697	2296.577	2166.468	2413.095	3579.444	2423.186	3572.737	3555.187	3576.733	2519.165	2452.768	2447.882	3703.572	3662.663	3679.821	2676.679	2674.034	498.074	439.306	2654.569	404.517	2615.977	371.785	551.663	511.396	2641.281	504.426	2598.426	395.133	506.932	2619.021	2652.162	452.833	385.16	415.196	506.747	385.214	564.736	2619.181	458.275	2655.374	507.433	2654.408	2656.732	449.637	444.772	2624.104	445.379	2585.96	292.18	567.017	2644.195	555.006	2640.11	635.498	548.44	519.921	2674.467	2643.97	2636.733	0.0	395.942	570.238	2628.448	558.533	2674.562	2641.12	2608.574	2566.049	2581.79	2649.558	428.347	405.852	512.694	2580.394	2689.339	2662.552	2662.706	566.471	547.777	2669.557	2616.984	
SHH_INV_models3099.py	2245.922	3503.381	3532.471	2225.138	2311.322	2294.281	3482.488	3439.704	3558.107	3548.704	2344.504	3468.601	3456.585	3559.418	3409.667	2350.395	3588.509	2325.859	3533.449	2403.92	3590.978	2323.059	2244.188	2128.036	2380.562	3576.417	2402.498	3569.222	3545.892	3587.509	2472.94	2442.428	2420.505	3712.089	3670.695	3691.062	2638.386	2674.829	377.648	527.731	2660.456	478.572	2624.594	355.276	513.63	560.51	2649.821	454.693	2615.052	378.491	594.355	2644.932	2662.819	469.791	387.6	514.996	641.867	509.357	489.1	2645.221	470.358	2689.48	525.788	2640.935	2663.68	489.101	459.567	2636.357	513.652	2594.874	345.099	639.583	2677.13	531.359	2647.794	525.159	524.601	567.271	2674.21	2653.666	2648.534	395.942	0.0	468.376	2623.876	526.222	2672.042	2646.124	2639.739	2589.205	2606.155	2658.503	538.109	481.289	569.907	2599.996	2712.895	2668.483	2681.454	558.595	465.566	2686.765	2638.106	
SHH_INV_models368.py	2175.903	3499.57	3528.91	2156.585	2247.671	2218.776	3478.841	3434.273	3544.25	3544.018	2288.151	3467.896	3445.926	3556.246	3405.111	2277.898	3574.137	2249.015	3522.254	2313.367	3579.631	2299.802	2172.711	2068.895	2295.558	3577.849	2317.895	3563.732	3543.556	3575.711	2391.621	2354.68	2361.304	3690.901	3658.115	3678.761	2571.017	2597.149	282.776	475.829	2645.991	435.296	2599.822	516.868	394.175	504.237	2628.697	269.722	2612.157	465.957	479.515	2611.879	2643.502	395.759	481.974	409.02	600.979	457.971	491.879	2630.979	407.793	2663.848	420.058	2632.317	2649.155	430.43	553.375	2618.665	457.632	2579.041	493.799	574.392	2644.561	494.597	2629.021	398.253	303.025	519.851	2645.241	2625.721	2618.012	570.238	468.376	0.0	2609.838	340.891	2661.073	2624.416	2600.883	2589.339	2607.93	2633.269	430.859	602.604	488.751	2599.914	2682.436	2658.503	2663.931	440.855	425.789	2661.123	2634.353	
SHH_INV_models25902.py	3486.069	2252.034	2258.335	3465.33	3516.826	3478.781	2241.628	2211.56	2273.011	2291.635	3564.445	2286.056	2258.153	2306.761	2148.709	3566.756	2312.325	3590.576	2357.414	3571.098	2388.443	3570.124	3449.868	3386.2	3550.722	2321.294	3620.176	2335.441	2332.852	2338.251	3642.369	3606.978	3517.173	2486.328	2476.296	2446.179	3774.846	3815.471	2606.265	2615.563	398.715	2637.319	358.024	2654.685	2611.767	2668.676	435.207	2616.3	534.74	2594.719	2651.839	491.086	409.871	2624.51	2591.688	2603.807	2675.218	2623.471	2653.95	550.811	2610.101	547.731	2648.051	403.296	346.947	2623.8	2657.812	374.753	2672.86	567.112	2626.993	2700.779	540.111	2693.003	418.833	2591.261	2627.622	2599.833	506.326	507.327	416.146	2628.448	2623.876	2609.838	0.0	2669.42	505.729	307.764	498.504	500.982	525.468	474.509	2611.28	2619.238	2622.497	527.52	610.267	499.06	541.548	2679.896	2605.137	460.528	535.86	
SHH_INV_models24877.py	2122.465	3527.165	3547.682	2110.132	2182.555	2217.858	3488.94	3451.329	3577.068	3561.732	2231.422	3480.078	3463.958	3568.643	3434.66	2248.067	3601.174	2192.027	3543.187	2300.266	3597.303	2263.176	2147.596	2037.153	2271.219	3610.556	2290.093	3585.243	3571.499	3598.578	2379.2	2321.102	2330.857	3725.72	3681.467	3707.56	2547.77	2565.085	414.795	497.986	2692.383	423.38	2653.625	469.167	493.859	369.686	2670.693	335.685	2650.578	514.23	504.099	2660.241	2697.797	398.506	548.79	366.472	459.349	439.041	468.471	2676.058	408.359	2701.619	398.935	2686.114	2691.711	467.174	446.457	2662.242	379.255	2633.258	507.76	389.159	2680.473	367.37	2680.009	534.938	326.029	546.63	2699.176	2669.407	2665.465	558.533	526.222	340.891	2669.42	0.0	2703.137	2677.735	2649.145	2638.618	2649.029	2679.803	451.109	573.853	495.012	2651.716	2718.818	2697.98	2713.333	312.008	534.853	2701.512	2676.706	
SHH_INV_models26389.py	3465.505	2202.27	2192.431	3463.008	3501.395	3487.924	2167.898	2149.032	2251.113	2206.559	3544.347	2243.138	2220.902	2211.055	2159.869	3567.196	2270.34	3582.886	2424.578	3582.531	2453.039	3553.255	3439.813	3389.156	3539.654	2307.287	3614.568	2268.646	2271.415	2372.798	3653.108	3602.858	3506.973	2572.887	2555.614	2511.589	3763.831	3816.133	2665.195	2681.307	562.216	2682.239	582.845	2714.484	2662.843	2712.301	388.804	2664.124	535.636	2638.58	2714.489	675.904	586.052	2677.126	2655.736	2662.375	2713.808	2682.98	2713.861	657.706	2650.77	479.581	2679.954	327.999	311.19	2697.259	2677.548	607.323	2709.586	694.623	2683.672	2732.173	621.652	2716.29	397.214	2657.297	2673.163	2648.645	430.643	451.178	489.54	2674.562	2672.042	2661.073	505.729	2703.137	0.0	462.516	661.329	671.404	675.891	530.064	2648.901	2671.328	2656.449	616.718	511.753	268.186	508.784	2708.721	2660.643	482.531	700.205	
