	Six_zebra_models19141.py	Six_zebra_models30685.py	Six_zebra_models31521.py	Six_zebra_models5357.py	Six_zebra_models21964.py	Six_zebra_models33077.py	Six_zebra_models13971.py	Six_zebra_models31450.py	Six_zebra_models30077.py	Six_zebra_models40097.py	Six_zebra_models6232.py	Six_zebra_models11675.py	Six_zebra_models9809.py	Six_zebra_models16815.py	Six_zebra_models31407.py	Six_zebra_models31012.py	Six_zebra_models23934.py	Six_zebra_models32367.py	Six_zebra_models29975.py	Six_zebra_models41766.py	Six_zebra_models45108.py	Six_zebra_models10562.py	Six_zebra_models40274.py	Six_zebra_models20989.py	Six_zebra_models48603.py	Six_zebra_models18520.py	Six_zebra_models28610.py	Six_zebra_models6742.py	Six_zebra_models6845.py	Six_zebra_models44976.py	Six_zebra_models26549.py	Six_zebra_models15390.py	Six_zebra_models41230.py	Six_zebra_models13986.py	Six_zebra_models9343.py	Six_zebra_models32843.py	Six_zebra_models17723.py	Six_zebra_models48110.py	Six_zebra_models7301.py	Six_zebra_models8148.py	Six_zebra_models45514.py	Six_zebra_models6070.py	Six_zebra_models18265.py	Six_zebra_models3208.py	Six_zebra_models31570.py	Six_zebra_models26789.py	Six_zebra_models11849.py	Six_zebra_models26054.py	Six_zebra_models24118.py	Six_zebra_models8646.py	Six_zebra_models42748.py	Six_zebra_models19011.py	Six_zebra_models49458.py	Six_zebra_models47696.py	Six_zebra_models26526.py	Six_zebra_models48658.py	Six_zebra_models24181.py	Six_zebra_models39759.py	Six_zebra_models5087.py	Six_zebra_models8371.py	Six_zebra_models35233.py	Six_zebra_models6913.py	Six_zebra_models38315.py	Six_zebra_models40040.py	Six_zebra_models13643.py	Six_zebra_models43329.py	Six_zebra_models17323.py	Six_zebra_models48117.py	Six_zebra_models27030.py	Six_zebra_models7326.py	Six_zebra_models29145.py	Six_zebra_models6022.py	Six_zebra_models12459.py	Six_zebra_models30406.py	Six_zebra_models23632.py	Six_zebra_models47209.py	Six_zebra_models33241.py	Six_zebra_models49742.py	Six_zebra_models7675.py	Six_zebra_models33593.py	Six_zebra_models31239.py	Six_zebra_models41213.py	Six_zebra_models32405.py	Six_zebra_models19570.py	Six_zebra_models31567.py	Six_zebra_models32794.py	Six_zebra_models38753.py	Six_zebra_models70.py	Six_zebra_models39147.py	Six_zebra_models14045.py	Six_zebra_models40466.py	Six_zebra_models44165.py	Six_zebra_models44419.py	Six_zebra_models42684.py	Six_zebra_models47909.py	Six_zebra_models42582.py	Six_zebra_models7070.py	Six_zebra_models42418.py	Six_zebra_models30110.py	Six_zebra_models36599.py	Six_zebra_models41366.py	Six_zebra_models22688.py	Six_zebra_models8758.py	Six_zebra_models33742.py	Six_zebra_models13458.py	Six_zebra_models44763.py	Six_zebra_models44.py	Six_zebra_models39827.py	Six_zebra_models24276.py	Six_zebra_models34481.py	Six_zebra_models37407.py	Six_zebra_models48782.py	Six_zebra_models1567.py	Six_zebra_models35444.py	Six_zebra_models27943.py	Six_zebra_models688.py	Six_zebra_models49070.py	Six_zebra_models32355.py	Six_zebra_models17665.py	Six_zebra_models44006.py	Six_zebra_models45283.py	Six_zebra_models7937.py	Six_zebra_models46895.py	Six_zebra_models8788.py	Six_zebra_models34065.py	Six_zebra_models7436.py	Six_zebra_models16607.py	Six_zebra_models24449.py	Six_zebra_models44732.py	Six_zebra_models49145.py	Six_zebra_models43232.py	Six_zebra_models43305.py	Six_zebra_models27294.py	Six_zebra_models41696.py	Six_zebra_models19050.py	Six_zebra_models48514.py	Six_zebra_models12356.py	Six_zebra_models28341.py	Six_zebra_models39576.py	Six_zebra_models44714.py	Six_zebra_models814.py	Six_zebra_models11123.py	Six_zebra_models46800.py	Six_zebra_models44457.py	Six_zebra_models43140.py	Six_zebra_models23020.py	Six_zebra_models39091.py	Six_zebra_models36304.py	Six_zebra_models20028.py	Six_zebra_models49576.py	Six_zebra_models44432.py	Six_zebra_models10386.py	Six_zebra_models13485.py	Six_zebra_models28596.py	Six_zebra_models40470.py	Six_zebra_models45725.py	Six_zebra_models29901.py	Six_zebra_models46815.py	Six_zebra_models1011.py	Six_zebra_models30383.py	Six_zebra_models11801.py	Six_zebra_models25374.py	Six_zebra_models49388.py	Six_zebra_models30473.py	Six_zebra_models41232.py	Six_zebra_models30001.py	Six_zebra_models9215.py	Six_zebra_models26211.py	Six_zebra_models2299.py	Six_zebra_models17787.py	Six_zebra_models48389.py	Six_zebra_models19111.py	Six_zebra_models557.py	Six_zebra_models41516.py	Six_zebra_models19885.py	Six_zebra_models16368.py	Six_zebra_models43332.py	Six_zebra_models17743.py	Six_zebra_models20594.py	Six_zebra_models16120.py	Six_zebra_models21838.py	Six_zebra_models45198.py	Six_zebra_models9786.py	Six_zebra_models23434.py	Six_zebra_models23904.py	Six_zebra_models5319.py	Six_zebra_models19053.py	Six_zebra_models10463.py	Six_zebra_models15851.py	Six_zebra_models36984.py	Six_zebra_models861.py	Six_zebra_models23773.py	Six_zebra_models44090.py	Six_zebra_models10552.py	Six_zebra_models49499.py	Six_zebra_models13808.py	Six_zebra_models45324.py	Six_zebra_models48085.py	Six_zebra_models42190.py	Six_zebra_models23114.py	
Six_zebra_models28596.py	4105.996	2827.603	2754.012	4040.328	2827.824	2826.503	4146.203	3998.086	2969.118	3965.71	631.357	2941.469	4520.358	518.006	3086.225	4586.256	4750.113	460.125	4654.378	776.18	4592.749	4785.054	4771.158	529.624	702.39	4828.267	884.584	4455.005	4830.762	638.455	617.236	412.168	458.238	612.031	4625.71	4515.413	573.51	4889.069	4811.154	4805.219	456.718	4737.61	3913.422	589.961	415.391	296.703	4736.958	4833.01	4666.346	4548.403	551.183	461.459	4882.99	4768.341	1053.487	4713.264	573.944	402.26	388.003	384.198	4710.805	4571.157	799.418	559.65	4604.431	4513.883	4632.573	274.577	4665.523	4815.047	536.465	371.87	491.757	661.425	583.242	4753.437	4598.997	4810.844	851.131	528.017	609.388	447.737	581.79	696.518	4514.804	408.718	489.533	794.855	415.28	4824.372	599.064	4562.633	503.835	590.673	4731.399	592.88	4548.287	635.876	637.383	4915.372	616.083	4773.224	541.524	4649.515	343.007	379.846	4668.177	682.428	736.168	4809.332	4804.645	570.026	619.469	4893.553	4932.958	352.224	572.877	4546.6	310.966	628.359	655.392	324.611	4626.272	522.461	4697.338	557.33	4438.012	4842.153	273.378	4818.147	4893.08	599.586	609.177	4857.535	4561.293	352.527	342.658	669.522	4536.854	4750.434	452.621	4839.635	471.241	4725.414	4661.662	4723.768	420.832	4681.689	4809.786	500.604	474.433	608.67	761.911	0.0	395.58	765.942	4750.065	584.347	474.098	714.8	600.369	613.9	619.992	4647.779	4667.688	632.299	436.289	4534.74	4667.211	4571.558	4796.919	4799.07	4872.613	4886.33	4881.883	4898.99	411.444	470.308	4900.704	460.669	4607.486	661.995	371.015	394.07	612.064	414.761	4797.464	4592.156	555.012	4801.067	792.705	646.654	450.058	357.163	4740.481	4774.596	476.057	4685.609	353.902	4882.462	
Six_zebra_models40470.py	3999.123	2849.628	2781.28	3926.695	2836.568	2853.467	4039.327	3882.207	2969.147	3845.997	582.573	2947.354	4427.944	535.663	3098.792	4495.396	4663.908	620.114	4566.401	726.11	4495.363	4699.741	4684.502	529.414	783.973	4748.91	832.973	4381.06	4755.67	687.354	693.757	548.554	562.355	618.281	4526.448	4420.932	608.675	4813.366	4717.704	4724.895	377.144	4648.225	3803.295	651.073	413.444	517.517	4660.699	4747.268	4576.981	4452.64	572.283	583.051	4793.133	4688.992	1035.124	4628.116	447.758	508.374	533.54	379.583	4615.935	4480.14	682.971	552.333	4510.554	4423.102	4546.007	373.707	4569.789	4724.452	648.099	488.41	724.794	594.045	662.029	4665.84	4503.614	4720.744	830.701	476.468	492.546	440.593	551.082	582.297	4427.454	425.57	485.13	603.773	345.335	4737.708	530.519	4466.18	633.692	606.039	4653.441	589.438	4449.568	453.366	593.909	4825.856	585.413	4687.24	485.241	4550.676	330.856	497.917	4570.226	670.944	580.656	4709.813	4716.213	629.754	561.609	4803.01	4847.117	459.619	618.761	4448.323	262.288	411.947	473.331	354.522	4538.671	612.908	4611.09	653.392	4341.055	4748.934	286.388	4738.251	4803.274	452.989	565.964	4761.433	4467.47	311.262	376.209	689.833	4441.133	4661.848	366.22	4751.393	568.408	4631.014	4573.146	4636.588	451.809	4586.678	4711.769	539.947	378.692	436.979	695.701	395.58	0.0	568.503	4659.705	694.081	202.141	712.104	434.184	443.642	609.401	4560.919	4575.836	535.598	355.54	4451.103	4568.36	4470.099	4707.288	4705.298	4779.079	4799.605	4785.241	4824.164	303.025	439.008	4809.089	427.713	4507.88	494.71	334.858	248.694	709.327	643.89	4698.698	4494.254	352.373	4708.053	652.873	467.827	273.464	483.103	4646.955	4683.204	480.957	4587.328	282.082	4793.953	
Six_zebra_models45725.py	3884.878	2590.273	2516.631	3812.894	2571.62	2600.886	3938.149	3773.046	2691.04	3741.088	563.31	2663.768	4145.901	454.404	2827.029	4213.756	4377.918	694.272	4280.985	450.71	4213.258	4423.673	4396.216	748.872	744.484	4480.411	794.494	4117.252	4499.156	910.79	724.305	726.107	722.303	558.698	4277.851	4139.225	785.277	4556.753	4466.215	4473.659	511.53	4386.593	3711.035	890.935	528.079	664.337	4384.977	4490.963	4286.86	4180.519	620.461	902.652	4530.664	4412.76	730.26	4346.84	640.327	788.405	797.492	700.447	4339.495	4195.363	547.006	803.695	4224.326	4143.564	4262.735	702.883	4288.617	4456.631	878.348	842.215	969.219	556.258	938.235	4378.514	4225.671	4460.651	667.658	531.832	355.644	561.813	859.697	684.87	4168.366	716.535	680.095	430.894	613.261	4456.508	384.941	4203.619	756.536	728.42	4391.595	613.538	4191.357	358.305	927.207	4565.164	579.952	4410.807	796.062	4284.363	682.85	697.547	4291.668	861.063	524.326	4457.255	4442.234	967.502	702.92	4543.142	4584.556	867.976	654.939	4169.709	634.641	617.848	704.865	655.039	4260.069	724.928	4324.909	772.753	4056.348	4467.328	701.627	4461.32	4536.663	601.764	747.285	4506.444	4185.67	617.968	681.515	622.619	4163.886	4380.289	601.373	4483.397	947.474	4373.322	4292.403	4349.36	818.572	4306.467	4461.204	672.558	773.703	555.686	702.95	765.942	568.503	0.0	4389.31	789.742	531.881	719.742	491.566	779.29	697.236	4280.55	4317.554	649.938	627.616	4176.741	4292.858	4195.355	4426.748	4417.621	4520.709	4533.914	4532.742	4573.957	578.154	738.161	4545.734	538.983	4239.919	468.807	731.695	620.67	916.18	962.153	4447.679	4216.723	579.92	4423.436	743.503	480.892	476.003	889.474	4368.02	4394.934	795.872	4315.263	744.903	4527.254	
Six_zebra_models29901.py	2836.623	3889.265	3915.238	2896.95	3903.271	3970.965	2923.298	3002.704	3851.937	2932.316	4575.367	3772.384	742.452	4545.743	3834.464	471.219	550.393	4610.165	435.501	4441.849	760.337	602.079	541.54	4609.109	4537.687	620.774	4548.988	741.395	685.914	4667.023	4618.694	4692.407	4657.904	4506.493	638.729	583.483	4703.3	888.629	761.364	946.645	4637.378	625.603	3087.125	4693.103	4590.703	4670.007	649.447	681.993	459.199	531.471	4543.565	4756.503	764.589	760.365	4275.767	612.51	4655.614	4773.16	4732.153	4713.709	310.354	432.032	4390.263	4737.1	474.393	578.893	581.719	4654.805	538.401	702.573	4734.333	4733.874	4784.546	4525.003	4759.274	410.641	399.665	803.514	4521.392	4554.523	4493.797	4649.461	4662.257	4502.161	652.243	4704.804	4575.322	4361.469	4703.446	498.098	4477.454	411.814	4614.835	4564.692	798.545	4567.555	579.124	4466.11	4748.954	681.083	4509.665	864.118	4723.255	365.632	4667.883	4695.273	504.802	4759.983	4417.17	527.968	666.608	4781.874	4518.226	773.432	694.18	4792.326	4610.713	485.376	4693.446	4501.741	4554.251	4704.611	371.307	4563.724	398.657	4592.625	656.555	521.042	4702.067	467.687	659.495	4525.459	4545.586	523.472	728.82	4703.194	4752.736	4472.052	468.759	551.842	4637.747	628.888	4775.796	499.697	437.457	347.138	4783.635	441.903	518.828	4612.013	4721.255	4532.665	4421.328	4750.065	4659.705	4389.31	0.0	4588.95	4627.473	4492.387	4566.185	4677.068	4582.057	532.938	443.526	4548.32	4633.061	809.688	361.308	433.996	248.626	352.416	477.426	734.309	596.63	998.571	4694.516	4641.882	708.529	4668.089	385.347	4488.821	4671.945	4704.985	4787.343	4775.94	528.127	445.803	4538.764	348.902	4620.805	4508.414	4610.421	4773.765	314.042	401.821	4746.709	337.645	4767.979	479.374	
Six_zebra_models46815.py	4091.412	2674.405	2651.945	4008.634	2718.285	2718.84	4134.411	3962.075	2829.428	3926.829	907.145	2828.909	4356.174	608.346	2960.883	4420.59	4579.059	516.014	4480.838	891.142	4441.401	4620.031	4603.853	832.323	334.248	4670.804	1145.188	4318.177	4697.895	811.769	776.037	500.595	806.058	414.155	4472.921	4346.134	885.801	4758.149	4659.371	4650.351	765.286	4591.057	3879.088	899.416	394.645	541.069	4604.04	4690.12	4490.787	4386.607	234.029	883.66	4738.833	4592.457	770.917	4534.62	904.204	726.708	604.38	730.904	4542.192	4401.151	508.726	872.217	4435.362	4344.585	4458.479	583.823	4512.673	4666.174	840.13	742.844	747.611	420.358	832.75	4579.085	4427.307	4646.516	1028.139	367.921	572.967	649.962	716.754	720.834	4369.608	604.85	316.685	758.479	802.338	4664.901	728.869	4410.103	289.782	246.975	4567.586	324.903	4392.79	653.542	944.351	4774.941	325.693	4599.764	932.907	4492.136	526.529	690.424	4511.246	1026.177	561.849	4664.584	4638.372	858.395	359.548	4739.614	4775.625	821.557	429.362	4372.917	622.397	703.994	734.348	523.964	4457.452	232.199	4524.352	232.913	4268.194	4687.26	616.033	4650.963	4732.985	509.634	553.334	4711.569	4409.887	584.146	580.436	480.211	4370.319	4598.797	759.216	4678.61	842.792	4593.802	4486.746	4559.315	737.036	4518.062	4668.878	278.461	755.828	553.897	680.824	584.347	694.081	789.742	4588.95	0.0	683.559	338.03	588.636	892.877	318.001	4495.362	4529.324	431.107	460.022	4388.857	4498.967	4406.728	4626.0	4631.465	4729.463	4737.309	4733.918	4754.96	601.946	459.59	4734.743	647.051	4456.515	550.873	686.986	675.217	911.875	785.535	4657.137	4425.67	616.365	4622.912	1126.327	604.213	709.485	751.995	4576.744	4594.585	727.369	4520.891	715.858	4732.306	
Six_zebra_models1011.py	4032.534	2807.486	2745.668	3958.508	2790.044	2817.714	4073.351	3916.918	2918.093	3877.78	562.873	2909.403	4407.034	526.775	3053.706	4468.613	4638.901	582.646	4539.687	678.795	4474.692	4673.233	4660.856	498.659	716.637	4724.739	770.277	4363.598	4735.849	639.93	683.562	542.41	602.108	611.447	4492.458	4392.668	605.258	4793.019	4686.164	4699.495	397.601	4623.648	3840.688	626.809	419.81	550.849	4644.124	4720.243	4548.524	4426.119	555.173	621.078	4765.458	4665.845	964.1	4600.757	428.65	518.006	521.037	420.273	4587.356	4450.57	631.941	520.107	4483.548	4395.473	4523.594	394.352	4541.891	4694.603	647.132	518.547	740.663	554.549	634.728	4638.202	4472.957	4690.951	769.135	470.692	469.07	440.974	491.888	491.906	4403.554	414.225	478.882	535.33	401.47	4711.788	520.637	4433.72	613.72	557.306	4625.723	548.975	4420.053	444.695	566.636	4797.559	565.306	4668.175	498.882	4519.422	289.887	503.951	4543.248	636.221	538.395	4674.338	4690.907	612.08	511.695	4773.588	4818.236	519.039	571.202	4416.962	253.721	352.921	365.82	355.753	4509.45	600.434	4583.072	662.34	4311.742	4723.595	327.215	4712.338	4775.266	430.146	492.857	4729.447	4443.418	354.166	395.853	678.003	4409.551	4636.93	344.61	4718.821	585.997	4602.059	4544.486	4607.912	447.412	4558.949	4678.047	559.28	357.097	432.137	605.108	474.098	202.141	531.881	4627.473	683.559	0.0	696.635	417.871	398.981	585.278	4536.957	4544.003	505.452	362.046	4432.8	4537.634	4439.374	4679.227	4676.528	4747.728	4769.222	4751.524	4800.842	336.498	418.91	4777.12	388.454	4474.221	493.871	343.026	259.18	678.984	691.131	4665.094	4464.871	327.237	4678.995	617.942	462.273	373.484	503.461	4617.944	4654.29	495.15	4555.939	367.521	4765.028	
Six_zebra_models30383.py	4013.202	2696.527	2664.026	3932.379	2744.299	2749.269	4061.37	3878.334	2834.158	3849.393	971.83	2835.492	4260.83	660.545	2979.465	4327.141	4475.128	646.436	4383.707	903.153	4342.787	4516.332	4499.087	865.354	440.288	4568.007	1200.673	4230.603	4596.666	934.593	925.572	687.697	930.263	339.616	4376.438	4251.665	1012.167	4653.959	4553.744	4544.602	826.499	4488.653	3800.739	1004.153	457.622	674.095	4498.723	4585.691	4393.793	4293.418	267.803	1010.542	4630.746	4487.758	709.022	4433.611	965.757	887.839	773.042	842.114	4442.115	4307.672	285.375	993.717	4339.244	4251.852	4358.64	673.687	4414.996	4560.117	985.475	864.087	952.438	340.776	978.502	4475.429	4333.408	4540.819	1102.149	398.455	542.06	768.656	803.998	679.694	4280.217	734.475	322.865	599.827	876.134	4560.822	743.164	4319.04	461.762	287.667	4467.467	362.638	4296.667	554.088	1028.92	4669.389	261.628	4491.978	1009.249	4399.073	599.067	849.209	4415.901	1125.689	366.884	4565.069	4533.179	989.436	328.556	4632.562	4668.591	945.166	470.937	4278.104	674.554	641.554	707.483	657.142	4367.148	289.97	4430.449	259.965	4175.106	4582.337	682.37	4551.119	4626.13	412.471	541.098	4610.018	4319.101	683.29	706.214	348.964	4280.129	4499.745	764.057	4572.617	956.121	4500.17	4392.405	4459.326	874.797	4423.346	4569.591	334.277	844.864	449.521	575.097	714.8	712.104	719.742	4492.387	338.03	696.635	0.0	536.08	930.873	277.809	4402.99	4433.262	311.038	463.579	4300.38	4403.763	4311.208	4527.26	4528.095	4629.046	4632.226	4632.072	4648.47	653.95	523.325	4627.626	737.068	4365.303	428.339	723.748	761.79	1052.222	936.317	4559.948	4332.522	575.526	4522.294	1168.164	492.741	689.798	868.785	4481.503	4496.111	862.119	4427.198	802.773	4629.942	
Six_zebra_models11801.py	3979.102	2807.388	2745.911	3898.396	2811.371	2827.648	4022.151	3850.959	2920.204	3821.83	759.418	2910.145	4329.696	494.618	3056.095	4401.116	4564.048	690.278	4463.42	737.198	4404.55	4618.941	4584.262	781.173	666.422	4673.138	1042.29	4309.472	4698.49	942.521	832.382	674.935	790.079	373.497	4467.373	4320.471	848.909	4762.029	4661.909	4668.201	548.793	4588.18	3781.034	939.784	404.884	571.073	4587.465	4688.107	4465.44	4361.631	408.935	907.709	4732.525	4601.609	863.366	4532.27	704.856	726.78	735.212	677.155	4522.791	4376.158	462.568	813.419	4405.677	4324.247	4442.77	634.938	4480.796	4661.652	922.455	796.816	946.091	303.99	935.335	4562.161	4402.167	4652.645	914.983	384.357	270.401	552.915	802.32	671.615	4353.786	654.393	435.304	520.348	593.034	4649.192	531.535	4385.512	623.248	494.566	4584.302	339.294	4374.633	271.515	916.006	4768.485	383.837	4599.312	822.989	4463.747	500.208	664.5	4478.168	934.565	398.923	4649.135	4637.983	930.727	510.709	4741.145	4777.739	785.912	533.908	4344.014	497.516	529.417	631.005	530.498	4435.763	548.121	4500.504	517.364	4237.375	4664.857	553.258	4647.889	4732.454	341.994	617.321	4699.461	4375.88	440.122	499.139	554.079	4340.508	4568.064	595.22	4678.868	883.574	4570.464	4461.287	4538.244	725.244	4484.266	4651.856	443.97	703.508	243.994	690.101	600.369	434.184	491.566	4566.185	588.636	417.871	536.08	0.0	734.295	373.908	4465.986	4515.389	336.095	320.977	4366.477	4465.984	4373.356	4601.196	4611.52	4714.439	4738.19	4723.474	4773.28	288.063	569.883	4736.303	508.92	4426.775	245.68	584.623	499.531	937.992	931.273	4639.493	4396.777	500.526	4604.094	904.415	212.011	356.611	777.514	4547.45	4564.931	744.405	4490.049	600.42	4723.026	
Six_zebra_models25374.py	4077.474	2866.408	2823.54	4008.68	2854.678	2877.991	4111.374	3973.007	2996.191	3920.74	604.688	2983.518	4478.018	784.657	3135.728	4529.974	4710.745	734.765	4608.943	877.582	4538.232	4734.338	4735.054	417.793	914.398	4783.027	703.744	4427.095	4783.224	482.899	725.296	690.205	583.892	907.928	4515.883	4458.558	511.594	4836.541	4711.649	4743.913	528.605	4662.766	3891.295	485.551	641.476	726.415	4704.381	4754.162	4622.126	4481.578	790.912	504.51	4799.689	4736.162	1211.569	4674.34	366.622	540.089	548.745	402.088	4639.323	4515.952	872.93	401.795	4549.248	4464.035	4601.208	506.44	4593.686	4734.076	594.469	437.076	730.728	865.771	505.361	4710.581	4530.345	4736.555	872.371	700.952	750.451	594.708	378.532	449.036	4451.694	436.952	717.738	723.669	470.734	4773.853	786.361	4473.386	804.484	771.365	4680.043	837.498	4460.171	730.364	303.686	4828.835	840.774	4741.103	331.743	4561.201	472.177	638.042	4595.398	529.964	777.95	4692.666	4751.072	424.574	690.491	4809.922	4860.318	466.706	831.554	4481.78	418.322	436.322	339.924	567.442	4572.637	808.824	4651.356	900.467	4383.357	4779.79	468.365	4778.636	4816.612	643.069	532.741	4751.316	4505.474	558.686	601.146	958.586	4471.705	4693.065	476.142	4762.19	410.0	4626.185	4616.387	4674.354	450.073	4617.181	4695.59	833.732	292.921	719.756	748.695	613.9	443.642	779.29	4677.068	892.877	398.981	930.873	734.295	0.0	849.902	4593.066	4576.346	792.752	593.27	4497.297	4592.037	4496.337	4741.035	4737.376	4774.445	4801.744	4771.72	4841.488	593.73	520.333	4817.159	632.799	4512.63	798.887	423.589	460.878	629.396	673.955	4680.287	4522.265	452.882	4745.382	482.891	725.957	626.555	444.196	4673.418	4726.926	456.653	4602.586	424.35	4805.14	
Six_zebra_models49388.py	4064.616	2764.943	2729.715	3978.66	2798.477	2805.278	4107.65	3927.397	2902.321	3897.501	909.236	2905.646	4353.287	593.834	3044.021	4418.629	4575.724	615.996	4477.672	870.132	4433.729	4626.674	4599.122	847.186	439.933	4679.952	1166.866	4331.065	4711.601	912.452	864.523	614.729	872.278	303.308	4479.59	4340.339	933.338	4772.184	4668.305	4667.526	726.287	4602.079	3850.125	967.539	383.813	585.386	4606.988	4697.652	4483.023	4383.991	203.349	955.852	4744.252	4602.109	799.193	4539.226	875.888	772.076	694.493	750.216	4537.079	4394.027	366.582	897.943	4427.43	4342.044	4456.497	635.057	4505.019	4671.901	930.485	813.522	895.139	223.158	919.348	4574.307	4418.671	4656.667	1044.837	319.157	446.749	663.785	768.853	680.375	4375.731	652.28	275.861	640.728	767.561	4663.186	706.334	4406.453	437.305	228.778	4583.519	199.627	4393.667	501.969	966.994	4780.852	232.362	4605.633	938.96	4484.62	503.15	749.834	4502.327	1036.651	402.076	4664.334	4645.876	926.89	334.791	4747.983	4782.194	855.993	408.981	4364.323	571.285	616.909	666.202	548.016	4452.777	321.989	4516.985	260.56	4260.881	4683.571	601.376	4656.294	4739.737	355.362	534.829	4713.611	4406.392	532.111	551.966	445.524	4363.101	4590.484	701.563	4684.404	904.345	4593.677	4478.484	4555.389	763.57	4505.989	4669.248	267.331	755.464	346.201	645.759	619.992	609.401	697.236	4582.057	318.001	585.278	277.809	373.908	849.902	0.0	4489.299	4533.164	215.73	331.691	4394.205	4485.739	4397.778	4616.503	4626.51	4730.236	4745.3	4736.208	4772.261	472.209	481.483	4740.534	618.752	4450.089	363.719	656.086	627.358	963.557	897.843	4656.502	4418.749	555.511	4617.009	1100.055	401.109	604.446	797.722	4566.575	4583.132	773.786	4509.088	692.827	4735.871	
Six_zebra_models30473.py	2626.293	3938.656	3957.022	2698.12	3950.649	4011.744	2725.505	2818.615	3914.745	2738.676	4463.7	3819.999	500.363	4436.914	3900.336	367.588	579.916	4519.226	462.773	4337.593	452.303	848.964	579.602	4529.231	4449.002	859.55	4454.604	693.559	897.475	4589.932	4510.282	4594.928	4545.819	4407.665	847.76	409.522	4592.93	1037.72	1021.185	1171.917	4525.578	825.047	2903.553	4610.898	4488.868	4560.583	626.62	901.835	440.292	488.361	4447.396	4659.373	976.148	892.487	4192.66	842.591	4550.38	4666.062	4636.846	4607.605	409.9	394.65	4302.552	4637.837	337.833	596.488	590.595	4566.979	360.601	910.657	4639.799	4644.263	4688.672	4430.515	4673.196	601.444	398.157	1069.879	4416.305	4449.71	4385.166	4539.54	4591.006	4426.611	614.667	4607.873	4491.793	4276.97	4588.644	646.707	4369.905	503.69	4527.389	4482.268	1046.297	4468.491	682.025	4367.398	4666.111	940.688	4413.218	879.835	4626.573	363.473	4584.975	4587.676	223.838	4659.611	4328.418	816.071	940.336	4696.916	4438.954	1063.267	1012.189	4693.879	4521.847	580.208	4599.504	4425.504	4483.929	4608.855	493.035	4475.227	379.014	4501.797	577.722	628.197	4611.35	769.593	970.921	4439.428	4473.429	835.054	438.186	4593.821	4647.093	4378.486	547.674	360.652	4548.988	961.871	4689.898	568.585	598.122	531.365	4688.078	233.617	794.81	4512.531	4633.789	4442.032	4355.115	4647.779	4560.919	4280.55	532.938	4495.362	4536.957	4402.99	4465.986	4593.066	4489.299	0.0	743.721	4463.554	4539.269	589.481	348.822	535.181	450.094	594.156	771.983	984.728	919.519	1199.706	4587.486	4558.424	1063.024	4562.672	453.928	4387.847	4589.375	4602.567	4692.123	4684.659	756.973	424.929	4451.72	618.724	4516.184	4409.864	4500.841	4687.415	314.999	533.22	4648.021	344.171	4667.881	813.892	
Six_zebra_models41232.py	2739.074	3854.79	3888.997	2800.216	3873.209	3944.373	2818.77	2891.608	3825.606	2825.812	4484.45	3749.541	839.91	4480.014	3819.01	620.641	712.773	4527.218	646.155	4367.194	855.911	583.052	714.431	4503.736	4472.803	588.45	4437.386	670.647	570.031	4553.039	4531.121	4610.591	4562.888	4456.28	376.046	695.78	4604.737	778.017	525.671	757.38	4557.505	437.561	2964.584	4575.939	4522.219	4602.067	686.572	543.858	723.054	614.788	4486.409	4645.909	647.918	775.807	4209.758	658.724	4559.602	4687.935	4642.365	4620.331	514.716	651.122	4328.93	4638.198	693.419	667.205	712.814	4558.602	688.158	590.068	4628.967	4629.001	4684.961	4476.19	4650.899	622.229	615.33	654.819	4437.732	4490.223	4435.371	4574.331	4556.612	4408.986	595.942	4614.896	4508.521	4280.451	4617.804	632.492	4403.349	428.257	4544.367	4501.926	661.089	4518.092	474.013	4404.633	4636.22	554.356	4453.326	886.638	4616.004	508.887	4586.349	4612.608	686.816	4655.412	4349.881	356.158	610.163	4671.813	4446.272	625.961	619.878	4692.993	4544.376	638.117	4609.528	4413.569	4459.775	4624.629	611.331	4495.424	708.372	4536.905	754.019	646.332	4615.06	577.153	584.275	4460.513	4462.25	383.05	834.14	4632.572	4681.522	4404.97	625.307	753.508	4545.283	525.033	4666.839	443.983	687.994	563.736	4690.397	710.244	342.88	4550.048	4623.228	4474.075	4329.937	4667.688	4575.836	4317.554	443.526	4529.324	4544.003	4433.262	4515.389	4576.346	4533.164	743.721	0.0	4493.668	4569.614	867.308	640.258	568.065	622.987	567.011	413.246	639.665	452.919	850.528	4634.472	4557.097	603.802	4592.602	486.576	4431.763	4581.376	4624.537	4687.24	4666.133	389.708	612.461	4448.051	615.011	4514.589	4452.182	4539.379	4673.919	623.966	746.977	4652.526	612.472	4681.693	468.232	
