	Six_zebra_models13971.py	Six_zebra_models19141.py	Six_zebra_models5357.py	Six_zebra_models18265.py	Six_zebra_models31450.py	Six_zebra_models40097.py	Six_zebra_models48110.py	Six_zebra_models16368.py	Six_zebra_models8148.py	Six_zebra_models47909.py	Six_zebra_models47696.py	Six_zebra_models22688.py	Six_zebra_models48658.py	Six_zebra_models6070.py	Six_zebra_models49145.py	Six_zebra_models37407.py	Six_zebra_models10562.py	Six_zebra_models18520.py	Six_zebra_models19053.py	Six_zebra_models34481.py	Six_zebra_models20028.py	Six_zebra_models23114.py	Six_zebra_models19885.py	Six_zebra_models41696.py	Six_zebra_models557.py	Six_zebra_models36599.py	Six_zebra_models49458.py	Six_zebra_models41516.py	Six_zebra_models11123.py	Six_zebra_models27943.py	Six_zebra_models43232.py	Six_zebra_models35444.py	Six_zebra_models20594.py	Six_zebra_models7301.py	Six_zebra_models49742.py	Six_zebra_models6845.py	Six_zebra_models26054.py	Six_zebra_models7326.py	Six_zebra_models31012.py	Six_zebra_models13643.py	Six_zebra_models6913.py	Six_zebra_models33241.py	Six_zebra_models10463.py	Six_zebra_models32843.py	Six_zebra_models43329.py	Six_zebra_models8646.py	Six_zebra_models17787.py	Six_zebra_models32355.py	Six_zebra_models39576.py	Six_zebra_models17323.py	Six_zebra_models46895.py	Six_zebra_models43140.py	Six_zebra_models29975.py	Six_zebra_models24118.py	Six_zebra_models34065.py	Six_zebra_models27030.py	Six_zebra_models44714.py	Six_zebra_models44165.py	Six_zebra_models33742.py	Six_zebra_models21838.py	Six_zebra_models49499.py	Six_zebra_models44.py	Six_zebra_models30473.py	Six_zebra_models36304.py	Six_zebra_models2299.py	Six_zebra_models48085.py	Six_zebra_models16607.py	Six_zebra_models45108.py	Six_zebra_models9809.py	Six_zebra_models19050.py	Six_zebra_models26211.py	Six_zebra_models6742.py	Six_zebra_models31567.py	Six_zebra_models7070.py	Six_zebra_models44457.py	Six_zebra_models9343.py	Six_zebra_models41232.py	Six_zebra_models48389.py	Six_zebra_models13808.py	Six_zebra_models19111.py	Six_zebra_models36984.py	Six_zebra_models47209.py	Six_zebra_models23020.py	Six_zebra_models35233.py	Six_zebra_models29901.py	Six_zebra_models11849.py	Six_zebra_models23934.py	Six_zebra_models40274.py	Six_zebra_models14045.py	Six_zebra_models24449.py	
Six_zebra_models27030.py	2715.321	3857.386	3900.811	2747.41	3893.289	3957.62	2790.765	2820.318	3830.313	2775.671	4550.716	3768.338	714.391	4499.514	3818.804	589.234	474.592	4565.415	463.625	4405.833	873.07	301.586	477.757	4598.407	4483.474	383.449	4537.006	639.068	574.487	4643.486	4576.922	4641.1	4626.946	4456.253	672.208	665.196	4678.687	783.675	669.505	619.097	4609.597	533.024	2895.828	4664.863	4550.455	4635.415	706.746	688.117	522.152	650.942	4497.85	4732.142	735.106	370.225	4193.86	0.0	4637.444	4743.949	4696.357	4685.484	577.98	618.659	4337.531	4717.939	639.609	548.15	438.883	4612.864	815.515	655.874	4699.444	4704.33	4738.741	4477.788	4731.152	353.522	662.636	496.695	4490.121	4512.055	4449.899	4615.141	4641.037	4489.464	714.267	4675.044	4533.451	4325.385	4676.357	522.486	
Six_zebra_models44714.py	4045.814	2767.82	2703.168	3979.71	2743.152	2770.054	4084.646	3946.14	2891.091	3897.693	316.924	2870.17	4428.205	602.869	3020.829	4490.46	4666.993	668.75	4567.353	659.243	4487.928	4698.876	4687.947	477.088	899.583	4750.241	506.828	4378.052	4750.686	554.393	509.662	603.714	366.892	859.213	4510.715	4420.383	296.164	4799.272	4702.845	4722.391	277.984	4637.179	3864.388	459.138	606.061	613.37	4655.375	4733.37	4577.527	4451.87	788.773	448.874	4774.997	4697.984	1119.009	4637.444	0.0	405.609	505.834	316.125	4614.491	4476.876	892.273	274.566	4508.965	4427.994	4560.242	507.036	4553.222	4706.484	499.594	444.989	650.369	844.049	500.831	4670.781	4502.565	4717.14	602.579	698.534	651.845	414.747	570.45	619.513	4421.407	468.277	783.866	753.018	252.759	4733.507	
Six_zebra_models44165.py	4181.932	2769.807	2712.832	4110.491	2758.512	2765.286	4219.497	4075.376	2913.404	4027.096	447.524	2899.109	4542.258	549.383	3035.501	4603.608	4781.352	495.313	4678.132	731.291	4614.349	4815.079	4804.092	574.61	752.502	4865.109	691.708	4489.207	4870.26	512.686	410.608	347.176	358.427	802.386	4638.362	4534.704	299.01	4924.626	4832.846	4837.904	384.985	4762.498	3984.639	462.703	508.121	427.382	4777.652	4863.451	4686.986	4565.428	687.004	390.084	4909.363	4803.561	1098.807	4743.949	405.609	0.0	231.29	248.757	4732.874	4587.183	909.664	277.522	4620.721	4533.024	4665.777	411.393	4682.097	4836.938	320.052	366.148	372.737	788.341	363.628	4783.029	4613.614	4837.991	674.326	630.922	697.961	357.519	549.667	725.048	4536.902	302.552	691.531	908.37	336.978	4855.428	
Six_zebra_models33742.py	4191.074	2708.363	2665.095	4118.859	2711.017	2716.672	4230.017	4080.589	2861.359	4034.953	531.071	2853.844	4512.013	553.055	2989.106	4567.375	4740.059	369.101	4639.526	747.007	4586.023	4765.969	4764.734	515.262	612.988	4815.294	733.757	4452.452	4822.1	405.173	424.262	244.162	413.883	746.958	4589.901	4501.006	399.633	4875.717	4779.195	4781.053	475.749	4714.596	3990.433	424.2	442.346	414.196	4737.389	4812.797	4652.241	4530.569	594.282	411.197	4859.958	4752.741	1015.359	4696.357	505.834	231.29	0.0	314.185	4691.589	4552.476	820.344	361.675	4588.631	4496.763	4626.613	313.696	4648.426	4786.857	295.686	316.219	299.192	732.43	301.521	4741.289	4577.924	4783.724	734.029	566.686	699.653	410.21	434.104	638.537	4500.775	232.495	580.756	856.178	462.106	4812.671	
Six_zebra_models21838.py	4087.889	2785.502	2730.853	4015.477	2775.538	2786.872	4125.09	3979.404	2931.2	3933.271	432.279	2906.674	4483.421	582.492	3057.624	4544.857	4720.063	539.952	4620.552	725.65	4549.844	4751.105	4742.242	484.369	777.752	4800.164	668.584	4428.292	4802.862	463.822	459.401	427.333	321.728	772.543	4569.558	4476.954	297.936	4854.047	4760.634	4770.711	336.068	4692.91	3893.067	433.596	466.402	473.025	4710.724	4791.957	4633.175	4506.993	659.095	340.911	4836.815	4741.367	1105.251	4685.484	316.125	248.757	314.185	0.0	4669.677	4532.345	840.005	302.605	4565.144	4478.114	4608.0	351.196	4618.481	4766.545	380.76	290.216	476.525	770.016	395.23	4724.802	4556.816	4770.714	716.075	559.102	636.476	370.232	462.771	594.908	4475.644	256.639	640.407	789.186	256.065	4790.549	
Six_zebra_models49499.py	2688.93	3927.589	3957.929	2748.125	3944.174	4011.692	2785.519	2858.023	3897.133	2787.747	4533.66	3817.633	566.044	4503.039	3887.539	297.875	379.36	4571.886	296.942	4403.005	554.133	535.802	398.426	4576.4	4493.247	568.867	4515.558	667.365	653.128	4630.746	4576.23	4649.834	4616.075	4461.614	598.164	436.892	4661.476	791.053	718.455	880.406	4594.962	556.009	2949.64	4658.7	4543.982	4630.199	512.911	614.152	380.025	461.66	4496.698	4720.197	688.329	624.184	4231.323	577.98	4614.491	4732.874	4691.589	4669.677	0.0	359.28	4340.297	4698.249	380.377	540.129	486.463	4615.742	358.098	610.168	4696.556	4696.211	4746.976	4479.687	4722.387	370.703	337.027	754.166	4485.727	4503.277	4446.191	4605.872	4625.375	4462.139	604.779	4660.771	4532.523	4316.138	4659.375	388.574	
Six_zebra_models44.py	2692.87	3794.03	3824.91	2738.84	3810.635	3879.193	2784.465	2842.703	3766.162	2759.614	4390.157	3689.829	453.874	4349.79	3753.984	190.624	500.669	4429.222	244.95	4250.795	555.659	706.775	512.44	4451.649	4348.825	766.063	4379.159	605.026	877.97	4504.887	4426.724	4503.912	4476.241	4314.597	723.919	286.333	4521.007	1043.162	938.672	1058.166	4449.838	763.513	2914.238	4529.861	4402.058	4481.699	703.592	875.448	244.946	366.783	4355.572	4588.819	958.767	759.144	4080.434	618.659	4476.876	4587.183	4552.476	4532.345	359.28	0.0	4205.302	4560.28	227.176	328.891	423.578	4481.581	473.007	852.767	4559.152	4567.416	4606.495	4332.606	4589.618	445.937	167.151	933.542	4333.503	4363.14	4297.628	4457.855	4503.199	4343.177	551.493	4526.401	4398.031	4189.263	4517.477	612.736	
Six_zebra_models30473.py	3939.311	2646.157	2613.74	3857.982	2680.668	2699.454	3988.574	3804.113	2770.166	3774.684	895.715	2773.524	4160.819	628.334	2924.54	4225.86	4377.681	702.501	4284.213	805.019	4238.96	4418.583	4400.37	846.345	507.93	4474.04	1113.571	4137.87	4504.615	944.147	908.766	746.457	927.054	380.449	4273.726	4149.752	987.481	4561.082	4454.839	4454.712	769.062	4389.026	3733.369	1006.952	476.322	737.128	4403.592	4487.862	4292.863	4190.545	345.333	1039.503	4529.66	4397.655	659.186	4337.531	892.273	909.664	820.344	840.005	4340.297	4205.302	0.0	965.221	4236.608	4151.377	4262.104	726.054	4309.205	4458.427	1008.627	903.053	1028.803	316.128	999.515	4376.217	4231.249	4444.047	1017.635	399.254	438.538	741.732	813.166	609.215	4181.531	753.245	421.426	436.733	843.399	4460.916	
Six_zebra_models36304.py	4160.416	2758.128	2705.963	4093.088	2738.553	2758.946	4198.029	4062.398	2893.138	4008.247	405.801	2882.948	4519.081	657.471	3023.535	4573.838	4755.358	606.585	4652.184	753.978	4584.016	4779.898	4778.777	490.073	856.782	4830.495	534.107	4462.686	4831.121	409.8	457.465	503.513	374.686	925.549	4584.5	4506.598	241.347	4880.429	4778.812	4795.258	419.495	4718.655	3974.303	339.949	633.163	606.73	4747.267	4813.916	4663.654	4534.066	808.037	352.67	4857.925	4777.767	1155.874	4717.939	274.566	277.522	361.675	302.605	4698.249	4560.28	965.221	0.0	4595.309	4508.823	4646.551	485.621	4644.284	4787.691	320.252	362.746	470.39	894.538	284.773	4757.513	4584.025	4793.299	644.04	738.446	776.156	433.21	474.868	664.948	4503.034	376.934	794.799	894.138	382.631	4821.565	
Six_zebra_models2299.py	2667.126	3846.421	3879.005	2718.036	3867.537	3930.321	2755.533	2810.747	3824.154	2732.286	4422.752	3741.922	404.399	4382.907	3812.896	260.71	525.332	4467.692	318.524	4287.747	528.221	733.406	524.139	4489.231	4387.757	780.637	4417.719	598.216	874.318	4544.989	4464.094	4540.702	4509.725	4347.463	757.469	277.71	4554.584	1058.938	958.812	1074.229	4481.339	750.99	2880.143	4569.917	4434.594	4514.85	704.636	908.099	263.512	314.316	4388.195	4624.599	976.678	776.674	4117.901	639.609	4508.965	4620.721	4588.631	4565.144	380.377	227.176	4236.608	4595.309	0.0	342.267	396.493	4517.619	490.7	899.325	4596.663	4602.807	4645.098	4365.656	4628.495	451.987	244.589	952.152	4370.935	4394.825	4327.828	4491.897	4541.706	4377.575	504.791	4559.715	4432.655	4219.254	4547.218	639.59	
Six_zebra_models48085.py	2666.379	3764.374	3807.402	2705.477	3790.656	3854.801	2744.662	2785.731	3748.202	2704.404	4343.266	3674.143	478.485	4297.302	3735.851	362.316	638.575	4374.114	408.484	4205.155	707.199	725.227	648.014	4400.451	4295.194	774.785	4335.187	500.226	879.43	4449.079	4374.564	4444.737	4425.672	4262.54	688.784	356.186	4471.08	1112.465	940.87	1004.666	4400.726	748.033	2841.101	4475.748	4347.447	4428.375	823.77	949.248	406.02	290.189	4302.69	4533.171	1045.091	758.503	4023.698	548.15	4427.994	4533.024	4496.763	4478.114	540.129	328.891	4151.377	4508.823	342.267	0.0	353.81	4421.712	716.839	946.28	4501.453	4511.427	4546.775	4279.986	4533.753	530.456	354.645	897.733	4290.051	4308.343	4245.479	4406.057	4446.511	4293.769	417.955	4469.398	4341.573	4136.966	4466.191	762.321	
Six_zebra_models16607.py	2602.757	3881.035	3912.872	2654.312	3910.774	3969.228	2687.251	2724.2	3863.367	2669.797	4473.914	3785.083	403.822	4416.343	3850.659	397.423	450.794	4498.9	337.986	4328.299	603.236	584.609	433.121	4530.135	4414.67	620.18	4473.758	482.228	722.808	4586.817	4503.455	4570.641	4550.297	4372.09	760.505	391.488	4604.276	951.016	888.996	893.789	4525.605	665.206	2792.718	4609.579	4467.727	4548.466	633.348	833.019	379.699	411.193	4417.473	4662.038	918.52	589.611	4137.085	438.883	4560.242	4665.777	4626.613	4608.0	486.463	423.578	4262.104	4646.551	396.493	353.81	0.0	4543.966	659.958	855.931	4634.612	4638.766	4674.983	4394.372	4670.792	375.51	459.676	798.477	4422.213	4425.457	4361.495	4532.871	4581.64	4423.986	498.343	4601.538	4457.447	4254.903	4591.883	590.207	
Six_zebra_models45108.py	4077.632	2734.743	2672.189	4011.76	2733.531	2744.068	4119.854	3968.787	2870.921	3931.709	567.963	2853.178	4435.779	517.788	2996.491	4494.411	4658.568	391.848	4563.841	712.125	4508.121	4680.5	4681.548	389.268	642.66	4726.085	760.577	4365.228	4728.928	468.327	562.566	362.424	447.973	636.481	4509.996	4426.555	524.944	4784.479	4693.234	4690.597	455.101	4628.493	3883.653	449.074	397.95	401.014	4647.33	4723.778	4579.437	4455.94	543.574	413.452	4772.75	4668.373	964.509	4612.864	507.036	411.393	313.696	351.196	4615.742	4481.581	726.054	485.621	4517.619	4421.712	4543.966	0.0	4574.445	4703.138	438.925	283.491	464.091	657.326	458.139	4660.024	4507.805	4696.224	786.84	518.468	617.661	449.178	405.024	561.437	4419.997	329.171	449.968	697.488	443.556	4728.739	
Six_zebra_models9809.py	2571.185	3959.514	3975.788	2640.486	3967.334	4040.229	2675.876	2757.892	3927.05	2689.036	4472.088	3844.357	548.379	4452.988	3924.49	404.969	466.882	4533.033	462.056	4345.884	366.317	742.568	483.989	4531.229	4461.667	775.357	4452.947	740.444	822.7	4590.935	4522.264	4610.992	4557.16	4424.092	768.284	470.004	4601.284	870.237	884.18	1060.131	4535.274	735.739	2852.781	4611.168	4504.32	4583.676	521.238	729.821	506.034	626.029	4461.915	4669.285	786.182	813.948	4202.111	815.515	4553.222	4682.097	4648.426	4618.481	358.098	473.007	4309.205	4644.284	490.7	716.839	659.958	4574.445	0.0	710.837	4650.471	4650.931	4704.402	4445.643	4678.164	570.095	487.886	952.058	4424.383	4465.153	4397.031	4554.075	4590.953	4424.973	713.593	4621.104	4502.25	4276.13	4599.57	489.995	
Six_zebra_models19050.py	2691.864	4002.19	4035.483	2747.227	4025.608	4100.7	2782.298	2859.262	3961.876	2809.058	4628.704	3900.821	951.159	4621.465	3963.39	762.847	574.243	4670.337	717.075	4509.626	902.934	404.42	616.276	4659.018	4608.037	410.551	4586.124	895.829	459.518	4702.977	4672.683	4752.364	4704.496	4591.858	588.729	883.459	4748.769	364.968	347.69	514.924	4701.757	451.007	2961.141	4720.043	4665.535	4751.428	584.689	261.157	816.319	920.997	4623.118	4796.15	247.872	540.009	4333.761	655.874	4706.484	4836.938	4786.857	4766.545	610.168	852.767	4458.427	4787.691	899.325	946.28	855.931	4703.138	710.837	0.0	4774.877	4774.504	4827.296	4615.301	4797.489	642.714	859.978	445.161	4578.101	4630.988	4573.71	4719.686	4707.529	4554.992	933.708	4764.174	4650.913	4416.943	4762.924	435.23	
Six_zebra_models26211.py	4207.287	2675.383	2617.106	4144.279	2656.764	2664.264	4248.61	4111.14	2820.488	4061.871	482.323	2803.764	4520.497	657.915	2943.333	4570.157	4745.98	496.377	4646.634	743.904	4589.872	4760.566	4768.971	515.534	808.031	4807.645	581.487	4447.895	4804.876	375.189	418.769	405.456	395.422	934.452	4582.794	4509.093	355.197	4855.937	4767.809	4769.367	533.93	4704.392	4022.315	313.289	645.731	561.114	4728.848	4799.807	4662.086	4533.976	824.542	309.024	4846.062	4755.408	1124.754	4699.444	499.594	320.052	295.686	380.76	4696.556	4559.152	1008.627	320.252	4596.663	4501.453	4634.612	438.925	4650.471	4774.877	0.0	359.316	272.202	933.344	234.577	4746.952	4584.923	4776.361	670.519	769.65	862.962	502.443	515.693	762.975	4497.897	397.349	796.185	976.944	517.817	4810.662	
Six_zebra_models6742.py	4133.456	2774.253	2717.912	4068.761	2773.624	2782.841	4171.777	4032.506	2921.305	3988.469	557.467	2900.59	4522.92	674.559	3045.757	4577.307	4747.018	522.407	4650.457	822.317	4590.25	4762.989	4769.86	370.55	799.341	4807.324	701.852	4445.34	4803.067	352.238	551.67	465.193	361.688	830.822	4578.666	4513.962	409.185	4852.601	4761.469	4766.7	492.873	4700.237	3944.641	298.161	558.706	523.904	4726.362	4793.106	4668.664	4538.195	711.2	220.396	4840.199	4755.836	1134.562	4704.33	444.989	366.148	316.219	290.216	4696.211	4567.416	903.053	362.746	4602.807	4511.427	4638.766	283.491	4650.931	4774.504	359.316	0.0	394.961	849.624	321.055	4750.377	4591.889	4774.451	806.109	678.821	775.487	505.498	367.144	595.941	4497.697	345.063	646.018	838.271	437.087	4810.52	
Six_zebra_models31567.py	4243.705	2673.812	2624.441	4178.512	2673.245	2669.54	4283.675	4145.558	2834.005	4098.809	628.827	2818.243	4565.135	679.883	2948.1	4617.028	4789.053	457.461	4689.569	828.744	4641.352	4803.624	4812.125	606.175	746.784	4848.928	759.052	4484.917	4847.96	453.876	438.148	354.579	435.623	906.863	4639.015	4557.289	471.658	4900.164	4821.856	4812.073	626.302	4754.931	4053.899	433.497	637.582	508.104	4773.309	4849.601	4706.366	4582.852	786.114	379.828	4897.861	4792.358	1115.966	4738.741	650.369	372.737	299.192	476.525	4746.976	4606.495	1028.803	470.39	4645.098	4546.775	4674.983	464.091	4704.402	4827.296	272.202	394.961	0.0	924.695	343.205	4791.554	4635.329	4822.931	774.769	766.458	891.801	531.703	584.471	840.601	4545.346	455.548	771.024	1050.079	609.676	4856.544	
Six_zebra_models7070.py	4034.386	2690.486	2638.522	3952.309	2708.114	2721.674	4084.103	3902.497	2807.839	3873.811	839.934	2810.748	4291.236	485.433	2950.062	4357.446	4515.91	606.902	4416.391	732.577	4371.665	4566.264	4537.24	836.902	452.033	4621.637	1095.489	4271.607	4654.153	941.752	833.086	616.695	860.921	233.965	4427.073	4278.686	930.054	4716.008	4616.929	4614.106	675.174	4546.072	3831.498	973.853	380.168	582.202	4546.949	4643.401	4420.8	4322.99	269.693	973.677	4688.702	4544.602	680.112	4477.788	844.049	788.341	732.43	770.016	4479.687	4332.606	316.128	894.538	4365.656	4279.986	4394.372	657.326	4445.643	4615.301	933.344	849.624	924.695	0.0	949.208	4513.143	4359.611	4600.817	936.945	337.45	356.541	611.533	813.958	705.576	4317.918	685.007	343.194	562.106	746.01	4602.962	
Six_zebra_models44457.py	4227.046	2718.807	2681.757	4158.935	2712.359	2726.703	4264.138	4126.841	2868.725	4072.041	576.961	2865.29	4553.849	758.125	2999.571	4600.978	4779.08	564.782	4678.113	858.013	4623.24	4790.821	4804.606	503.144	810.844	4839.186	629.316	4483.815	4838.869	245.85	504.898	467.889	471.889	970.832	4593.947	4537.865	378.308	4886.287	4781.787	4792.104	597.638	4729.453	4034.083	264.671	673.227	652.865	4769.33	4821.564	4694.738	4562.249	824.214	337.174	4867.891	4786.825	1167.083	4731.152	500.831	363.628	301.521	395.23	4722.387	4589.618	999.515	284.773	4628.495	4533.753	4670.792	458.139	4678.164	4797.489	234.577	321.055	343.205	949.208	0.0	4780.13	4611.64	4796.539	767.196	780.156	895.05	564.081	380.81	681.917	4525.547	379.478	786.893	973.791	568.007	4842.728	
Six_zebra_models9343.py	2725.774	3903.929	3931.057	2775.641	3928.515	3993.363	2811.407	2863.604	3868.585	2812.299	4581.941	3795.671	606.373	4533.97	3854.426	448.152	278.676	4610.392	304.762	4435.085	680.057	407.08	261.752	4637.604	4528.142	450.17	4570.946	668.714	612.161	4693.81	4619.515	4690.087	4664.989	4490.465	730.795	525.693	4716.061	788.422	747.183	805.805	4640.706	584.694	2949.399	4713.694	4589.18	4669.62	533.587	672.93	325.463	583.103	4535.851	4776.243	721.255	495.314	4243.558	353.522	4670.781	4783.029	4741.289	4724.802	370.703	445.937	4376.217	4757.513	451.987	530.456	375.51	4660.024	570.095	642.714	4746.952	4750.377	4791.554	4513.143	4780.13	0.0	488.323	675.594	4522.327	4549.085	4481.111	4653.335	4690.076	4526.221	689.046	4718.525	4574.904	4361.049	4708.617	339.036	
Six_zebra_models41232.py	2727.771	3821.042	3855.902	2779.08	3837.08	3904.968	2821.13	2882.125	3793.645	2795.007	4421.124	3716.452	510.799	4384.031	3783.303	237.948	557.368	4458.6	332.444	4285.439	588.66	735.715	572.767	4471.76	4376.331	785.072	4405.951	659.422	881.874	4523.563	4459.423	4532.877	4507.435	4344.14	687.148	309.778	4548.776	1051.777	916.842	1065.763	4479.638	759.099	2954.219	4554.656	4428.076	4511.309	737.789	868.498	335.17	341.783	4381.835	4613.209	956.126	799.715	4118.243	662.636	4502.565	4613.614	4577.924	4556.816	337.027	167.151	4231.249	4584.025	244.589	354.645	459.676	4507.805	487.886	859.978	4584.923	4591.889	4635.329	4359.611	4611.64	488.323	0.0	939.5	4369.086	4386.854	4327.399	4487.12	4518.848	4358.385	529.777	4547.897	4420.786	4212.763	4545.978	645.039	
Six_zebra_models48389.py	2719.073	3993.017	4044.635	2761.257	4033.038	4103.088	2786.434	2836.419	3964.647	2794.541	4645.286	3912.082	972.512	4620.934	3965.219	855.959	702.352	4667.438	781.815	4523.625	1047.454	341.637	721.519	4664.969	4595.174	354.578	4607.439	856.084	423.227	4701.508	4676.873	4742.916	4715.032	4580.633	557.84	933.798	4759.59	531.879	317.298	243.913	4710.377	400.982	2916.731	4724.697	4658.734	4750.649	791.785	450.466	870.146	894.393	4610.366	4801.306	454.488	478.535	4316.978	496.695	4717.14	4837.991	4783.724	4770.714	754.166	933.542	4444.047	4793.299	952.152	897.733	798.477	4696.224	952.058	445.161	4776.361	4774.451	4822.931	4600.817	4796.539	675.594	939.5	0.0	4595.599	4622.307	4569.191	4721.184	4699.896	4556.151	883.599	4760.973	4635.003	4415.246	4771.024	624.662	
Six_zebra_models13808.py	4108.667	2414.524	2322.254	4047.42	2354.783	2396.501	4165.368	4032.242	2503.757	3982.567	367.736	2486.156	4304.921	584.328	2621.927	4352.841	4524.164	659.34	4423.792	369.531	4367.728	4556.894	4542.593	763.171	886.454	4613.195	422.67	4251.173	4622.362	801.378	520.061	695.764	618.856	934.531	4411.785	4291.049	594.524	4672.122	4594.849	4603.785	574.94	4521.013	3967.724	700.522	794.334	723.491	4518.822	4615.788	4429.506	4331.612	948.077	768.544	4653.593	4556.411	885.793	4490.121	602.579	674.326	734.029	716.075	4485.727	4333.503	1017.635	644.04	4370.935	4290.051	4422.213	786.84	4424.383	4578.101	670.519	806.109	774.769	936.945	767.196	4522.327	4369.086	4595.599	0.0	891.912	793.102	591.056	909.935	909.275	4311.988	765.48	1003.665	899.782	657.482	4591.042	
Six_zebra_models19111.py	4003.212	2712.928	2678.487	3922.23	2732.629	2742.752	4046.838	3876.562	2858.279	3839.839	721.465	2844.59	4313.516	485.893	2995.909	4381.151	4546.63	529.259	4447.762	728.874	4389.651	4593.86	4569.338	716.873	449.006	4646.361	989.01	4286.975	4669.348	760.942	670.621	490.701	682.466	372.61	4436.505	4304.751	742.182	4729.07	4628.381	4631.515	556.727	4557.372	3799.456	828.837	222.965	479.754	4565.365	4658.084	4456.311	4344.694	237.235	797.398	4704.161	4572.373	800.277	4512.055	698.534	630.922	566.686	559.102	4503.277	4363.14	399.254	738.446	4394.825	4308.343	4425.457	518.468	4465.153	4630.988	769.65	678.821	766.458	337.45	780.156	4549.085	4386.854	4622.307	891.912	0.0	329.716	484.986	655.27	571.606	4330.43	481.785	315.118	565.744	594.586	4630.406	
Six_zebra_models36984.py	3932.43	2702.419	2641.156	3856.174	2704.466	2724.806	3976.64	3809.606	2822.154	3778.898	652.349	2803.894	4243.973	390.559	2957.525	4318.886	4479.171	626.493	4382.427	596.474	4318.163	4533.724	4499.295	752.844	599.746	4587.46	935.055	4222.092	4611.755	888.727	706.308	629.24	688.487	346.121	4388.64	4239.107	761.157	4670.789	4579.516	4582.866	473.55	4502.788	3738.828	893.699	371.965	515.383	4498.025	4603.357	4385.677	4285.089	394.567	868.045	4646.682	4516.073	771.982	4449.899	651.845	697.961	699.653	636.476	4446.191	4297.628	438.538	776.156	4327.828	4245.479	4361.495	617.661	4397.031	4573.71	862.962	775.487	891.801	356.541	895.05	4481.111	4327.399	4569.191	793.102	329.716	0.0	491.786	802.906	647.261	4271.025	643.698	484.856	483.242	556.933	4563.916	
Six_zebra_models47209.py	4085.939	2688.745	2622.929	4014.454	2674.641	2686.549	4130.954	3976.846	2819.885	3935.378	406.18	2803.053	4409.744	352.54	2947.53	4474.095	4650.199	469.189	4545.862	553.026	4481.676	4689.334	4670.663	571.597	653.925	4742.782	692.859	4366.305	4753.565	624.881	364.587	350.878	372.519	629.252	4528.114	4404.091	432.594	4810.535	4724.059	4727.232	260.684	4647.76	3896.441	593.089	356.18	379.656	4652.495	4747.409	4554.714	4438.417	556.826	544.483	4792.851	4678.609	928.748	4615.141	414.747	357.519	410.21	370.232	4605.872	4457.855	741.732	433.21	4491.897	4406.057	4532.871	449.178	4554.075	4719.686	502.443	505.498	531.703	611.533	564.081	4653.335	4487.12	4721.184	591.056	484.986	491.786	0.0	621.328	689.775	4418.252	398.962	596.91	741.504	331.897	4726.01	
Six_zebra_models23020.py	4141.114	2758.499	2730.103	4069.202	2762.495	2784.815	4179.9	4033.653	2897.295	3982.467	708.522	2898.66	4471.138	785.216	3039.818	4515.326	4690.993	591.292	4590.713	909.135	4539.964	4701.989	4718.059	424.8	737.263	4749.982	771.057	4406.68	4754.775	285.135	698.648	552.484	623.37	851.415	4491.926	4448.022	593.235	4805.731	4681.595	4700.598	657.661	4638.468	3947.712	417.491	592.729	700.122	4691.122	4727.788	4608.392	4471.128	691.428	492.856	4775.944	4698.175	1091.57	4641.037	570.45	549.667	434.104	462.771	4625.375	4503.199	813.166	474.868	4541.706	4446.511	4581.64	405.024	4590.953	4707.529	515.693	367.144	584.471	813.958	380.81	4690.076	4518.848	4699.896	909.935	655.27	802.906	621.328	0.0	433.035	4437.766	370.447	595.991	766.584	636.167	4754.476	
Six_zebra_models35233.py	4031.931	2705.989	2674.644	3959.95	2718.038	2741.956	4074.462	3925.48	2835.483	3878.185	715.507	2829.534	4313.433	760.306	2987.121	4359.038	4526.995	641.283	4431.031	830.649	4376.647	4551.437	4553.244	467.893	693.24	4601.243	808.882	4265.595	4611.125	549.558	801.066	720.75	718.239	721.761	4348.994	4288.761	707.393	4661.932	4534.211	4563.493	664.495	4490.176	3852.873	638.094	561.982	727.486	4530.076	4578.43	4444.646	4318.495	611.027	713.063	4622.219	4546.411	960.555	4489.464	619.513	725.048	638.537	594.908	4462.139	4343.177	609.215	664.948	4377.575	4293.769	4423.986	561.437	4424.973	4554.992	762.975	595.941	840.601	705.576	681.917	4526.221	4358.385	4556.151	909.275	571.606	647.261	689.775	433.035	0.0	4293.01	535.031	577.933	457.862	676.471	4592.815	
Six_zebra_models29901.py	2535.473	3868.995	3908.66	2603.309	3898.581	3961.174	2609.907	2673.559	3863.957	2593.751	4348.942	3782.486	487.087	4322.248	3856.886	492.004	742.855	4392.564	586.654	4233.101	662.595	784.56	746.203	4387.407	4328.975	787.33	4330.665	394.794	791.094	4437.627	4383.632	4461.152	4417.678	4295.503	571.458	446.205	4464.165	1031.064	859.959	954.795	4406.046	636.516	2722.262	4463.388	4365.893	4442.477	782.052	859.201	629.183	298.862	4327.677	4514.721	979.401	837.94	4075.625	714.267	4421.407	4536.902	4500.775	4475.644	604.779	551.493	4181.531	4503.034	504.791	417.955	498.343	4419.997	713.593	933.708	4497.897	4497.697	4545.346	4317.918	4525.547	689.046	529.777	883.599	4311.988	4330.43	4271.025	4418.252	4437.766	4293.01	0.0	4474.289	4359.994	4152.119	4466.061	813.523	
